Original_Dialect,MSA_conversion
_ و انا نموت مالتعذيب ورا ماندير اعترافات,سأموت من التعذيب قبل أن أعترف.
فيف مسا و نشالله هاد _ ل عام شامبيوني,عاشت مسا، وبإذن الله هذا العام سنكون أبطال.
ان قرا مارسي بوغ سات اكيب دو صطيف _ ل عالي اي جو لي سوهات بوكو بلوس دو سوكسي,إذا قرأت يا مارسيل، فستجد أن فريق سطيف العالي، وسوهات لديه الكثير من النجاح.
اللهم اشفي اخانا ريان اللهم خفف عنه اللهم زده صبرا اللهم ارزقه ال كفا و ال عفاف اللهم ارزق اهله ال صبر اللهم عجل ب شفائه,اللهم اشفِ أخينا ريان، اللهم خفف عنه، اللهم زده صبرًا، اللهم ارزقه الكفاية والعفاف، اللهم ارزق أهله الصبر، اللهم عجل بشفائه.
ربي معانا,ربي معانا.
روح يا حبيبو نشالله ربي اكون معاك _ 123 فيفا ل الجيري,اذهب يا حبيبو، بإذن الله، يا رب، معك، 123 عاشت الجزائر.
فيف ا س م ا اي فيف معيزة,عاشت س م أ أ، عاشت المعيزة.
روحي يا بلادي روحي _ ب سلامة س هونتو لي ريسبونسابل نتاع البقس,اذهبي يا بلادي بسلام، لقد أهنتِ المسؤولين.
فيف لالجيري نشالله يا ربي رانا رابحين رانا معاكم,عاشت الجزائر، يا رب، نحن معكم، رابحين إن شاء الله.
تقولش خلاصو رجال رماونا كامل ف لا _ بوبال ; واش عملنا ف استقلال,يبدو أننا أنهينا الرجال، لقد ألقوا بنا في البئر، ماذا فعلنا من أجل الاستقلال؟
بنج لموشية سا بلاص اي دا ريال مادريد با زمالك اي معاك يا خضرة اي فيف ا س او و مازال م سي او,بن لموشية، ستحل محل ريال مدريد، مع زمالك، ومعك يا خضراء، عاشت س أو، ومازال يا سي أو.
نقرا عليها صورة او نزيد نمس,سأقرأ عليها سورة وأزيد من المس.
كون دخلت ف هاد ال دومان ندير شركة ب راس ال مال,إذا دخلت في هذا المجال، سأبدأ شركة برأس مال.
مادام عندنا سعدان _ و زياني اي بزاز _ و ال حاج,ما دمنا نملك سعدان وزياني، فكل شيء بخير.
مبروك الجيريا اي مبروك مروك عنتلاقاو انشاء الله تاني ف مراكش,مبروك للجزائر، ومبروك للمغرب، سنلتقي مرة أخرى في مراكش، بإذن الله.
توت مي فيليسيتاسيو ا توا كريم ربي انشالله يسهلك فيها و يرزقك ذرية _ ال صالحة و اوفقك امين يا ربي _ ل عالمين,كل التهاني، الآن كريم، يا رب، بإذن الله، يسهل عليك ويرزقك ذرية صالحة، ويوفقك، آمين يا رب العالمين.
دزولي الهام مي فيف ال قاوريات كي نتزوجو بيكم تكرهونا في يمانا او خياتنا او فاميلتنا هادي حقيقة اديرو ال بلو _ و ا نحس _ و ال عقار نتوم _ اسمحي لي _ و لاكن واعرين بزاف حاشا الي ماتستهلش _ 10 بور 100 يصلحو _ و ال باقي شخ بلا مخ,دزولي الهام، عاشت القوريات، عندما نتزوج بكم، تكرهوننا في أيامنا وأخواتنا وعائلتنا، هذه حقيقة، افعلوا البلو، وأشعر بالعقار، أنتِ مسموحة، لكنكم قاسون جدًا، حاشا من لا يستحق، 100 يصلحون، والباقي شخ بلا مخ.
"قلي واش هاد _ ل حياة , يحكمو فينا ل _ مدمات , يحكمو فينا ل مدمات",أخبرني، ما هذه الحياة؟ يحكمنا المدمنون، يحكمنا المدمنون.
ال ايمان _ و ال صبر هي _ ل حوايج _ لي حتنجيك,الإيمان والصبر هما الأشياء التي ستنقذك.
اللهم اهدينا واعفو عنا,اللهم اهدنا واعف عنا.
ميرسي مازال انشالله مع أنغولا,ميرسي، مازال، بإذن الله، مع أنغولا.
"ل شكون _ حاتشكي , لا فامي _ ماكنلاش , ل صحاباتها ماتلقاش و جيران مادخلناش",لمن أشكو، ليس لدي عائلة، ولا صديقات، ولا الجيران لا يدخلون.
فيف توا ماجيك ربي معاك,عاشت ماجيك، يا رب معاك.
فيف شيوخا سيادنا ديما معاكم,عاشت شيوخا، يا سادتنا، دائمًا معكم.
ربي اكون معاهم نشالله س لا في,ربي يكون معهم، يا رب، يا سلام.
كي نشوف تيليفيزيون كاين ل قريف دي اوسينيو _ يزقيو ل هم لي فينيو,عندما أشاهد التلفزيون، أرى القرف في أوسينيو، يشفقون على من جاءوا.
ماكاش منها شوفولينا اون اوتغ هيستواغ لا سيكوريتي ديالنا ما قدروش حتا يعتارفو لي تيروريست دو ليكول دو ياسر او يجو يخرطو علينا افيك اون هيستواغ ا لا هوت نيفو,لا يوجد شيء، يا أمننا، لم يتمكنوا حتى من التعرف على الإرهابيين في مدرسة ياسر، وجاءوا ليخبرونا عن حادثة في المدرسة العليا.
نحب بلادي و ديما _ ل الجيري و مكرة _ ف ل عديان,نحب بلادي، دائمًا الجزائر، وندعو على الأعداء.
نشالله تطلع لل باك زكارة _ ف ال _ كاب فيف لي الجيروا خاوة خاوة زكارة ف براوية فو انفاهيغ _ 20 اوت نشالله,بإذن الله، سنصعد في البكالوريا، على الرغم من الأعداء، في 20 أغسطس.
مبروك علينا و مارسي _ ل ال كحلة لي راها مطلعتلنا راسنا,مبروك علينا، يا مارسيل، يا كحلة، لقد رفعتِ رؤوسنا.
هادا ماكانش ليعلق عليه ياك لوكان ماتش نتاع ليدو لي ميليار قاع تهدرو بصح هادا قليل,هذا ليس من يعلق، أليس كذلك؟ إذا كانت المباراة بمليار، فستتحدثون، لكن هذا قليل.
نشالله نربحو و نجو اي اون بلوس نطيحو مع اجيبت نشالله يا ربي,بإذن الله سنفوز، وسنذهب، وسنهزم مصر أيضًا، يا رب.
اشوف طفلة عايشة في عز والديها مام ا _ ل اج دو 30 ان _ >> يعجبو ال اسلام,أرى فتاة تعيش في عز والديها، أمها لا تخرج، يا إسلام.
"ناس خرجت مل _ اوغبيت , و حنا مازال بيدون _ زيت , انا كرهت انا مليت",الناس خرجوا من الكهف، ونحن ما زلنا بدون زيت، أنا سئمت، أنا مللت.
خافو ربي يا جماعة راكم بهدلتونا باغ تو,خافوا الله يا جماعة، لقد أهنتمونا، با تو.
رانا معاكم مالقري تو 123 فيفا _ ل الجيري يعطيكم _ ال صحة يا لي جون,نحن معكم، يا مالقري تو، 123 عاشت الجزائر، يعطيكم الصحة يا لي جون.
_ سلام يا الشروق شعب _ كره سي با لا بين دو لو _ دغيبلي دان سا تات اون بارك فيا لوروب,السلام عليكم، يا شروق، لقد أهان الشعب، با لا بين دو لو دغيبلي دان سا تات، أون بارك فيا لوروب.
يا ربي يا الله كون معانا نشالله رانا في مونديال 2010 توجور _ ل الجيري مون امور,يا رب يا الله، كن معنا، يا رب، بإذن الله، سنكون في كأس العالم 2010، دائمًا الجزائر، يا رب.
فيف _ ل الجيري ماعندنا والو غير ربي سبحانو,عاشت الجزائر، ليس لدينا شيء سوى الله سبحانه.
ربي معاك خويا اون تو سوات تت لا غيوسيت نشالله,ربي معاك خويا، يا تو سوات، تت لا غيوسيت، بإذن الله.
سلام صحا فطوركم ا توس الله معاكم _ يا رجالة تحيا الجزائر يا متمور يا ميسي دو لالجيري نشالله _ ال مونديال اي البرسا بور توا متمور تحيا قاع لي الجيريان,السلام عليكم، صحا فطوركم، يا توس، الله معاكم يا رجالة، تحيا الجزائر، يا متمور، يا ميسي دو لالجيري، بإذن الله، يا رب، في كأس العالم، يا برسا، يا بور، يا تو متمور، تحيا قاع لي الجيريان.
ديما مع ال خضرة _ ب ربي رابحين مع ال مغرب _ 123 ديما الجيري,دائمًا مع الخضر، يا رب، رابحين مع المغرب، 123 دائمًا الجزائر.
البوم وراه البوم فيه بوربلام ورا بوربلام,البوم وراءه بوم، فيه مشكلة، وراءه مشكلة.
الي قاع معانا الجيري 30 زامبي,يا جزائريين، معكم 30 زامبيا.
ياخي تمسخير نديرو بارابول كولاكتيف اتڨمبري يا دولة اتڨمبري في عود تشوفو حل ناس كيفاه عايشين مع نار و حل زوالي او مشاكل لبلاد جايين تقولولنا بارابول او كليماتيزور شكون دخلهم لي بارابول او كليماتيزور او دوك افهم يا,يا خيبة الأمل، نريد أن نضع طبقًا جماعيًا في ديسمبر، يا دولة، في ديسمبر، انظروا كيف يعيش الناس، بالنار وحلول الزوالي والمشاكل في البلاد، وتأتون لتتحدثوا عن طبق جماعي وتكييف الهواء، من أدخلهم إلى طبق جماعي وتكييف الهواء، يا فاهم؟
زيزو اي تجر لو _ قرا سيت فوا سي ال بارل اوسي دي قرا معاك '' معاك _ ي ال خضرة ديري حالة '',زيزو، سأذهب لأقرأ، يا سيد، اقرأ معك، معك يا خضراء، ديري حالة.
ماتخافوش لي فيناك تاعنا انشالله نفرحو _ ال امة ال عربية و ال جزائرية,لا تخافوا، سنفرح الأمة العربية والجزائرية.
جامي لاشيت نحب هارون رشيد,لم أحب هارون الرشيد أبدًا.
كاين ستاظ ١ نوفنبر في باتنة وكاين وهران وعنابة.. بصح هوما يبغو العاصمة خلي,هناك 1 نوفمبر في باتنة، وهناك وهران وعنابة، لكنه يحب العاصمة.
راهم يعطوهم دراهم الدولة باش يسقمو بصح مشكلة في لي تحت بولبويات ياكلو في دراهم يشرو صوالح بأرخص أثمنة و باش يخدمو بلادهم يسرقوها علاه مانتقدموش علاه العصابة راهي في الادارات,إنهم يعطونهم أموال الدولة لتنظيفها، لكن المشكلة في بولبويات، يأكلون الأموال، ويشترون الأشياء بأرخص الأسعار، وعندما يعملون في بلادهم، يسرقونها، لماذا لا نتقدم؟ لماذا العصابة في الإدارات؟
بونجاح خارج,بونجاح خارج التشكيلة.
هذي هي القوة الضاربة,هذه هي القوة الضاربة.
لانو تعودنا نسكتو ونخافو ونستعرف بيهم انهم دارو ستوريات قبل المبارات هكدا  بالاك يخافو الي يديرو في هاد المهزلة,لأننا اعتدنا على السكوت والخوف والاحترام لهم لأنهم صنعوا التاريخ قبل المباريات، هكذا ربما يخافون من يفعلون هذه المهزلة.
حسبنا الله ونعم الوكيل في راني نشوف في بلماضي راه رايح ربي وكيلكم,حسبنا الله ونعم الوكيل فيك يا راني، أرى بلماضي ذاهبًا إلى الله، وكيلكم.
يريدون دفع بلماضي للاستقالة بأي طريقة كانت هم يلعمو وان 45 مليون جزائري مع بلماضي لهذا يريدون دفعه للاستقالة حتى لا يقعوا في حرج امام الشعب لم نرى ملعب تشاكر بهذا السوء من قبل حتى بدران قالهم البارح بلي اول مرة نرى الملعب بهذا السوء بالرغم من انني العب…,يريدون دفع بلماضي للاستقالة بأي طريقة، إنهم يعلمون، و45 مليون جزائري مع بلماضي، لهذا يريدون دفعه للاستقالة حتى لا يقعوا في حرج أمام الشعب، لم نر ملعب تشاكر بهذا السوء من قبل، حتى بدران قال لهم بالأمس إنها المرة الأولى التي أرى فيها الملعب بهذا السوء على الرغم من أنني ألعب...
محبيتوش تفهموا بلي المشكل ماشي في مسؤول و لا شخص تتم اقالته و انتهى المشكل ، المشكل في منظومة بأكملها جيبها من اول مسؤول في البلد و اهبط حنى للشعب .,لم تحبوا أن تفهموا أن المشكلة ليست في مسؤول أو شخص تتم إقالته وتنتهي المشكلة، المشكلة في المنظومة بأكملها، من أول مسؤول في البلد وحتى الشعب.
لوكان رماو البراقة نتاع الزواوش  تخرج خير من هكذا,لو ألقوا البراقة على الزواوش، لكان أفضل من ذلك.
درك يخرج مدير الملعب يقلك الثليفونات لي صورو بيهم هم السبة  والارضية راهي مليحة,الآن سيخرج مدير الملعب ويقول إن الهواتف التي صُورت بها هي السبب، والأرضية جيدة.
ارضية تصلح لكل شيء ما عدا كرة القدم,الأرضية مناسبة لكل شيء ما عدا كرة القدم.
كل هذا من أجل إخراج  من المنتخب... حبو يكرهو له حياته.... أعداء النجاح..,كل هذا من أجل إخراج بلماضي من المنتخب، يريدون تدمير حياته، أعداء النجاح.
واحد يريبوندي لبغداد يقلو راها تتكتب ابهى,واحد يرد على بغداد، يقول له إنها تُكتب أبهى.
شيء جميل ان يندد اللاعبون بالأمر خاصة انهم المعنيون مباشرة لأن بلماضي يتحسر الآن بعد ان اقتنع ان المسؤولين عبارة عن فاشلين غير قابلين للتصحيح ... و كما قال لن اتكلم مجددا لأن الموضوع اصبح مخزي جدا,شيء جميل أن يندد اللاعبون بالأمر، خاصة أنهم المعنيون مباشرة، بلماضي يشعر بالأسف الآن بعد أن اقتنع بأن المسؤولين عبارة عن فاشلين غير قابلين للتصحيح، وكما قال، لن أتحدث مرة أخرى لأن الموضوع أصبح مخزيًا جدًا.
كاين عنابة و كاين وهران  بصح هو يحب السونطر راك فاهم قولو يريح تشكي,يوجد عنابة وهران، لكن هو يحب السونطر، يا فاهم، قل له أن يرتاح، يا شاكي.
نهدرو بالون اقسم بالله غير فوقت زطشي ماكناش نشوفو هاد لعفايس...,لم نر مثل هذه الوجوه في عهد زطشي.
والله يا القوة الضاربة,والله، يا قوة ضاربة.
خص تراكتور يحرث,يحتاج إلى جرار لحرثه.
ابها ولا ابهى المهم الفكرة وصلت,أبهى ولا أبهى، المهم أن الفكرة وصلت.
بونجاح ڨاع الدراهم لي درتهم ، مقديتش تتعلم تكتب،الاخطاء الاملائية الركيكة,بونجاح، كل الأموال التي كسبتها، لم تستطع أن تتعلم الكتابة، أخطاء إملائية ركيكة.
بلادنا بلدية ف مريكان ميقبلوناش,بلادنا بلدية في أمريكا، لا يقبلوننا.
اقسم بالله كارثة تركنا الدين وإتباعنا البدع مسجد في عنابة يحتاج إلى 200 كيس من الاسمنت واحد مهدر عليه وكي جات في الملعب وشر البقاع كاااااامل هدرو الهم ردنا اليك ردا جميلا واسأل الله ان يهديني وإياكم وثبتنا وإياكم,أقسم بالله، كارثة، تركنا الدين واتبعنا البدع، مسجد في عنابة يحتاج إلى 200 كيس من الأسمنت، ولا أحد يتحدث عنه، وعندما يتعلق الأمر بالملعب، يتحدث الجميع، يا هم، ردنا إليك ردًا جميلاً، واسأل الله أن يهديني وإياكم، ويثبتنا وإياكم.
اللغة العربية تستغيث,اللغة العربية تستغيث.
L'algérie kamel أبهى حلة,الجزائر في أبهى حلة.
خسارة عليهم، خدمة لعوج,خسارة عليهم، خدمة سيئة.
هنا غياب الدولة واضح.كاينة أطراف باغية تدمر اي حاجة مليحة فالجزائر وراهي المخابرات وراهي اللجان التقنية عيب ولله العظيم غير عيب...,هنا غياب الدولة واضح، هناك أطراف تريد تدمير أي شيء جيد في الجزائر، وراءها المخابرات، وراءها اللجان التقنية، عيب، والله عيب.
كاين حجا ماعرفتهاش ليه عندنا غيل هدا الصداد كاين نتاع عنابة تلمسان وكاين بزاف ...... ياك الجمهور مكانش ماهمش المكان,يوجد حجا، لا أعرف، يوجد عنابة وتلمسان، وبزاف، الجمهور ليس المشكلة، المشكلة في المكان.
يا محرز ، راك تجي يومين فالعام و تلعب بالون و راك تنتقد في أرضية الملعب ( من حقك تنتقد نتا شيكور ),يا محرز، أنت تأتي يومين في العام وتلعب كرة القدم، وأنت تنتقد أرضية الملعب (من حقك أن تنتقد، أنت شيكور).
كون لعبو في ستاد تع براقي احسن,كان يجب أن يلعبوا في ملعب براقي.
يصرحو فيه البڨري هههههه,يتحدثون عنه، يا بڨري.
في هذي البلاد أول حاجة يديرها المسؤول هي يمشي مصالحه ومن بعد عاد على حساب الڨوسطو يخلي ضميره يشتغله ولا لا,في هذه البلاد، أول شيء يفعله المسؤول هو خدمة مصالحه، ثم على حسب القسطو، يترك ضميره يعمل أو لا.
على فكرة في نشرة الثامنة على قناة النظام الذي خونتم اخوتكم و ابناء شعبكم من اجله ذكروا في تقرير من دون حشمة او حياء ان المركب و الارضية في احسن حالة,على فكرة، في نشرة الثامنة على قناة النظام الذي خونتم إخوتكم وأبناء شعبكم من أجله، ذكروا في تقرير، من دون خجل أو حياء، أن الملعب والأرضية في أحسن حالة.
و منه نستنتج أن بلعمري كتابته صحيحة عكس بونجاح,ومن هذا نستنتج أن ما كتبه بلعمري صحيح، على عكس بونجاح.
بونجاح.. تتكتب أبهى,"بونجاح.. تُكتب ""أبهى"""
القوة الضاربة  مع المغرب برك,القوة الضاربة مع المغرب فقط
ماكانش مسؤول راجل  مش قادر قوم ولا طلڨ عثروك قدم استقالة تيعك يا تعيش راجل أو مت و انت تحاول ياااالرب آآآآآآآآآ,لم يكن هناك مسؤولٌ رجلٌ، غير قادر على الوقوف أو حتى على النهوض، قدم استقالتك أفضل لك، إما أن تعيش رجلاً أو تموت وأنت تحاول. يا رب!
محرز حط واحد لباص في باله البالون تروح كي لحرير لقاها جات راجعا,محرز مرر كرةً في ذهنه، ذهبت الكرة كأنها من الحرير ثم عادت.
بونجاح قرا اللغة العربية عند استاذ اللغة الفرنسية,درس بونجاح اللغة العربية عند أستاذ اللغة الفرنسية.
بونجاح متسرب,بونجاح لم يكمل تعليمه.
هاذي هي القوة الضاربة,هذه هي القوة الضاربة.
من أمن العقاب أساء الأدب,من أمن العقاب أساء الأدب.
اللغة العربية تاع بونجاح هي لي في أبهى حلة,اللغة العربية عند بونجاح هي في أبهى حُلة.
أبها يا بونجاح هكا علموك القراية,أبها يا بونجاح، هكذا علموك القراءة.
حتى يتعلمو يكتبو، ،ابها ،،،يا ودي روحو شوفو حالة المستشفيات اومبعد اهدرو على الملاعب شعب ثانوي يترك الأولويات و يتحدث عن الخرطي,حتى يتعلموا كيف يكتبون، أبها، يا أخي اذهب وانظر إلى حالة المستشفيات ثم تحدث عن الملاعب، شعبٌ ثانوي يترك الأولويات ويتحدث عن التفاهات.
البلاد داخلة في حيط، الشعب مات بالشر و الصفحات كامل يهدرو على بلماضي ، الملعب ماشي مخدوم .... تحرير الوعي أصعب من تحرير البلاد.,البلاد تنهار، والشعب يموت جوعًا، والصفحات كلها تتحدث عن بلماضي، الملعب غير جاهز... تحرير الوعي أصعب من تحرير البلاد.
مكانش منها تلفون ل صورو بيه كاليتي تاعو مش مليحة,لم يكن هناك هاتف لتصوير الملعب، وجودة الصور ليست جيدة.
عايز,أريد.
وينك عمري ؟ ما بنتش! مزالك تنيغوسي على العدس ؟ نيغوسيلنا في طريقك على  ستاد خخخ,أين أنت يا عمري؟ لم تنام بعد! هل ما زلت تفكر في العدس؟ أحضر لنا بعض العدس في طريقك من الملعب.
واحد ماحكي على حالة المستشفيات,لم يتحدث أحد عن حالة المستشفيات.
ارضية هاذي لوكان رجعوها,لو كانت هذه الأرضية، لكانوا أعادوها.
بونجاح واللغة كارثة,بونجاح واللغة كارثة.
هاذي تبان صالحة للزراعة,تبدو هذه الأرضية صالحة للزراعة.
استغفر الله,أستغفر الله.
شعار لا للعلم,شعارهم لا للعلم.
القوة الناعسة,القوة النائمة.
ربي وكيلكم يا مسؤلين تاكلو النار في بطونكم مزال مع بريكولاج الله لا تربحكم,ربي وكيلكم يا مسؤولين، تأكلون النار في بطونكم، ما زلتم تتبعون أسلوب الترقيع، الله لا يربحكم.
بونجاح لازم يغلط فالكتيبة,بونجاح يجب أن يخطئ في الكتابة.
بونجاح وقيل السيزيام مجابوش,يبدو أن بونجاح لم ينجح في شهادة التعليم الابتدائي.
راهي عاحبتني روح الفكاهة في الفريق مليحة,روح الفكاهة في الفريق جيدة.
ربي وكيلهم,ربي وكيلهم.
ابها,أبها.
هادي تاني كذبة !,هذه أيضًا كذبة!
القوة الضاربة,القوة الضاربة.
قوة ضاربة .,قوة ضاربة.
قالهم بلماضي هدرت خطرة منزيدش نعاود قالك صامط يغلب القبيح.,قال لهم بلماضي: تحدثت مرة ولن أكرر ذلك، قال لك (صامت يغلب القبيح).
ابهى حفرة,أبهى حفرة.
و هل يخفى القمر!!!,وهل يخفى القمر!
يا بونجاح اللغة العربية تاعك داخلة في حيط,يا بونجاح، لغتك العربية تنهار.
المشكل في لو فون تاع العمق,المشكلة في هاتف عمق الملعب.
ايادي خارجية,أيدٍ خارجية.
كون بدلو السطاد,كان يجب أن يغيروا الملعب.
يقولون المروك هو السبب,يقولون إن المغرب هو السبب.
انا نحير فيكم كي يهدرو تامنوهم  راهم حابيين يكسرو الفريق الوطني,أنا محتار فيكم، عندما يتحدثون تصدقونهم، إنهم يريدون تدمير الفريق الوطني.
علمو بونجاح كيفاش يكتب,علموا بونجاح كيف يكتب.
مزالكم تامنو بالنوفال آلجيري,"ما زلتم تصدقون ""النوفال آلجيري""."
اغرسوه بطاطا وهنونا يرحم باباكم,ازرعوا البطاطا واتركونا يرحمكم الله.
نظن حتى القرنينة وراهي نابتة ف الستاد,أعتقد أن حتى القرنبيط ينمو في هذا الملعب.
بلماضي لصق في تشاكر,بلماضي يلتصق بملعب تشاكر.
أبها vs أبهى,أبها ضد أبهى.
هم يضحك وهم يبكي,موقفٌ يضحك ويبكي في نفس الوقت.
حكايتها كيما الجزائر الجديدة,قصتها مثل قصة الجزائر الجديدة.
رئيس اتحادية لكرة قدم وراه كن نعيبوا على زطشي سعا هو كان مدرق عيب كبير,رئيس اتحاد كرة القدم، كنا ننتقد زطشي، وهو كان مدربًا، وهذا عيب كبير.
الكهول يا خويا يا خويا....د,العجائز يا أخي...
بونجاح الكتيبة وميعرفش يكتب,بونجاح لا يعرف الكتابة.
يلعبو و يبلعو فامهم.,يلعبون ويبلعون ألسنتهم.
الهدف الرابع يثبت ذلك,الهدف الرابع يثبت ذلك.
السؤال المطروح علاش ما يلعبوش في 5 جويلية  في كل الاحوال احسن من تشاكر,السؤال هو: لماذا لا يلعبون في ملعب 5 جويلية؟ في كل الأحوال، هو أفضل من ملعب تشاكر.
خونة,خونة.
عادي تجارة,عادي، تجارة.
ارضية الملعب كانت مدروسة من طرف المسؤولين باش اللاعبين يتعودو على الأرضية تاع ملعب النيجر في العودة و تفكير القادة ليس كتفكير العامة  و وضع الرمل في الملعب هو دلالة على أن اللاعبين هم محاربي الصحراء....,أرضية الملعب كانت مدروسة من قبل المسؤولين حتى يعتاد اللاعبون على أرضية ملعب النيجر في مباراة العودة، وتفكير القادة ليس كتفكير العامة، ووضع الرمل في الملعب هو دلالة على أن اللاعبين هم محاربو الصحراء.
هادي خيانة لازم الضرب بيد من حديد وطردهم من المنتخب,هذه خيانة، يجب الضرب بيد من حديد وطردهم من المنتخب.
تشوف شوي تعليقات تفهم باللي احسن حل هي تسونامي تهزنا يخسفنا ربي زي قوم عاد  لن نتطور حتى تقوم الساعة,عندما تقرأ بعض التعليقات، تدرك أن أفضل حل هو تسونامي يهزنا أو أن يخسفنا الله مثل قوم عاد، لن نتطور حتى تقوم الساعة.
لالا انت شيات من داك العام,لا، أنت شيات منذ ذلك العام.
بونجاح يطير في العربية,بونجاح يطير في اللغة العربية.
جزائر كل يوم تتراجع خطوة للوراء,الجزائر تتراجع كل يوم خطوة إلى الوراء.
سطاد تع بوسقلول,ملعب تع البوسقلول.
حتى صطاد مفلحناش فيه,حتى الملعب لم ننجح فيه.
أرضية ملعب تشاكر صالحة لغرس البصل و البطاطا لا لإجراء مقابلة للفريق الوطني,أرضية ملعب تشاكر صالحة لزراعة البصل والبطاطا، وليس لإجراء مباراة للفريق الوطني.
"كي المسؤول على السطاد كلي يكتب "" أبها حلة ""","المسؤول عن الملعب لا يعرف كيف يكتب ""أبها حلة""."
علاش مايغرسوهش بطاطا خير  على الاقل يساهم فالاقتصاد  تاع لبلاد,لماذا لا يزرعون البطاطا بدلاً من ذلك؟ على الأقل سيساهم ذلك في اقتصاد البلاد.
بلاد كامل نفس الشيء ...,البلاد كلها نفس الشيء...
زيد تاع اوكيدجة,وزيادة على ذلك، ملعب أوكيجة.
كل ضد منتخب الجزائر الكاف، أفريقيا، الحكام ، و مسؤولين البلاد غير الشعب ليراه معاهم,الجميع ضد منتخب الجزائر، الكاف، أفريقيا، الحكام، ومسؤولو البلاد، فقط الشعب معهم.
بونجاح العربية مايعرفهاش,بونجاح لا يعرف اللغة العربية.
بلعمري كان يجمع في الطاولة الاولى,بلعمري كان يجمع الكرات في الطاولة الأولى.
قلتلك مايتامنوش,قلت لك لا تصدقهم.
بونجاح حبس 8ème,بونجاح توقف في السنة الثامنة أساسي.
كل مسؤولين على شاكلة تبون ماعندك واش تخير فيهم,كل المسؤولين على شاكلة تبون، ليس لديك خيار بينهم.
لا حول و لا قوة الا بالله الفساد بلغ مبلغه,لا حول ولا قوة إلا بالله، الفساد بلغ مبلغه.
يابونجاح عندنا  فوبيا من الأخطاء الإملائية يهديك ربي أبهى مش أبها,"يا بونجاح، لدينا فوبيا من الأخطاء الإملائية، هداك الله، الصواب ""أبهى"" وليس ""أبها""."
افونسي لريار شعار الجزائر,أفونسي لريار شعار الجزائر.
نفس الشيء عدنا احسن منظومة صحية في افريقيا,نفس الشيء، لدينا أفضل منظومة صحية في أفريقيا.
و الله غير امر جد مؤسف جد جد مؤسف عييب و الله عير نعلق بمرارة تصور انه حتى البلدان المعروفة بالمجاعة تكلد تتجاوز مشكل ارضيات الميدان تصور انه ملعب لديهمسؤولين و مدير و موظفيين لديهم اجرة  لملعب يحتضن 6 مباريات ف العام لا يستطيعون تجهيزه و لي تزجع القلب…,والله إنه لأمر محزن ومؤسف، عيب أن أعلق بمرارة، تخيل أن حتى البلدان المعروفة بالمجاعة تجاوزت مشكلة أرضيات الملاعب، تخيل أن لديهم ملعبًا به مسؤولون ومديرون وموظفون يتقاضون رواتب، ملعب يحتضن 6 مباريات في العام ولا يستطيعون تجهيزه، هذا أمر محزن...
بونجاح ماقدرش يكوبيي على صحابو  ويكتب مليح ويضحك عالسطاد,بونجاح لم يستطع النسخ من أصدقائه وكتابة منشوره بشكل صحيح، إنه يضحك على الملعب.
الإعلام منعووووه من تصوير الملعب فضحوهم اللاعبيين ....  تبانلي قرار جزائري ماشي الفيفا تاع منع التصوير ....,منع الإعلام من تصوير الملعب، اللاعبون فضحوهم... أعتقد أن هذا قرار جزائري وليس قرار فيفا بمنع التصوير.
الجزائر و الجزائريين كلهم في ابهى حلة,الجزائر والجزائريون كلهم في أبهى حُلة.
تغيضك عمرك كلمة مسڨمة ب العربية ميعرفش يكتبها يدي الملاير في الشهر و نتا حياتك ڨاع قراية الف مكاش,تغضبك كلمة مكتوبة بالعربية بشكل خاطئ من شخص يتقاضى الملايين في الشهر، وأنت حياتك كلها دراسة.
لم تتم اقالة لا مدير الشباب و الرياضة و لا مدير الملعب، بل مدير الملعب كان مدير للشباب و الرياضة بالنيابة و عاد الى منصبه و هو فيه الآن.,لم تتم إقالة لا مدير الشباب والرياضة ولا مدير الملعب، بل مدير الملعب كان مديرًا للشباب والرياضة بالنيابة وعاد إلى منصبه الآن.
هاذا هو ستاد لي ربحتو عليه يوجوه المزيرية درتو دراهم ضرك تمنشرو اخدموه  حلو دراهمكم,هذا هو الملعب الذي ربحتم عليه يا وجوه العار، جمعتم الأموال والآن تنشرون صوره، أنفقوا أموالكم على تجهيزه.
القوة الضاربة,القوة الضاربة.
القوة الضاربة ياه,القوة الضاربة يا رجل.
تبان ارض كاف الباز نايضة فيها التافقة والقرن,تبدو أرضية الملعب وكأنها أرض خصبة تنمو فيها الأعشاب الضارة.
تبهدييل,تبهديل.
المرة هذي نبدوا بالوزير الأول لي يمثل أضعف حكومة و نكملوا معاه وزير الشباب و الرياضة و وزير التجارة,هذه المرة يجب أن نبدأ بالوزير الأول الذي يمثل أضعف حكومة، ثم نكمل مع وزير الشباب والرياضة ووزير التجارة.
بونجاح ميفرقش بين الالف الطويلة و الألف المقصورة مسكين,بونجاح لا يفرق بين الألف الطويلة والألف المقصورة، مسكين.
داينصورات تعمل المستحيل لاسقاط كرة القدم الجزائرية,ديناصورات تعمل المستحيل لإسقاط كرة القدم الجزائرية.
منتخب كبير و جيل ذهبي دفنوهم في تشاكر الذي كان من الاجدر اغتنام الفرصة واظهار افضل صورة لمنتخب الجزائر على الاقل في الملاعب ..,منتخب كبير وجيل ذهبي دُفنا في تشاكر، كان من الأجدر اغتنام الفرصة وإظهار أفضل صورة لمنتخب الجزائر على الأقل في الملاعب.
