Original_Dialect,MSA_conversion
يا هويدلك باسم ياخور و هشام حداد حلقه ناريه ولا اروع من برنامج احضرو للأخير, يا لها من حلقة نارية ولا أروع! شاهدوا باسم ياخور وهشام حداد حتى النهاية.
انا عم بلش حبك انا لما بشوفك بتلبك, أنا بدأت أحبك، عندما أراك أشعر بالارتباك.
على عمر سنه بعتت انو انا بحب اعمل ع تجرب شوف شو بيعملو ب, في عيد ميلاده الأول، أرسلت أنني أريد أن أجرب، شاهد ما الذي سيفعلونه.
يستعبدنا شعارنا الحريه وهي القيمه التي انشأ اللبناني كرمالا وطن ال كلم2, شعارنا الحرية، وهي القيمة التي ضحى من أجلها اللبنانيون لإنشاء وطنهم.
واياكم جزاكم الله كل خير, وإياكم، جزاكم الله خيرًا.
من اجمل الأغاني يلي عاملها هي اغنيه رح غني الليله بس للصراحه ماقدمها الليله بشكل حلو بالعاده بغنيها احلى من هيك," من أجمل الأغاني التي قدمتها هي أغنية ""سأغني الليلة""، ولكن بصراحة لم أقدمها الليلة بشكل جميل، فعادة ما أغنيها بشكل أفضل."
اوكي فهمنا انو متفلسفي, حسنا، لقد فهمنا أنك متفلسف.
باسيل قال حقا حقال هشام حداد اليوم مفظع, قال باسيل الحقيقة، وكان هشام حداد اليوم رائعًا.
لك حتى بنتي زينه قالتلي انو معقول ندي عم يسرق لهوا لعم نتنفسو قلتلا لأ هوى مهضوم, حتى ابنتي زينة قالت لي إن ندي قد يسرق الهواء الذي نتنفسه. قلت لها إنه خفيف الظل.
بقا عم نعيش الحقيقه اليوم, نحن نعيش الحقيقة اليوم.
معك ضو اخضر افعل ما تشاء زعيمك بغطيك, معك ضوء أخضر، افعل ما تشاء، زعيمك سيحميك.
يعني على شعره كنت عملت حادث الله ستر, كنت على وشك التسبب في حادث بسبب شعره، ولكن الله ستر.
يا حضره جوزف طوق ياريت بس بتحكي من دون كلمه قرفنازيفريللي عيب من عبارتك بتدل انو اخر همك الموضوع بس بد ك تشارك," يا حضرة جوزيف طوق، أتمنى أن تتحدث دون استخدام كلمة ""قرفنازيفريللي"". من عباراتك، يبدو أن آخر اهتماماتك هو الموضوع، ولكنك تريد أن تشارك فقط."
يا لبنانيي بين النسبيه وقانون الستين يا زعما على وين البلد اخدين خافو الله المحاسبه بيوم الدين ومن الاستهتار عالطرقات علقانين, أيها اللبنانيون، بين النسبية وقانون الستين، إلى أين تأخذون البلاد أيها الزعماء؟ اتقوا الله، فهناك محاسبة يوم الدين، وتوقفوا عن الاستهتار. نحن عالقون بسبب الاستهتار على الطرقات.
نحنا منشوف حالنا فيك وعقبال ما نشوفك هيدا لاعب باسكت منشوف حالنا في هيدا رياضي حقيقي هيدا, عندما نراك، نرى أنفسنا فيك. وعندما نرى هذا لاعب كرة السلة، نرى أنفسنا فيه. إنه رياضي حقيقي.
شو حلو وقت تحس حالك سبب بضحكه انسان, من الجميل أن تشعر بأنك سبب ابتسامة شخص ما.
عايشين على امل الأمل, نحن نعيش على أمل الأمل
انه في نهايه سعيده بغير الافلام, ونأمل في نهاية سعيدة كما في الأفلام.
الف شكر لك عزيزتي, ألف شكر لك، عزيزتي.
انو ما الك لازمه بالحياه تأكد لو ما العكس ما كنت جيت عل الدنيا, تأكد أنك لا فائدة منك في هذه الحياة، ولو لم تكن كذلك، لما جئت إلى هذا العالم.
تؤبروني ما اهضم وانعم حكيكن, ما أجمل وألطف حديثكم!
شو يا ديني فتحت معهد لغه, ما هذا يا ديني؟ هل افتتحت معهدًا للغة؟
انو زمن النضال ولى كل يوم العونيون في نضال مستمر, لقد ولت أيام النضال، لكن العونيين مستمرون في نضالهم كل يوم.
ليش اللبناني بس حدا عربي يحكيه بلهجه تانيه بيصير يحكي بنفس اللهجه, لماذا عندما يتحدث شخص عربي مع لبناني بلهجة مختلفة، يبدأ اللبناني في استخدام نفس اللهجة؟
نسبي ه او ستين بتمديد او فراغ, النسبية أو الستين أو التمديد أو الفراغ.
فيفيان انطونيوس ناطرين نشوفك عن جديد, فيفيان أنطونيوس، ننتظر رؤيتك مرة أخرى.
عبر انا لم اربي ابني لكي يقتل بحادث سير كهذا, لن أسمح بأن يقتل ابني في حادث سير مثل هذا.
كل ما كنت بعيدا عن جنس البشر شعرت بارتياح اكبر, كلما ابتعدت عن البشر، شعرت براحة أكبر.
شهيد في سبيل الصلاه بنص الشارع, شهيد في سبيل الصلاة في منتصف الشارع.
الخرا مش فاضي بكون عم بجيب كيلو خيار لام او زوجه شي حمار كبير, هذا اللعين ليس مشغولاً، إنه يشتري كيلو خيار لوالدة أو زوجة أحد الحمير الكبار.
انو يصير عنا دوله طالما في سلاح فلتان مع شبيحه حزب الله, لن تكون لدينا دولة طالما هناك أسلحة منفلتة مع شبيحة حزب الله.
ما في احلى من الحكي الجنوبي, لا يوجد شيء أجمل من الحديث باللهجة الجنوبية.
في العالم الثالث يمتلك الحاكم حكمه لقمان ويمتلك رجل الأعمال مال قارون ويمتلك الشعب صبر ايوب, في العالم الثالث، يمتلك الحاكم حكمة لقمان، ورجل الأعمال مال قارون، والشعب صبر أيوب.
نعم حضرات الزملاء وأنا في اعقاب هذه الواقعه الأليمه اسحب الثقه من دوله الرئيس عادل كرم وأطالبه بالتنح ي عن منصبه, نعم، أيها الزملاء، في أعقاب هذه الح الحزينة، أسحب الثقة من دولة الرئيس عادل كرم وأطالبه بالتنحي عن منصبه.
بعد في جارنا ما تخانق مع مرته و سكر الطريق خلده, هل تشاجر جارنا مع زوجته وأغلق طريق خلدة مرة أخرى؟
انو ما نوقف حد يلي وقفوا معنا, يجب أن نقف مع أولئك الذين وقفوا معنا.
ان الحب الم صليب ه قيامه, الحب صليب، لكنه سيقودك إلى القيامة.
واستمتع بصوت ام كلثوم, واستمتع بصوت أم كلثوم.
تفو عهيك دوله وعالزعران يللي فيها قاعدين عم ياكلو ويأرجلو ولاد الحرام والعالم محروق دينها بالعجقه الله يلعنكم, اللعنة على هذه الدولة وعلى البلطجية فيها. يجلسون ويأكلون ويلعبون بينما يحترق العالم.
هيدا البريك يلي بيجي بالاخير ببرنامج ما الو داعي وكمان مش حلو بعد الاعلان يرجع الضيف ليغني يقول كلمتين وتقطشوا الاغنيه وتختموا, هذا الفاصل الإعلاني في نهاية البرنامج ليس له داعٍ، كما أنه ليس جميلًا. بعد الإعلان، يعود الضيف للغناء ويقول كلمتين، ثم يتم قطع الأغنية وإنهاء البرنامج.
الله يحميك يا سعد الناس كلنا معك يا غالي, الله يحميك يا سعد، كلنا معك يا غالي.
اقوى عالم بتضل الاول بقلوبنا, أقوى عالم، ستظل الأول في قلوبنا.
هيدا التهويل والتكسير و الصريخ وال ما بينفع مع فخامتو روحوا خيطوا بغير مسله خلصت ايامكن يللا بايي, هذا التهويل والصراخ لن يفيد مع فخامته. اذهبوا واهتموا بأمور أخرى، فقد انتهت أيامكم. وداعًا.
صح النوم يا مشنوق بس بعذرك لان لازم تعمل اتصالاتك لتشوف مسموح تعمل شغلك مش جديد عليك, استيقظت أخيرًا يا مشنوق، ولكن أعذرك لأنك تحتاج إلى إجراء اتصالاتك لمعرفة ما إذا كان مسموحًا لك أن تؤدي عملك أم لا. هذا ليس جديدًا عليك.
اذا حامل بطاقه حزبيه ما يحترم رئيس هالحزب, إذا كنت تحمل بطاقة حزبية، يجب أن تحترم رئيس هذا الحزب.
انك بدك تضرب شخص وتقل وا عفو ا لأني كنت محترمك ومعتبرك عالم, كنت أريد أن أضربك وأقول لك عفوت عنك لأنني احترمتك واعتبرتك عالما.
انو العرب توحدوا بس حتى باﻻحﻻم ما رح يصير, لن يتحد العرب حتى في الأحلام.
حلو الضحك من بعد لدموع الصدقه, من الجميل أن تضحك بعد البكاء.
ولك يقبرني اللي خلقك بس ما بعرف شوفي كلمات ممكن توصف اديشك حلوه و مهضومه و بتجنني و ضحكتك عالم تاني, يا إلهي، كيف أصف جمالك وروعتك وضحكتك الساحرة؟ أنت في عالم آخر.
يا ابارى جبلى ربطه خبز, يا أباري، أحضر لي ربطة خبز.
اذا بدنا نحكي الأمور بصراحه اطراف الخلاف كلاهما متورطين, إذا أردنا أن نتحدث بصراحة، فإن كلا طرفي النزاع متورطان.
انو منرد على كلامكم وحقدكم التافه, سنرد على كلامكم وحقدكم التافه.
وهيدي لفته انسانيه تحيه لبي الكل, وهذه لفتة إنسانية، تحية لبي الكل.
واحفظ بذاكرتي اسمك وصورتك,يحفظ ذاكرتي اسمك و صورتك.
شيما بتذكرها بستار اكاديمي هيك متل الخيال ليش ما نعرفت اكتر مع انها بتملك مقومات النجمه,أرى شيما في ستار أكاديمي مثل الخيال، لماذا لم نتعرف عليها أكثر على الرغم من أنها تمتلك مقومات النجومية؟
صوته فصولا اربع صوته,صوته أربعة فصول.
فرنسا اصابه شرطيين بهجوم نفذه شخص يعتقد انه متطرف,أصيب شرطيان في فرنسا في هجوم نفذه شخص يعتقد أنه متطرف.
الحمدالله اليوم ما في كره حتي احضرك يسلموا علي الحلقه الحلوه مع مريام,الحمد لله، اليوم لا يوجد كراهية حتى أن الحاضرين يسلمون على الحلقة الجميلة مع مريام.
خبر تحرير المسجد الاقصى,خبر تحرير المسجد الأقصى.
مواهب خارقه من لبنان ب الليله بتوقيت بيروت على,مواهب خارقة من لبنان، الليلة بتوقيت بيروت على ...
اخر يوم بالمدرسه ما بعرف ليس بس هيك كنت كتير انبسط,آخر يوم في المدرسة، لا أعرف، ليس هكذا فقط، ولكنني أيضًا كنت سعيدًا جدًا.
تحيه كبيره جدا كتير اوي الى مخترع المكيف,تحية كبيرة جدًا لمخترع مكيف الهواء.
شدوا الهمه والهمه قويه الليله ولعانه,شدوا الهمة، همتكم قوية الليلة.
اسباب الحازوقه او الزغطه وعلاجها بطرق طبيعيه والوقايه منها,أسباب الحازوقة (الزغطة) وعلاجها بطرق طبيعية والوقاية منها.
ما تيأسوا انا سنه الماضي ما كنت املك شي اما حاليا كمان ما بملك شي بس هيك ما عندي شي قلت بنزل هالكلمتين فيين طاقه ايجابيه,لا تيأسوا، في العام الماضي لم أكن أملك شيئًا، والآن أيضًا لا أملك شيئًا، لكنني لا أملك شيئًا. قلت سأنشر هاتين الكلمتين، هناك طاقة إيجابية.
بعد خوفهم على مناصبهم من قرار شعب استيقظ وكشف كذبهم وتمثيلهم ونفاقهم وسرقتهم,بعد خوفهم على مناصبهم من قرار شعب استيقظ وكشف كذبهم وتمثيلهم ونفاقهم وسرقتهم.
سنتخذ اجراءات بمجلس الامن المركزي لعدم اقفال الطرقات الدوليه بعد اليوم لاي سبب من الاسباب وما حصل لن يتكرر, سنتخذ إجراءات في مجلس الأمن المركزي لعدم إغلاق الطرق الدولية بعد اليوم لأي سبب من الأسباب، وما حدث لن يتكرر.
جو بدي قول كلمه لو انا كنت بي ستيديو كنت علمتو لشادي كيف بكون اﻻنسان رجال بتمنى تساعدوها ترد حقى,يا جو، أريد أن أقول شيئًا، لو كنت في الاستوديو، لكنت علمت شادي كيف يكون الإنسان رجلاً. آمل أن تساعده في استعادة حقي.
لما تثبت على موقف وقرار تبقى خبرنا,أخبرنا عندما تثبت على موقف وقرار.
ب لبنان في المنتصف بين الحياه والموت لم نمت بعد ولسنا باحياء,نحن في لبنان بين الحياة والموت، لم نمت بعد، لكننا لسنا أحياء.
القانون ما بيحب ل الا مع فازلين,القانون لا يحب أحدًا إلا مع الفازلين.
شو يا ديني هاي زحﻻويه,ماذا يا ديني؟ هذه زحلاوية.
عبر بدأت اعمل بالخرز الذي تركته متذ فتره طويله,بدأت العمل بالخرز الذي تركته منذ فترة طويلة.
بالوج مرايه وبالافى صرمايه,بالوجه مرآة وبالكف صرماية.
انو اهين شي العواصم,أهون شيء العواصم.
كل شي بينسمع مسكن ما بيشفي,كل ما نسمعه مسكن لا يشفي.
وتحس وبالآخر نحمد ربنا اننا لسه عندنا احساس تنح س,وأخيرًا، نحمد الله على أننا ما زلنا نشعر، يا أحمق.
منورين يا ابو مارك و ابو الجيك,منورين يا أبو مارك وأبو الجيك.
ان ما الك اي لازمه,أنت لا تفيد بأي شيء.
ان كل شي لازم يخلص,يجب أن ينتهي كل شيء.
كرمال ما عم نام,من أجل أن نتمكن من النوم.
انه زعلان من حالك كيف تحملت غباء بعض البشر,أنا حزين من نفسي، كيف تحملت غباء بعض الناس؟
هه هيدا شي نادر وصعب,هذا شيء نادر وصعب.
لماذا يشرب المسافرون عصير البندوره على متن الطائرات,لماذا يشرب المسافرون عصير الطماطم على متن الطائرات؟
دمعه عيني انا المسلمه على هل الشب الصغير متل القمر,دمعة عيني أنا المسلمة على هذا الشاب الصغير مثل القمر.
شو حلو نبعد عن الأخبار وعن السياسه وعن الحزن ونتفرج على البراءه الله يحميكم كلكم,كم هو جميل أن نبتعد عن الأخبار والسياسة والحزن ونشاهد البراءة، الله يحميكم جميعًا.
كل ما شوف شب او صبيه عم يعملوا او ولد محروم من حق انو ياكل حلو او يلعب ليتعب بسبب السكري بتصغر الدني اكتر بعيوني الله يكون معن,كلما رأيت شابًا أو فتاة أو طفلاً محرومًا من حق تناول الحلوى أو اللعب حتى يتعب بسبب مرض السكري، يصغر العالم أكثر في عيني، الله يكون في عونهم.
انك لبناني بس بالهويه,أنت لبناني فقط في الهوية.
نقبل بأنصاف الحلول او تضيع الوقت بكتره خاصتا قوانين بهلوقت الدقيق يا جالطن,هل نقبل بحلول وسط أو إضاعة الوقت، خاصة في هذا الوقت الحاسم يا جالطن؟
عوينات نظاره ليمون برتقال حامض ليمون لبن زبادي عيران لبن طون تونا عرنوس ذره بتاتا بطاطس,نظارات شمسية، ليمون، برتقال، حامض، لبن، زبادي، عيران، تونا، عرنوس ذرة، بطاطا.
بعرف انك عن ت حتى بتضلك تقلي حبيب قلبي,"أعرف أنك فقط حتى تستمر في قول ""حبيب قلبي""."
زوال اسره ال سعود الارهابيه,زوال أسرة آل سعود الإرهابية.
كل سنه و انتي بخير وحب وسلام ريمي ان شالله ايامك الجايه متل ما بتتمني و احلا,كل عام وأنت بخير وحب وسلام ريمي، أتمنى أن تكون أيامك القادمة كما تتمنين وأفضل.
اي شو بدن نعمل,ماذا يريدون أن يفعلوا؟
كلن عم بصلو تيعود السلام,الجميع يصلون من أجل عودة السلام.
حرقتيلي قلبي يا ام شربل نفسو بالسما الله يصبرك,لقد أحرقت قلبي يا أم شربل، نفسه في السماء، الله يصبرك.
نهايه الفقره الأولى ممتازه مش بس للرجال وتقليل خطر الإصابه بأمراض القلب خبري ه منيحه للفتيات الممتلئات ريجيم,نهاية الفقرة الأولى ممتازة، ليس فقط للرجال وتقليل خطر الإصابة بأمراض القلب، أخبريها أنها جيدة أيضًا للفتيات الممتلئات اللاتي يرغبن في إنقاص الوزن.
عهه عبدالله عبدالله ههاهاهاهاههلهلهل,عبد الله، هاهاهاهاها.
البدء بترميم الكبير في بملايين الدولارات,بدء الترميم الكبير الذي يكلف ملايين الدولارات.
كل ما ارجع شغل حساب بصفن لفتره وجيزه وبندم قليلا عهالتصرف الأرعن وبرجع بسكره الحياه ابسط بدون وجع راس زايد,في كل مرة أعود فيها إلى العمل، أقف لفترة وجيزة وأندم قليلاً على هذا التصرف الطائش، ثم أغلق الحساب، الحياة أبسط بدون صداع إضافي.
ليه بحس بيار ما بصدق ايمتى يخلص ايلي مع انو اهم فقره بالبرنامج ردار بعرف انو في وقت للبرنامج وانن لايف بس مش ضروري يحسنا بهالشي,"لماذا أشعر أن بيار لا يصدق عندما يقول ""إلى اللقاء"" على الرغم من أنها أهم فقرة في البرنامج؟ أعرف أن هناك وقتًا محددًا للبرنامج وأنهم على الهواء مباشرة، لكن ليس من الضروري أن يشعرنا بذلك."
اوقات بتحس انو الإحساس وقته خلص وانتهت صلاحيته عن,أحيانًا تشعر أن وقت الإحساس قد انتهى وأن صلاحيته انتهت.
ل يك هالحكي هالحكي,هذا ليس صحيحًا، هذه مجرد كلمات.
انو انا شخصيتي كتير قويه بس قدامك بضعف,أنا شخصيتي قوية جدًا، لكنني أضعف أمامك.
عدم التضخيم بس نحنا شعب نصنع من الحبه قبه,لا تضخيم، لكننا شعب نصنع من الحبة قبة.
كتير قوي اليوم رادار رجع متل ايام زمان ا_وجر,رادار كان قويًا جدًا اليوم، لقد عاد كما كان في الأيام القديمة.
ولك دخيل اللهجه اللادقانيه,يا إلهي، اللهجة اللاذقانية!
نفخو راسنا بتيم و وفاء وكأنو اول الناس بيتزوجو افف بس,لقد ضخموا موضوع تيم ووفاء، وكأنهما أول شخصين يتزوجان، يا له من أمر مزعج!
ابدا مش حلو اعلاميين او ناس مشهورين يوصلو لكل الناس هيك كلام او زعل بيناتن وبالرغم من هيك كتير منحب طوني خليفه,من المؤكد أنه ليس من الجيد أن يقوم إعلاميون أو أشخاص مشهورون بنقل مثل هذه الرسائل أو الخلافات إلى الجميع، وعلى الرغم من ذلك، نحن نحب طوني خليفة كثيرًا.
علقانين بقرن العشرين بين زعران وشعب معمي بالطائفيه بدوله حاميه الحراميه وملفته البلطجيه والهيئه علقانين ومكترين,نحن عالقون في القرن العشرين بين البلطجية وشعب أعمى بالطائفية، في دولة تحمي اللصوص وتبرز البلطجية والهيئة، نحن عالقون ومتورطون.
شو شاطر محمد فارس بس اكتر شي صايب وئام وهاب,محمد فارس ذكي جدًا، لكن أكثر شيء صحيح هو ما قاله وئام وهاب.
لا ما تقولي شعب خورايف بزعل,لا تقولي إننا شعب جبان، سأغضب.
انشالله يكون في تلفزيون و بالقصر الجمهوري والحكومي ومجلس النواب ت يتابعوا انهيار الدوله عن كثب يوم ب يوم وساعه ب ساعه,آمل أن يكون هناك تلفزيون في القصر الجمهوري والحكومي ومجلس النواب لمتابعة انهيار الدولة عن كثب يومًا بعد يوم وساعة بعد ساعة.
كل شي عم تعملو بحلقاتك هو بمثابه اجراء استباقي بيمنع كتيرر مشاكل و مآسي ممكن كانت تصير مع اي شخص فينا يعطيك الف عافيه من قلبي,كل ما تفعله في حلقاتك هو إجراء وقائي يمنع العديد من المشاكل والمآسي التي قد تحدث مع أي شخص منا، شكرًا لك من كل قلبي.
ما يصير في قانون نسبي,لا يمكن أن يكون هناك قانون نسبي.
بوزراء اعند من وزراء التيار,وزراء أكثر عنادًا من وزراء التيار.
شو عم تتمعلم عليي,ماذا تحاول أن تتعلم مني؟
ليش وين في مطرح ما في حدا فيها مش علقان,لماذا لا يوجد مكان لا يوجد فيه أحد؟
لو مطار القليعات شغلوه ك مطار مدني,لو تم تشغيل مطار القليعات كمطار مدني.
واقوى بيضه بيضه شادي,وأقوى بيضة هي بيضة شادي.
بعهد الرئيس عون الا بإقتصاد مزدهر و فرص عمل,في عهد الرئيس عون، سيكون هناك اقتصاد مزدهر وفرص عمل.
عبر الفكره جميله جدا,الفكرة جميلة جدًا.
علقه بنت كلب السواح رعبتوا المسثتمر هشلتوا المريض عمرو نقصتوا الركاب بالسيارات احبستو الاعمال وقفتو تفوه,لقد رعبت السياح، وأخفت المستثمر، وأصبت المريض، وخفضت عدد الركاب في السيارات، وأوقفت الأعمال، يا له من مقرف!
ينعاد ع كل اللبنانيين للي بقيوا بلبنان وما راحو ع شرم الشيخ بفرصه عيد الكبير,عيد مبارك لكل اللبنانيين الذين بقوا في لبنان ولم يذهبوا إلى شرم الشيخ في عيد الفطر.
قلبي مع الارسال وعيني على الجوال مدريأنا عالبال وإلا تغيرت الاحوال,قلبي مع الإرسال وعيني على الهاتف، لا أعرف إن كنت على البال أم تغيرت الأحوال.
يالله حلاوه الجبن بحبا كتير صحتين شادي,يا إلهي، كم أحب حلاوة الجبن، شادي، صحتين.
اقتراحات قوانين انتخابيه بالجمله وآخر شي عالسكين عفوا عالستين,"اقتراحات قوانين انتخابية بالجملة، وفي النهاية، يتم اتخاذ القرار بناءً على المصالح الشخصية، عذرًا، أقصد بناءً على ما يسمى ""الأكثرية""."
باسم ياخور ولا احلى منك,باسم ياخور، ولا أحلى منك.
ما بقى فيي متت,لم أعد أستطيع التحمل، لقد مت.
الحياه حلوه واوقات لاء,الحياة جميلة، وأحيانًا لا.
تروق بالذكرى لخروج سوريا عسكريا تدخل سوريا باللباس المدني خرج الاحتلال ليدخل الارهاب يا ماحلا,في ذكرى خروج سوريا عسكريًا، تدخل سوريا باللباس المدني، لقد خرج الاحتلال ودخل الإرهاب، يا له من أمر رائع!
من نايب او وزير وعد صادق بالقضاء عالفساد عن عسكر الو سنين مخطوف عن شباب بطلت تهاجر هربا,من نائب أو وزير وعد صادق بالقضاء على الفساد، عن عسكري مخطوف منذ سنوات، عن شباب توقفوا عن الهجرة هربًا.
انو يوقف ضد التغير والاصلاح لانو كلنا تغير واصلاح كلنا جبران باسيل,أن يقف ضد التغيير والإصلاح لأننا جميعًا نريد التغيير والإصلاح، كلنا جبران باسيل.
انو انتهينا و بتكون بالعكس بدايه جديده,لقد انتهينا، وبدلاً من ذلك، ستكون بداية جديدة.
ناطرينك حبي,نحن في الانتظار يا حبيبي.
علقانين بل الخاتم لي بي اصبعو لزعيم لي بيلبسو بس تسك ر من كل النواحي و بيشلحو بس يكون في شي حرزان يتفقوا عليه,نحن عالقون بخاتم الزعيم الذي يرتديه في إصبعه، إنه مغلق من جميع النواحي، ويمكنهم فقط إزالته عندما يتفقون على شيء مهم.
وصل الذيب هيير القضيب,وصل الذئب هنا، إلى القضيب.
صوت اللي بالمطار عم ينادي عإسمي لأن تأخرت عالطياره,هذا صوتي في المطار ينادي اسمي لأنني تأخرت عن الطائرة.
شو هاي يا اخوت,ماذا يا إخوتي؟
بأشخاص سلاحهم العقل وليس اللسان وضربتهم القاضيه الصمت وليس كثره الكلام,هناك أشخاص سلاحهم العقل وليس اللسان، وضربتهم القاضية هي الصمت وليس كثرة الكلام.
الملك سلمان يؤكد وقوف مع ضد الإرهاب,يؤكد الملك سلمان وقوفه مع لبنان ضد الإرهاب.
كلهم بيكذبوا ولعبت الاعلام صارت وسخه كتير من طوني خليفه الى طارق كرم الى نيشان الى الاكثريه لأنهم مفلسين,كلهم كاذبون، ولعبة الإعلام أصبحت قذرة جدًا، من طوني خليفة إلى طارق كرم إلى نيشان إلى الأغلبية، لأنهم مفلسون.
ايمتى دولتنا بدها تتحمل مسؤوليه شي مره ما معقول قطع طرقات على الناس بقى ومش مسموح يا دوله العار,متى ستتحمل دولتنا المسؤولية ولو لمرة واحدة؟ من غير المقبول أن يتم قطع الطرق على الناس، هذا غير مسموح به يا دولة العار.
عم تحكيني وتسألني شو بني,أنت تتحدثين معي وتسألينني ماذا بي؟
انو نتخلى عن الميثاقيه و الشرعيه بالعمل,أن نتخلى عن الميثاقية والشرعية في العمل.
صوتك الصبح عم يقلي طل الصباح ولك علوش,"صوتك في الصباح يقول لي ""استيقظ""، وأنت تقول ""طل الصباح""، يا علوش."
تمنيت هالحمار اللي اسمو عرعور نحنا سوريه الاسد ولاك جحش,"تمنيت أن هذا الحمار الذي يدعى العرعور يسمعنا ونحن نقول ""نحن سوريا الأسد""، أيها الحمار!"
لان جربناكم وطلعت ريحتكم,لأننا جربناكم وظهرت رائحتكم الكريهة.
بونجورين ليك اذا ما عجبك عملله كففين ون فتح تمو دقه بدن شي بيعجبه ون زادها طقه رصاصتين وريح النا,صباح الخير، إذا لم يعجبك الأمر، صفعه على وجهه وافتح فمه، إذا لم يعجبه ذلك، صفعه مرة أخرى، وإذا استمر، أطلق عليه رصاصتين، واسترح من هذا الأمر.
كيف الأهل بيرضوا يسلموا سياره لولد ما دون سنه,كيف يسمح الآباء لابنهم الذي لم يبلغ سن الرشد بعد بقيادة السيارة؟
هيدا الحكي ما بفيد دور لوندن من عشيه ميري بتهجي و بتعيد,هذا الكلام لا يفيد، ابحث عن لندن منذ الليلة الماضية، ميري تهجي وتكرر.
لو نسيان بيشبه المحايه شو كنا محينا سطور بحياتنا وكتبنها من جديد,لو كان النسيان يشبه المحاية، لكنا محونا بعض السطور من حياتنا وكتبناها من جديد.
لإشكال الذي حصل مع اصحاب الشاحنات المعتصمين في الكوستا برافا,الحادث الذي وقع مع سائقي الشاحنات المعتصمين في الكوستا برافا.
اذا بدو يكون مختلف عن غيرو ما لازم يسمح ابدا بمرور متل ما هوي الريحه طالعا والدخان عابق,إذا أراد أن يكون مختلفًا عن الآخرين، عليه ألا يسمح أبدًا بمرور الأمور كما هي، أن تمر كما تمر الريح وتخرج كما يخرج الدخان.
انك غبي ساذج وحزين و وحيد وبتتعود,إذا كنت غبيًا وساذجًا وحزينًا ووحيدًا، فستعتاد على ذلك
بالخيانه قبل ما تشوفا بعينك, وستعتاد على الخيانة قبل أن تراها بعينيك.
اغنيه ل فيروز من صوتك الحلو رنده,أغنية فيروز بصوتك العذب يا رنده.
والله العظيم اكلت الضرب وكتير استفزني هدا الشخص,أقسم بالله، لقد تعرضت للضرب، واستفزني هذا الشخص كثيرًا.
بالواسطه من هلأ ورايح,من الآن فصاعدًا، سيكون الأمر بالواسطة.
وشوف لبنان رح يرجع بس للأسف بس منسمع,شاهد، لبنان سوف يعود، ولكن للأسف، كل ما نسمعه هو الوعود.
اذا انت شخصيه متقلبه اتقلب بتختك مش عندي عالاكونت,إذا كنت شخصًا متقلب المزاج، فتقلب في فراشك، ولا تتقلب عندي على هذا الحساب.
شي عتب منا لحبيبتي,بعض اللوم لحبيبتي.
الدين العام رح يهبط بفضل عهد الرئيس القوي,الدين العام سوف ينخفض بفضل عهد الرئيس القوي.
مشروع روسي صيني ينافس بوينغ و ايرباص,مشروع روسي صيني ينافس بوينغ وإيرباص.
بقى انو يقامر بالبكرا اللي النا,ما تبقى هو المقامرة بالغد الذي ننتظره.
ربع ساعه وبكون عندك اشوفك وين يا مهاجر,خلال ربع ساعة سأكون عندك، أراك أينما كنت أيها المهاجر.
يبعتلك مرض شو حلوه,اللهم أرسل له المرض، كم هو جميل!
ما بعمري الكلام الحلو او احكيه بالعكس بكرهو لانو صاير كليشهات ومن ورا القلب وكل شرور وسواد العالم,أنا لا أقول أبدًا كلامًا لطيفًا، بل على العكس، أكرهه لأنه أصبح مبتذلًا وغير صادق، وكل شرور وسواد العالم.
شو هالاطفال مع مالك مكتبي ذكى وهضامه ومواهب,ما هذا! أطفال مع مالك مكتبي، ما هذا الذكاء والقبول والموهبة!
كان لازم تكون فقره جمال فياض اكبر من هيك بكتيير حلقه لوحدو,كان ينبغي أن تكون فقرة جمال فياض أطول بكثير، حلقة كاملة بمفرده.
يخليلي البك شو مهضوم,يا خالقي، كم هو لطيف!
نحنا لازمنا مثل قانون حمورابي,نحن بحاجة إلى قانون مثل قانون حمورابي.
اول مره بشارك معو بالهاشتاغ نكايه بهيشو بس لنفرجي كيف بنكسرو بالرايتينغ,هذه هي المرة الأولى التي أشارك فيها في هذا الهاشتاج، فقط لإغاظة هيشو، ولنريه كيف يمكننا هزيمته في التقييمات.
كل شي حلو عنك لانك تستاهلي,كل شيء جميل عنك لأنك تستحقين ذلك.
لقد تحمل اللبناني سنه تقنين كهرباء نستطيع تحم ل كم شهر بعد حتى حل المشكله جذريا هيي تعبايه جيوب و سرقه,لقد تحمل اللبنانيون عامًا من تقنين الكهرباء، ويمكننا أن نتحمل بضعة أشهر أخرى حتى يتم حل المشكلة جذريًا، فهي مجرد ملء للجيوب وسرقة.
يلعن قبوكم واحد يقول للتاني من هون ليوم الدين لعنه الله عليكم اجمعين يا مافيا,لعنة الله عليكم في قبوكم، شخص يقول للآخر من الآن وحتى يوم القيامة، لعنة الله عليكم جميعًا أيها المافيا.
تعا بورد ب قلبي وضل ضلك ل تشتي الدني ما شتت ياروحي ضل ضلك ل تاني سني,تعال، تعال واستقر في قلبي، واظل كما أنت حتى تمطر السماء ولا تمطر، يا روحي، اظل كما أنت حتى العام القادم.
