Original_Dialect,MSA_conversion
بأكدلك أنك رح تدفعي تعويض مالي لو اكتشفوك,أؤكد لك أنك ستدفعين تعويضا ماليا لو اكتشفوا أمرك
لالا أنت بتشتغلي يا بنت أنت محسوبة عاملة,لا لا فأنت تعملين يا فتاة، أنت تعتبرين عاملة
شو كيف هيك شو بتشتغلي شغل خاص,ماذا؟ كيف ذلك ؟هل تعملين لدى الخواص؟
شو كيف هيك شو بتشتغلي شغل خاص,لقد سألت الموظفين في الوكالة،  قلت لهم : هل بالامكان مثلا أن نعمل في مكان آخر ؟ قالوا: لي بطبيعة الحال إعملي بشكل عادي جدا
سألت الموظفين تبع الوكالة فينا مثلا نشتغل بمكان تاني قالولي اشتغلي براحتك,نعم
اي,لديك الحق في العمل
بيحقلك تشتغل,نعم
إي,صدقيني، أنهم قالوا ذلك،  هم من قال لي ذلك
صدقيني هنن قالولي هيك هنن الي قالولي هيك,صدقيني، أنهم قالوا ذلك،  هم من قال لي ذلك
كل واحد بياخد اللي الله كاتبله ياه,كل إنسان يأخذ ما كتبه الله له
إي,نعم
متل ما قلتلك لازم تشاركي بكل المسابقات,كما قلت لك ،  من المفروض أن تشاركي في جميع المسابقات
متل ما قلتلك لازم تشاركي بكل المسابقات,صحيح
عن جد,لا تفوتي
لا تفوتي,يجب أن تسعي
لازم تسعى,إذا اجتهدت فنعم
إذا تعبت على حالك إي,و تحصلين على عمل؟  لا ، مستحيل ، يجب أن تشاركي في جميع المسابقات
تاخدي شغل مو ممكن لازم تشاركي بكل المسابقات,و تحصلين على عمل؟  لا ، مستحيل ، يجب أن تشاركي في جميع المسابقات
صح,صحيح
و أنت عندك المؤهلات ماشاء الله,و أنت تملكين المؤهلات ما شاء الله
الحمد لله,الحمد لله
الحمد لله,أجل ، ذلك يعني أنه لا داعي للقلق،  المحاسبة ثم تنهين المستار الثاني في الرياضيات و الاعلام الآلي،  ما شاء الله
أي هاد معناتو أنو ما في داعي للقلق المحاسبة و بعدين بتخلصي القسم التاني الرياضيات و المعلوماتية ما شاء الله,رائع لو أنني أنهيت دراستي في البيولوجيا
رائع لو أني كملت دراستي بالبيولوجيا,أعلم أنني يمكن أن أتوظف بها في صيدال
أنا بعرف أني كنت ممكن لاقي شغل فيها بالصيدليات,عندما تكملين هذا  أدخلي
لما بتكملي هالشي أدخلي,رياضيات و إعلام آلي
رياضيات و معلوماتية,رياضيات و إعلام آلي
لما بتخلصي لا تفكري تدرسي بيولوجيا حتى لو حطولك ياها ع طبق من دهب,عندما تنهين لا تفكري في دراسة البيولوجيا،  لو وضعت البيولوجيا نصب أعينك
متل ما عم قلّك روحي دوري ع شغل و اشتغلي,أنا أحدثك،  اذهبي و ابحثي عن عمل ، إعملي
لا للشغل,لا ، العمل
لا للشغل,هل ستمضين حياتك في الدراسة
شو رح تمضي حياتك كلها بالدراسة,نعم العمل، نعم أنا أعلم  أنه  يجب حاليا على كل شخص   أن يعمل
أي الشغل أنا بعرف حاليا كل شخص بيروح عالشغل,تماما
تماما,يجب أن يجد عملا لنفسه
لازم يلاقي شغل لحالو,على حسب العمل ،  سيسمحون لك بالدراسة أم لا؟
حسب الشغل رح يسمحولك تكفّي دراسة أو لا,على حسب العمل ،  سيسمحون لك بالدراسة أم لا؟
لأن البيولوجيا ليش البيولوجيا بأدر اشتغل بصيدلية مثلا,لأن البيولوجيا لماذا البيولوجيا؟  أستطيع مثلا أن أعمل في صيدلية
بس حتى المحاسبة و الرياضيات و المعلوماتية شهادات منيحة بتقدري فيهون تشتغلي ببنك مثلا,و لكن حتى المحاسبة و الرياضيات و الإعلام الآلي شهادات جيدة ، يمكنك العمل بها في البنك مثلا
صح,صحيح
صح,المهم المسابقة
المهم المسابقة,و لكن بوجود واسطة
بس بدها واسطة,نعم هناك واسطة لكن يمكن اجتياز المسابقة بدون واسطة
صحي في وسايط بس ممكن كمان تنجحي من دون واسطة,صحيح
مزبوط,تجتازين الامتحان بدون أدنى واسطة،  و من يجتهد ينجح
بتنجحي بالامتحان من دون واسطة و من جدّ وجد,تجتازين الامتحان بدون أدنى واسطة،  و من يجتهد ينجح
متل هدى ما شاء الله عليها,مثل هدى ما شاء الله
متل هدى معها شهادة جامعة بالمراقبة المالية شي كتير ممتاز,مثل هدى متحصلة على شهادة ليسانس في المراقبة المالية،  روعة
مزبوط ما شاء الله,صحيح ما شاء الله
مزبوط ما شاء الله,و كذلك زوجة فوزي حصلت على منصب هنا،  أرادت أن تعمل هنا فاجتازت المسابقة
و كمان مرة فوزي أخدت وظيفة هون كان بدها تشتغل هون و نجحت بالمسابقة,في المشفى
بالمشفى,أؤكد لك و احتلت المرتبة الأولى من بين الجميع
بأكدلك و طلعت الأولى عالكل,أجل قالت لي أنها رسمت في المستشفى
إي خبّرتني أنها تثبتت بالمشفى,نعم تم ترسيمها
أي تثبتت,نعم تم ترسيمها
أي أنها كانت مؤقتة بعدين تثبتت,أي أنها كانت متربصة ثم تم ترسيمها
ماشي,حسنا
متلي أنا أنا بلشت مؤقتة,مثلي بدأت كمتربصة
متلي أنا أنا بلشت مؤقتة,نعم
إي,ثم أصبحت أساسية تحصلت على الترسيم بعد تسعة أشهر
و بعدين تثبتت بعد تسع شهور,الترسيم
التثبيت,الترسيم
التثبيت,هذا ما يجب أن يكون
هاد اللي لازم يصير,هذا ما يجب أن يكون
و أسماء شفتي شو عانت شو عانت شو عانت,و أسماء أرأيت كم عانت ؟كم عانت، كم عانت
إي هاد و هي مهندسة معلوماتية بس المسكينة بالآخر,نعم إنها مهندسة في الإعلام الآلي و لكن في نهاية المطاف مسكينة
إي والله قبل لما خلّصت رفيقة ساوت عقد دمج,نعم فيما مضى عندما أنهت رفيقة حصلت على عقد إدماج
إي والله قبل لما خلّصت رفيقة ساوت عقد دمج,نعم
إي,هل يغلي هذا الحليب
عم يغلي شي الحليب,نعم
إي,ماذا أيضا
و شو كمان,نعم
إي,نعم
لكن قالولك شهر و بعدين,إذا قالوا لك شهرا؟ و ماذا في ذلك؟
إي قالولي شهر أقسم بالله مصيبة,نعم قالوا لي شهرا ، أقسم بالله إنها مشكلة
شهر شهر ليش ما هي مو صور أشعة دقيقة,شهر،   لماذا شهر فهي ليست صور أشعة دقيقة؟
شهر شهر ليش ما هي مو صور أشعة دقيقة,لا ، لا ليست صور أشعة دقيقة، لا   بالنسبة لصور الأشعة الدقيقة من المفروض أن أسيا ستحدد لي موعدا هذا الأسبوع أما صور الأشعة السينية أخذت موعدا غدا في منتصف النهار و انتهى الأمر
لا لا مانا صور أشعة دقيقة ولا صور الأشعة الدقيقة من المفروض أنو آسيا تحددلي موعد هالجمعة مشانا أما صور أشعة إكس فأخدت موعد بكرة عالضهر و خلصت,نعم
إي,غدا سأصور أربعة أشعة سينية في آن واحد
بكرا رح صور أربعة أشعة سينية مع بعض,هل ستصورين الأشعة الدقيقة غدا؟
رح تصوري شي أشعة دقيقة بكرا,لا صور الأشعة السينية،  صور الأشعة السينية
لا صور الأشعة السينية بس صور الأشعة السينية,لا صور الأشعة السينية،  صور الأشعة السينية
و الأشعة الدقيقة أيمتى,و الأشعة الدقيقة متى؟
ما بعرف حكيت معها اليوم,لا أدري لقد اتصلت بها الآن
و أنت ليش رحت اليوم,و من أجل ماذا ذهبت اليوم؟
و أنت ليش رحت اليوم,ذهبت من أجل التحاليل
رحت مشان التحليل,حسنا
ماشي,نعم
أي,أما هذه فقد تحدثت مع عامل الاستقبال و قال لي من المفروض كل خميس
بخصوص هي أنا حكيت مع عامل الاستقبال و ئلي لازم كل خميس,نعم
إي,نعم
طيب كل خميس بيعملوا حصص كشف كل خميس كل خميس شو ما رح يحكّوون بظن بدّون يحكّوون هي قالتلي بشهر كانون التاني,حسنا كل خميس هناك فحوصات، كل خميس ، كل خميس ، أفلن يكملوهم؟ أعتقد أنهم سيكملونهم ، هي قالت لي في شهر جانفي
مافي مشكلة,لا مشكلة في ذلك
لا رح يكون هون بكانون التاني,لا سيكون هنا في جانفي
لا رح يكون هون بكانون التاني,لا لن أبقى إلى غاية شهر جانفي
لا أنا ما رح ضل لكانون التاني,سأرى
بشوف,أنت بحاجة إلى واسطة فقط،  لا شهر جانفي و لا شهر فيفري ، لا تصغي إليها
أنت بدك واسطة و بس لا كانون التاني ولا شباط لا ترد عليها,لا لو أن الشخص يجد طبيبا هناك فحسب ، من طبيب إلى طبيب تحل المشكلة
لا لو الواحد بيلاقي طبيب هنيك بس من طبيب لطبيب انحلت المشكلة,صحيح اتصلي بابن عمك الذي حدثتني عنه
بالله اتصلي بابن عمك الي حكيتيلي عنو,صحيح اتصلي بابن عمك الذي حدثتني عنه
حكيت مع نورة,لقد حدثت نورة
قالتلي الدوا مو موجود وين بتشتغل رفيئتها رح يجيبوه بعد فترة صغيرة,قالت لي أنه لا يوجد الدواء حيث تعمل صديقتها و أنهم سيحضرونه قريبا
إي,نعم
إي,قالت لي لو كان الدواء موجودا لقمنا بالتحليل
قالتلي لو الدوا موجود كنا عملنا التحليل,حسنا و ماذا تفعلين الآن؟
طيب و شو عم تعملي هلأ,نائمة
نايمة,آه ستنامين؟
بالله رح تنامي,نعم
إي,نعم
رح تنامي,ستنامين
رح حاول,سأحاول
بظن بكرا مافي شغل حسب ما سمعت ما رح نشتغل,أعتقد أن غدا لن يكون هناك عمل حسبما سمعت، أعتقد أننا لن نعمل
بظن بكرا مافي شغل حسب ما سمعت ما رح نشتغل,أصحيح؟
عن جد,أؤكد لك أنه بقي عشرون ثلاجة
بأكدلك ضلت عشرين تلاّجة,نعم ء
إي,أمرونا بإتمام المكيفات الهوائية ، و على حسب،  لا أعلم، هل عندما نصل إلى الثلاجات نتوقف أم يقولون لنا تعالوا: غدا لإنهاء المكيفات  الهوائية
طلبوا منا نخلصالمكيفات الهوائية و ما بعرف إذا بس نوصل للبرادات رح نوقف ولا رح يقولولنا تعالوا بكرا خلصوا  المكيفات الهوائية,ستتوقفون نهائيا؟
رح توقفو عالأخير,ستتوقفون نهائيا؟
لا بس بكرا,لا،  غدا فقط
ليش بس بكرا,لماذا غدا و حسب؟
خلصت مادة خاصة بالبرادات و بس,نفذت مادة خاصة بالثلاجات فحسب
خلصت مادة خاصة بالبرادات و بس,لا إنها مخبئة في المخازن
لا في منها مخبا بالمخازن,لا لقد نفذت
لا خلصت,إنها قادمة سيأتون بها
رح تجي رح يجيبوها,لا أعلم إن كانوا سيأتون بها من البليدة أم من الصين أنا لا أعلم
ما بعرف إذا رح يجيبوها من البلد ولا من الصين فعلا ما بعرف,حسنا سيحضرون المزيد
طيب رح يجيبوا لسه,حسنا سيحضرون المزيد
إي رح يجيبوا كمان,نعم سيجلبون المزيد
إي و ليش حتى يوقف معمل كبير متل هاد,نعم و لماذا يتوقف مصنع ضخم كهذا؟
لازم يجيب البضاعة حتى يشتغل المعمل,يجب عليه إحضار  السلعة حتى يعمل المصنع
لازم يجيب البضاعة حتى يشتغل المعمل,و كيف سيبيعهم ؟ لا يمكنه بيعهم
و كيف بدوا يبيعهم ما فينو يبيعهم,ما هذا؟
شو هاد,الثلاجات و المكيفات الهوائية
التلاجات والمكيفات الهوائية,هذا أفضل
هيك أحسن,هكذا
هيك,هكذا
طيب معناها مافي مشكلة الله معك,حسنا إذن لا مشكلة مع السلامة
الله معك,مع السلامة
الله معك,مع السلامة
الله معك,مع السلامة
الله معك,مع السلامة
الله معك,ألو
الو,ألو نعم فريال
الو إي فريال,يا سهام
يا سهام,يا سهام
إي صباح الخير,نعم صباح الخير
صباح النور,صباح النور
كيف حالك,كيف حالك
كيف حالك,بخير الحمد لله
كويسة الحمد لله,كيف حالك
كيف حالك,بخير و الحمد لله
كويسة الحمد لله,الحمد لله يا سهام لقد اتصلت بنرجس للتو
نشكر الله سهام أنا اتصلت بنرجس هلأ,حسنا
طيب,حسنا
وصتني خبرك تئولي لرفيقتك إذا كان عندها فساتين مناسبات للبنات بعمر أربع سنين و ست سنين و نص,و أوصتني بأن أبلغك أن تقولي لرفيقة إن كان لديها فساتين سهرة لعمر حوالي أربع سنوات و ستة سنوات و نصف
إي,نعم
أربع سنين,أربع سنوات
أربع سنين,نعم
إي,تقول لك أن لديها في اللون الأبيض الناصع و الأبيض غير الناصع أو شيء من هذا القبيل، لم أسمعها جيدا
عم تقول عندها لون أبيض فاتح و أبيض ناشف أو هيك شي ترى ما سمعتها بوضوح,البيضاء جميلة نعم
الأبيض حلو إي,نعم
إي,تقول لك أنها ستجلبها لك معها
بتقلك رح تجبلك ياه معها,تقول لك أنها ستجلبها لك معها
و بتقلكم أنا المسؤولة عن مفيدة,و تقول لكم أنا المسؤولة عن مفيدة
بقلكم هي هون و رح تعزمها هي و زوجها هلأ,تقول لكم أنها هنا،  و أنها ستقوم بدعوتها هي و زوجها الآن
مافي مشكلة,لا مشكلة
مافي مشكلة,حسنا
طيب,﻿و قالت لك
﻿و قالتلك,قولي لها أنه لم يكن لديها وقتا،  و هي ذاهبة عند خالتي لتدعوها
ئليلها ما كان في وقت و هي رايحة لعند خالتي لتعزمها,نعم و قالت لك سامحيني دقيقة حتى أنهي كلامي ثم قولي ما شئت،  اذهبي و قولي لها أيضا بأن خالتي ذاهبة الآن إلى بن مهيدي
إي و قالتلك اعذريني لحظة لخلص كلامي بعدين احكي الي بدك ياه روحي قليلها كمان انو خالتي كمان رايحة هلأ لبن مهيدي,ستذهب الآن،  الآن إلى بن مهيدي لأن هشام سيعقد قرانه غدا
هلأ هلأ بدها تروح على بن مهيدي لأن هشام رح يكتب كتابه بكرا,ستذهب الآن،  الآن إلى بن مهيدي لأن هشام سيعقد قرانه غدا
بتئلك روحي اعزميها لأنها عم تنتظر,تقول لك اذهبي و قومي بدعوتها لأنها تنتظر
بتقول ليش ما عزمتني فهمت,تقول لماذا لم تدعني، هل فهمت؟
إي إي ماصبرت,نعم ،نعم لم تصبر
إي إي ماصبرت,نعم،  حتى أن نرجس قالت لي لماذا لم تدع خالتي،  قلت لها ستذهب في الحال أعني الآن حالا
إي لك حتى نرجس قالتلي ليش ما تركت خالتي قلتلّا رح تروح هلء فورا,نعم أؤكد لك،  إنها ترتدي عباءتها الآن،  كانت تنوي الذهاب البارحة لكن لم يكن  لديها الوقت
أي بأكّدلك أنها لابسة عبايتها هلء و كانت ناوية تروح مبارح بس ما صرلها وقت,نعم قلت لها أنها هي و خالتي زينب لم يكن لديهما وقت البارحة
أي قلتها هي أنها هي و خالتي زينب ما كان عندون وأت مبارح,ألا تفهمين؟ إنها ذاهبة لحضور عقد القران من الأفضل أن تذهبي و تقومي بدعوتها
ما فهمتي أنها رايحة عالعرس الأفضل أنك تروحي و تعزميها,اذهبي إنها في انتظارك
روحي ناطرتك هيي,اذهبي إنها في انتظارك
يالله سهام حاجة حكي,هيا يا سهام كفي عن الكلام
إي هيي رايحة,نعم إنها ذاهبة
إي,نعم
إي,حسنا قولي لها أن تذهب و تدعوها
طيب قليلها تروح و تعزمها,إسمعي،  تقول لك عقيلة اتصلي أنت فقط بحورية و ابنتها
اسمعي بتقلك عقيلة انت اتصلي بحورية و بنتها,أتصل بهم الآن؟
اتصل فيهم هلأ,نعم من فضلك قومي بدعوتها ، لم لا
إي لو سمحت اعزميها ليش لأ,إسمعي، قولي لها:  قولي لبنات مريم و الزهرة
اسمعي قليلها قولي البنات مريم و الزهرة,إسمعي، قولي لها:  قولي لبنات مريم و الزهرة
مريم و الزهرة و ليليا و اخواتها و وردة و البنات,مريم و الزهرة و ليليا و أخواتها و وردة و البنات
رح قلك شي خالتي زينب هون هلأ,سأقول لك شيئا ، خالتي زينب هنا الآن
هيي بتعرف أسمائهن رح تقلهم,هي تعرف أسمائهم ، ستقول لهم
هيي بتعرف أسمائهن رح تقلهم,ستقوم هي بدعوتها و انتهى الأمر
هيي رح تعزمهن و خلص,شكرا جزيلا
شكرا كتير,لا شكر على واجب
لا شكر على واجب,يا فريال ساعدينا لأننا بالفعل مشغولون جدا
فريال ساعدينا عن جد مشغولين كتير,حسنا لا مشكلة في ذلك
طيب ما في مشكلة,حسنا لا مشكلة في ذلك
سهام خلصي المكالمة بئا,هيا يا سهام أنه المكالمة فحسب
إي خبري حورية تعطيك رقم هاتف حبيبة,نعم ، إسمعي قولي لحورية أن تعطيك رقم هاتف حبيبة
إي حفيظة ما عندها رقم حبيبة,نعم، حفيظة لا تملك رقم حبيبة
إي حفيظة ما عندها رقم حبيبة,نعم
إي,هيا مع السلامة
يالله مع السلامة,ساعدينا و لو بالهاتف
ساعدينا ولو بالهاتف,نعم نعم أنا أساعدكم هيا مع السلامة
إي إي بساعدكم الله معكم,مع السلامة
الله معكم,مع السلامة
الله معكم,مع السلامة
الو,ألو
ألو,ألو
ألو,مساء الخير
مسا الخير,كيف حالك
كيف حالك,بخير و الحمد لله
الحمد لله كويسين,نعم مالأمر
إي شو في,ماذا ؟ لاشيء ، خيرا  تقول لك أنها حصلت  على رقم هاتف فلانة
شو ما في شي منيح عم تقلّك أنها جابت لك رقم فلانة,ماذا ؟ لاشيء ، خيرا  تقول لك أنها حصلت  على رقم هاتف فلانة
خير حكيت مشانك,خيرا ، لقد اتصلت من أجلك
لا ما حكيت شي بعرف,لا لم أقل شيئا،  أنا أعلم
جبتلك رقم موبايل لبيبة و رقم بيتها بس ما بعرف إذا كانت هي الأرقام اللي كنت تتصلي فيها أنت أو لا سجلي رقم البيت,لقد حصلت لك على رقم هاتف لبيبة النقال و رقم هاتف المنزل،  لكن لا أعلم ما إذا كانت هذه هي الأرقام التي كنت تتصلين بها أنت أم لا،  سجلي رقم المنزل
جبتلك رقم موبايل لبيبة و رقم بيتها بس ما بعرف إذا كانت هي الأرقام اللي كنت تتصلي فيها أنت أو لا سجلي رقم البيت,رقم المنزل؟
رقم البيت,نعم رقم المنزل
نعم رقم البيت,حسنا ، سأكتب،  أحضر لي قلما،  أعطني أعطني،  هل عادت زينب أم لم تعد بعد؟
طيب رح أكتب اعطيني قلم اعطيني اعطيني زينب رجعت شي ولا بعد ما رجعت,ليس بعد،  نحن ذاهبان إلى عنابة الآن و سوف تأتي معنا
لسا نحنا رايحين ع عنابة هلء و رح تجي معنا,هل بيدا هناك؟
بيدا هونيك,هل بيدا هناك؟
رجعت,عادت
اي رجعت مبارح بالليل رجعوا,نعم عادت ،  عادوا البارحة ليلا
طيب,حسنا
طيب,إنتظري يا فريال إنتظري سيكتبه لي
انتظري يا فريال انتظري رح يكتبلي ياه,نعم
إي,الثابت،  لديك  رقم الثابت أليس كذلك؟
الأرضي عندك رقم الأرضي مو هيك,كلاهما الثابت و النقال
التنين الأرضي و الموبايل,حسنا اكتب لي الثابت هيا إملي إملي علينا سيكتبه لي
طيب اكتبلي الأرضي يالله نقّلنا نقّلنا ياه رح يكتبلي ياه,حسنا اكتب لي الثابت هيا إملي إملي علينا سيكتبه لي
يالله اكتبي المحمول,هيا اكتبي المحمول
هادا موبايل لبيبة,هذا محمول لبيبة؟
إي هادا رقم لبيبة,نعم إنه للبيبة
إي هادا رقم لبيبة,تماما سأتصل بها
ماشي رح اتصل فيها,سأتصل بها ، كنت أنوي الذهاب إليها لكن تكاسلت
رح اتصل فيها كنت ناوي روح لعندها بس قللت مروة,شكرا يا فريال،  شكرا جزيلا
شكرا فريال مشكورة كتير,حسنا شكرا جزيلا
طيب يسلمو كتير,هذا ، هذا هو رقم الثابت ، و كما قلت لك لقد اتصلت بكريمة للتو و أبلغتها بأن تخبر أمها بأنها مدعوة يوم السابع و لقد و وافقت و انتهى الأمر
هاد هو رقم الأرضي و متل ما قلتلك اتصلت بكريمة من شو و خبرتها أنو تخبر أمها أنها معزومة يوم السابع و قبلت و مشي الحال,هذا ، هذا هو رقم الثابت ، و كما قلت لك لقد اتصلت بكريمة للتو و أبلغتها بأن تخبر أمها بأنها مدعوة يوم السابع و لقد و وافقت و انتهى الأمر
و بأي قاعة قلتيلها,و في  أي قاعة قلت لها؟
قلتلها أنو تقول للبنات,قلت لها أن تقول للبنات
لو أكدت عليها تقولها هالشي,لو أكدت عليها أن تقول لها ذلك
لو أكدت عليها تقولها هالشي,أطلبي منها أن تخبر أخواتها البنات من فضلك يا كريمة
اطلبي منها تخبر أخواتها البنات من فضلك يا كريمة,حاولي أن تقول لحورية
حاولي تقولي لحورية,أخبري حورية من الممكن أن تقول لهم
خبّري حورية يمكن هي تقولهون,لا لو أنك أخبرت حفيظة أيضا لأن ليليا تقطن بجوارها
لا لو خبرتي حفيظة كمان لأن ليليا ساكنة حدها,قولي لها فحسب يا فريال، أنا أعتمد عليك
أنت قولي لها و ما عليكي يا فريال أنا معتمد عليكي,قولي لها فحسب يا فريال، أنا أعتمد عليك
ماشي رح ارجع اتصل فيها بعد شوي,حسنا سوف أعاود الاتصال بها في الحين
خبريها,أخبريها
ماشي رح خبرها ان خالتي مويا بتوصيك تخبري البنات ليليا و وردة و لويزة,حسنا أخبريها أن خالتي مويا توصيك أن تخبري البنات ليليا و وردة و لويزة
ماشي رح خبرها ان خالتي مويا بتوصيك تخبري البنات ليليا و وردة و لويزة,حسنا و قولي لحورية مرة أخرى
ماشي و قولي لحورية مرة تانية,حسنا سأقول لحورية سأعبئ مئة دينار و أتصل بها الآن
ماشي رح خبر حورية رح اشحن بمية دينار و اتصل فيها فورا,أوصها مرة أخرى و انتهى الأمر
وصيها مرة تانية و خلص,نعم سوف أبلغها الآن
ماشي رح بلّغها فورا,نعم و بهذا نكون قد أنهينا
أي و هيك منكون خلّصنا,نعم و بهذا نكون قد أنهينا
و أنتو بخير لكن,أنتم بخير إذا
كلنا بخير الحمد لله,كلنا بخير الحمد لله
إي,نعم
إي,يا فريال
يا فريال,نعم
نعم,لقد باتت ليلة كاملة و هي تقول: ألو خالتي بيدا كيف حالك ؟و كيف حال فريال؟ و كيف حال طارق؟ ثم تعيد: هل أنت مرتاحة قليلا؟بخير؟
مضّت ليلة كاملة و هي تقول ألو خالتي بيدا كيف حالك و كيفا فريال و كيفو طارق و ترجع تعيد أنت مرتاحة شوي,أماني
أماني,أؤكد لك ذلك،  تذكرتك أنت و بيدة و طارق
بأكدلك هالشي تذكرتك أنت و بيدة و طارق,أؤكد لك ذلك،  تذكرتك أنت و بيدة و طارق
يا لطيف,يا إلهي
ليلة كاملة,ليلة كاملة
لا تنسانا أبدا,لا تنسانا أبدا
لا تنسانا أبدا,كيف تنساك؟ إنها تحبك كثيرا
كيف تنساك هي بتحبك كتير,أنا أعلم ذلك
بعرف هالشي,إسمعي
اسمعي,نعم
إي,إسمعي،  نرجس اتصلي بنرجس و قولي لها ،  تقول لك رفيقة : أتركي لي فستانا من أجل أماني لتلبسه
اسمعي نرجس اتصلي بنرجس و قولي لها تقلّك رفيقة أنها تتركلي فسطان مشان أماني تلبسه,إسمعي،  نرجس اتصلي بنرجس و قولي لها ،  تقول لك رفيقة : أتركي لي فستانا من أجل أماني لتلبسه
نحنا معتمدين عليك,نحن نعتمد عليك
ماشي رح حاكيها هلء,حسنا سوف أتصل بها الآن
ساعدينا شوي أختي فريال لأنو ما قدرنا لحالنا,ساعدينا قليلا يا أختي فريال لأننا لم نستطع لوحدنا
ساعدينا شوي أختي فريال لأنو ما قدرنا لحالنا,حسنا سوف أتصل بها في الحال و أعاود الاتصال برفيقة لأؤكد الأمر
ماشي رح اتصل فيها فورا و ارجع اتصل برفيقة لأكّد عالموضوع,إسمعي اتصلي بها و أخبريها بأن خالتي مويا قد اتصلت بمفيدة و لكنها لم تعرف الرقم
اسمعي اتصلي فيها و اخبريها أنو خالتي مويا اتصلت بمفيدة بس ما عرفت الرقم,و قولي لها أننا عاودنا الاتصال بك بالأمس أو أول أمس و وجدوا هاتفك مغلقا يا نرجس
و قوليلها أننا رجعنا اتصلنا فيكي يا مبارح يا أول مبارح و لاقوا هاتفك مسكر يا نرجس,حسنا لأننا اتصلنا بها لدعوتها و لكي أقول لها أن تخبر مفيدة
ماشي لأننا اتصلنا فيها لنعزمها و لقلها أنو تخبر مفيدة,ثم قلت سأتصل أنا بمفيدة فحسب
بعدين ئلتلها أنا لح دء لمفيدة بس,ثم قلت سأتصل أنا بمفيدة فحسب
شوفي مالئيت رقم مفيدة عندي,لم أجد رقم مفيدة عندي،  أنظري
ماشي,حسنا
يا نرجس ئوليلها أنو خالتي مويا بتئلك خبري مفيدة و أولي لعلي أنو يجو على العشا يوم الأربعا,يا نرجس قولي لها بأن خالتي مويا تقول لك أخبري مفيدة و قولي لعلي أن يحضر للعشاء يوم الأربعاء
يا نرجس ئوليلها أنو خالتي مويا بتئلك خبري مفيدة و أولي لعلي أنو يجو على العشا يوم الأربعا,حسنا فهي مدعوة
ماشي يعني معزومة,نعم
إي,و ماذا عن حمادي
و شو مشان حمادي,لقد قلت لنرجس أنها مدعوة هي و زوجها
خبرت نرجس إني عزمتها هي و جوزا,متى دعوتها؟
إيمتى عزمتيها,متى دعوتها؟
عزمتها اول مبارح بتئلك إني دئتلها و عزمتها,دعوتها أول أمس،  ستخبرك بأني اتصلت بها و دعوتها
عزمتيها يا فريال,هل دعوتها يا فريال؟
منيح,بخير
منيح,بخير و الحمد لله ،كيف حالك أنت؟
منيحة الحمد لله كيفك أنت,بخير
منيح,الحمد لله يا نرجس،  لقد كنت أتحدث مع خالتي مويا منذ قليل،  و هي تقول لك أن رفيقة تحاول الاتصال بك عبر هاتفك منذ الصباح و لكنه مقفل
بع,لا إنه مفتوح
لأ مفتوح,تقول مغلق
عم تئول مسكر,تقول مغلق
عم تئلي انو صرلها من الصبح عم تحاول تحاكيكي بدها فستان من عندك لبنتها هيك شي,تقول تحاول الاتصال بك منذ الصباح،  تريد أن تعطيها فستانا من الفساتين التي تملكينها من أجل ابنتها أو شيء من هذا القبيل
أديش عمر بنتها,كم عمر ابنتها؟
تلت سنين تلت سنين و نص,ثلاث سنوات، ثلاث سنوات و نصف
تلت سنين تلت سنين و نص,نعم ثلاث سنوات و نصف،  تقريبا أربعة
اي تلت سنين و نص تئريبا أربع سنين,حسنا من المفروض أن عندي واحدا أزرقا فاتحا سأحضره لك،  لا مشكلة في ذلك
طيب على الأغلب عندي واحد أزرء فاتح رح جبلك ياه ما عندي مشكلة,ما ذا قالت أيضا؟
شو ئالت آخر شي,لم أشأ أن أقول لك،  قولي لمفيدة جئت أبحث عن رقمها و لم أجده
ما حبيت ئلك ئولي لمفيدة كنت عم دور على رئمها و ما لئيتو,تقول أنها كانت تريد أن تدعوها شخصيا
ئالت بدها تعزمها شخصيا,تقول أنها كانت تريد أن تدعوها شخصيا
فهمت شي,هل فهمت؟
أكيد,بالطبع
ئلتلك,قلت لك
ئلتلك,سأقول لها
رح ئلها,نعم طلبت منك أن تخبريها،  كما طلبت منك أن تقولي لعلي كذلك
إي كمان ئلتلك تخبريها متل ما ئلتلك تئولي لعلي,حسنا
طيب,زوجها كذلك
جوزها كمان,إسمعي،  لما لم تدع خالتي؟
اسمعي ليش ما عزمتو خالتي,إسمعي،  لما لم تدع خالتي؟
هي رايحة هلأ طالعة دغري,إنها ذاهبة الآن،  ستخرج في الحين
اي لأنو بكرا كتب كتاب هشام,نعم لأن غدا عقد قران هشام
جاية خالتي ل بنمهيدي أوليلها تروح لعندها,خالتي قادمة إلى بن مهيدي،  قولي لها أن تذهب إليها
جاية خالتي ل بنمهيدي أوليلها تروح لعندها,الآن
هلأ,قبل أن يغادر
ئبل ما يروح,لا  الآن،  الآن ، لا الآن في الحين ، كانت تتحدث معي منذ قليل،  قالت لي:  سأذهب الآن عند فاطمة الزهراء،  و كانت تبحث على رقم مفيدة و لم تجده
لأ هلء هلء لأ هلء فورا كانت عم تحكي معي منشوي و آلتلي أنها رايحة لعند فاطمة الزهرا و كانت عم تدور على رقم مفيدة و ما لئتو,غريب
غريبة,لا مشكلة في ذلك سأخبر مفيدة يا فريال، فهمت؟
