Original_Dialect,MSA_conversion
هاد القصة هدرات عليها الاستادة ديال العلوم الشرعية ف التانوية قالت لينا فاش تيموت يكب الورت ديالو لي الكلب و شنو يفهم الكلب,لماذا لا يكتبه لشخص يتيم أو شخص فقير
علاش ميكتبوش لشي حد يتيم ولا شي حد فقير,لماذا لا يكتبه لشخص يتيم أو شخص فقير
قالت لينا واحد المرة ف قناة أوروبية منعرف ف إناء بلاد دوزو بطة كتعوم و معاها موسيقا حزينة,قالت لنا في أحد المرات في قناة أوروبية لا أعلم أي بلد يبثون بطة تسبح  و معها موسيقى حزينة
قالي لينا شنو المعنا ديال البطة علاش مدوزوش الناس لي عندهم المجاعة ولا الضحايا ديل الحرب,قالت لنا ما معنى البطة لماذا لم يبثوا الناس المصابون بالمجاعة أو ضحايا الحرب
قالي لينا شنو المعنا ديال البطة علاش مدوزوش الناس لي عندهم المجاعة ولا الضحايا ديل الحرب,يقال في مكان ما باتنة أو تبسة نسيت وجدوا جلد و رؤوس الخنازير
تيقولو ف واحد البلاصة باتنة ولا تبسية نسيت لقاو جلد و ريوس ديال الحلالف,قرأتها في الجريدة
قريتها في جرنال,في الشروق
في الشروق,نسيت أي جريدة قرأتها
نسيت إنا جرنال قريت,يقال أنهم يبيعونها للناس يطعمونهم لحم الخنزير
تيقولو بلي يتبيعوهة لناس و تيوكلوهم لحم لحلوف,في شابي أيضا وجدوا أحد المطاعم يبيع لحم الحمير أغلقوه له
حتى في شابي لقاو واحد المطعم تيبيع لحم لحمار سدوه,في شابي أيضا وجدوا أحد المطاعم يبيع لحم الحمير أغلقوه له
هدي قصة قديمة,هذه القصة قديمة
تيكسبو المال لحرام فش متيغنيكش الله متغناش,يكسبون المال الحرام عندما لا يغنك الله فلن تغنى
تيكسبو المال لحرام فش متيغنيكش الله متغناش,و لحم الحصان ذاك الذي يبيعونه هو مفيد لفقر الدم أليس كذلك
و لحم العود هداك ليتبعو مزيان لفقر الدم ياك,إنه مفيد لكنه غالي الثمن
هو مفيد ولكن غالي,قالت لي الفتاة إنه غال جدا قالت لي ذلك الذي يبيعونه لحم بغال تعرفين البغل أليس كذلك
قالت لي البنت هداك غالي بزاف قالت لي هداك لي تيبيعو لحم البغل كتعرفي البغل ياك,نعم
نعم,و أين ستجدين أصلا لحم الحصان
و فين غدي تلقاي لحم العود أصلا,يقال حريق في قسنطينة يكشف عن ثروة حيوانية
قال ليك واحد الحريق في قسنطية كشف علا تروة حيوانية,يقال حريق في قسنطينة يكشف عن ثروة حيوانية
كيفاش تروة حيوانية,ثروة حيوانية كيف ذلك
لقاو لغزال و حيوانات وحدخرة,وجدوا غزلانا و حيوانات أخرى
لقاو لغزال و حيوانات وحدخرة,لماذا
علاش,لا أعلم
معرفتش,غريب أول مرة أسمعها
غريب أول مرة تنسمعها,إنه ذكي جدا أكثر من الذئب
هو دكي بزاف كتر من الديب,قالت لي جارتنا عندما كنا صغارا أخذونا إلى حديقة الحيوانات ضحكنا كثيرا فيها قرد و فيها سلطان الكباش
قالت لي جارتنا فش كنا صغار دونا لي الحديقة الحيوانات ضحكنا بزاف فيها قرد و فيها سلطان الكباش,كيف سلطان الكباش
و شكون هو سلطان الكباش,كيف سلطان الكباش
عندو واحد القرن بحل هاد الشكل و قرن بحل هاد الشكل في بلاصة القرن عندو جوج قرون واحد في القدم و واحد في اللور و معزة بيضة و القرد,عنده قرن بهذا الشكل و قرن بهذا الشكل في مكان القرن الواحد عنده قرنان واحد في الأمام و واحد في الخلف و عنزة بيضاء و القرد
قالت لي كنا دراري صغار جاو تيجريو و تيغوتو و تشبتو ف لا كاج ديالو,قالت لي كنا أطفالا صغارا جاؤوا يركضون و يصرخون تشبثوا بقفصه
قالت لي كنا دراري صغار جاو تيجريو و تيغوتو و تشبتو ف لا كاج ديالو,قالت لي إبتعد القرد هكذا و جلس ينظر إلينا و هو خائف قالت لي كنا نحن نشاهده أصبح هو يشاهدنا
قالت لي بسع القرد هاكدا و جلس تيشوف فينا و هو خايف قالت لي كنا تنشوفوه ولا هو لي تيشوفنا,أختي نها أيضا ذهبت إلى حديقة الحيوانات كلما ترى شيئا في التلفاز تقول رأيتها في الحديقة
ختي نها حتا هي مشات الحديقة ديل الحيوانات وقتما تشوف شي حاجة ف تلفازة كتقول شفتها ف الحديقة,قال لها خليل توقفي عن الكذب
قال ليها خليل بركة من الكدوب,أنا لو لم تكن حديقة الحيوانات فيها تمساح و نمر و الحيوانات التي تعيش في الغابة لن أذهب إليها
أنا كون الحديقة الحيوانات مفيهاش تمساح و نمر و الحيوانات لكتعيش في الغابة منمشيش ليها,نعم حتى يأكلك واحد منهم
أه بش ياكلك شي واحد منهم,رأيت تلك الصورة التي محتفظة بها فيما مضى
شفت ديك التصويرة لمحتفضة بيها من شحال هادي,رأيت تلك الصورة التي محتفظة بها فيما مضى
باقي عندك,مازلت عندك
كنقول لي ماما سوسن بغات تموت هاكا,أقول لأمي سوسن تريد أن تموت هكذا
كنقول لي ماما سوسن بغات تموت هاكا,أرأيت سرقوا نمرا من السيرك
وش شفتي سرقو نمر من السرك,نعم أهانونا
أه شوهونى,ماذا يفعلون به
أشنو غدي يديرو بيه,من الممكن أن يبيعوه
مكن غدي يبيعوه,و عندما يبيعونه ماذا يفعلون به
و فش يبيعوه شنو غدي يديرو بيه,و أنت ما أدراك لو لم يكن يباع لما سرقوه
ونت شكون عرفك كون مكانش يتباع كون مسرقوهش,و أنت ما أدراك لو لم يكن يباع لما سرقوه
تفرج ف واحد الفيلم غزال شفتو,شاهدت فيلما رائع شاهدته
لا جوج هو على الحيوانات و ماشي البشر,لا إثنان إنه عن الحيوانات و ليس البشر
لا جوج هو على الحيوانات و ماشي البشر,تعرفين ذلك الفهد المخطط
عرفتي هداك الفهد المخطط,لا أعلم
معرفتش,قلت لك ولدت إثنان
قلت ليك ولدات جوج,فيما بعد ملك تلك البلاد جاء ليصطاد و يأتي بهم مثل الرومان الذين يأتون بشخصين و يقاتلونهم و من يفوز يعطونه المال
من بعدلملك ديل ديك لبلاد جى يصيد و يجي بيهم بحال الرومان لي تيجيو ب جوج رجال و يخليوهم يتقاتلو و لي ربح يعطوه لفلوس,و يلزم على أحدهم أن يقتل الآخر
و خاص واحد فيهم يقتل لاخر,هذا يفعلها بالحيوانات ذهب إلى الغابة رآها تمر فاصطادها أطلق عليها رصاصة هو لم يقتلها أصاب أذنها فقط
هادا تيديرها ب الحيوانات مشا ل غابة شاف نمر هو يصيدها طلق عليها النار هو مصتلهاش غير قاس ليها لودن,هذا يفعلها بالحيوانات ذهب إلى الغابة رآها تمر فاصطادها أطلق عليها رصاصة هو لم يقتلها أصاب أذنها فقط
صحاب ليه قتلها و هي دارت راسها ميت مشا و حط فوق منها رجلو و هو هاز السلاح و قال ليهم صوروني فرحان حيت قتلها,يحسب أنه قتلها و هي زعمت أنها ميتة ذهب و وضع قدمه فوقها و حمل السلاح و قال لهم التقطوا لي صورة يفاخر أنه قتلها
فاش كان هكداك لاحتو ف لرد و هربات كتجري بقى ولادها هما يصيدوهم لخرين,عندما كان كذلك طرحته أرضا و هربت تركض بقي أولادها فاصطادهم آخرون
فاش كان هكداك لاحتو ف لرد و هربات كتجري بقى ولادها هما يصيدوهم لخرين,واحد أخذوهم إلى السيرك و الآخر أخذه أحد الأطفال قال سأربيه
واحد دعوه ل سيرك و لاخر خدعه واحد من ولادو قال ليك غدي نربيه,قال أبوه قائد أو لا أعلم ماذا
باه قال قائد ولا منعرف شنو,لو رأينه خصص له رضاعة و ينام معه رائع لو رأيته بعد ذلك في أحد الأيام أكل كلبه
خصص ليه رضاعة و كان تينعس حداه غزال كون شفتيه من بعد واحد نهار كلا ليه كلبو,الطفل كان يربي كلبا أيضا تقاتل معه و قتله
الولد كان مربي كلب حتى هو تقاتل معاه هو يقتلو,لما رأته أمه قالت له يجب أن يذهب من هنا قالت له مثلما أكل الكلب يمكن أن يهاجمنا نحن و يأكلنا
فاش شافتو مو قالت ليه خاصو يمشي من هنا كيف كلا الكلب يقد يهجم علينا و ياكلنا,لو رأيت ماذا فعل الطفل الصغير
كون شفتي شنو دار الولد الصغير,لو رأيت ماذا فعل الطفل الصغير
داوه عن الملك و الملك مخصص دار تيربي فيها الحيوانات المتوحشة,أخذوه عند الملك و الملك خصص منزلا يربي فيها الحيوانات المتوحشة
تيقول كلما كان الحيوان متوحش كلما زدت ليكم لفلوس,يقول لهم على قدر ما يكون الحيوان متوحشا على قدر ما أضاعف لكم المال
تيقول كلما كان الحيوان متوحش كلما زدت ليكم لفلوس,قالو له إنه متوحش جدا ألم تر ماذا فعل في الكلب
قالو ليه هو متوحش بزاف مشفتيش شنو دار ب الكلب,أخذه و رباه و صار هو الذي يقوم بعروضه
خداه و رباه و ولا هو لي تيدير العروض,كل عام يحضر الحيوانات و يقاتلها لما كبر أولئك الإخوة الذي يعمل في السيرك و الآخر و لا يعلمون أنهم إخوة ز
كل عام تيجيب الحيوانات و تيخليهى تقاتل فاش كبرو دوك الخوت هداك لي خدام ف سيرك و لاخر و معرفينش بلي خوت,أحضرهم ليتقاتلوا و الذي يعمل في السيرك هادئ في السيرك يقفز من فوق النار في العرض و فقط و الآخر متوحش بدؤوا يتقاتلون و يتقاتلون حتى أحدهم أسقط الآخر و كاد أن يفترسه نظروا عي أعين بعضهم البعض و بدؤوا يتذكرون تعرفوا على بعضهم و صاروا يلعبون و يتهارشون غضب ذلك الملك
جابهوم باش يتقاتلو و لي خدام ف السيرك مهدن ف السيرك تيقفز من فوق العافيت ف العرض و لاخر متوحش بداو كيتقتلو حتى واحد منهم طيح لاخر و كان غدي يفتارسو تشاوفو عين ف عين و هما يبداو كيتفكرو تعرفو على بعضياتهم و بداو تيلعبو و بداو يدابزو هو يغضب الملك,و صار يقول لهم إضربوهم قاتلوهم
و ولا تيقول ليهم ضربوهم قاتلوهم,لا فائدة يلعبون و يلعبون ثم هربوا و ذهبوا إلى الغابة
بلا فايدة تيلعبو و تيلعبو و مشاو ل الغابة,لا فائدة يلعبون و يلعبون ثم هربوا و ذهبوا إلى الغابة
فاش مشاو لالغابة هوم مولفينش الصيد ترباو على ديما تيجيبو ليهم اللحم متيعرفوش يصيدو,و لما ذهبوا إلى الغابة و هم غير معتادين على الصيد تربوا أن يحضروا لهم اللحم لا يعرفون كيف يصطادون
ولاو شنو تيديرو مرة تيهجمو علا جزار و فاش تيلقاو كاميو اللحم كردوذ تيهجمو عليها باش ياكلو,صاروا ماذا يفعلون ساعة يهجمون على جزار و ساعة يجدون شاحنة لحم تمر يهجمون عليها ليأكلوا
ولاو شنو تيديرو مرة تيهجمو علا جزار و فاش تيلقاو كاميو اللحم كردوذ تيهجمو عليها باش ياكلو,قالوا يجب أن نقتلهم أصبحوا خطيرين
قالو خاصنا نقتلوهم ولاو خطار,نعم سأكمل لك هذه و نذهب جميعا
اه نكمل ليك هادي و نمشيو مجموعين,نعم أين وصلت
اه فين وصلتي,قلت لك ذهبوا إلى الغابة و هم لا يعرفون كيف يصطادون صاروا يهجمون على الجزارين و شاحنات اللحم
قلت ليك مشاو لي الغابة و هما معرفينش كيفاش يصيدو ولاو تيهجمو على الجزارا و كاميوات اللحم,قالوا يجب أن نقتلهم صاروا خطيرين
قالو خاصنا نقتلوهم ولاو خطار,صاروا يركضون ورائهم في الغابة و لم يتمكنوا منهم
صارو تيجريو موراهم ف الغابة و مقدوش,صاروا يركضون ورائهم في الغابة و لم يتمكنوا منهم
من بعد حاصروهم ف واحد البلاصة مدورة ب شجر و ربيع شعلو فيها لعافية,فيما بعد حاصرهم في إحدى الأمكنة المحاطة بالأشجار و الأعشاب و أضرموا حولهم النار
العافية مشعولة بحال هكدا و هومة ف الوسط,النار مشتعلة  و هما في الوسط
العافية مشعولة بحال هكدا و هومة ف الوسط,و كما قلت لك أحدهم نشأ في السيرك يعرف كيف يقفز على النار ، نظر جيدا ثم قفز و خرج
و كيف قلت ليك واحد تربا ف سيرك عارف كيفاش يقفز على العافية شاف مزيان هو يخرج,فيما بعد تذكر أخاه صار يذهب و يعود،  كأنه يعلمه كيف يقفز حتى قفز أخوه معه و هربوا
من بعض تفكر خوه صار تيمشي و تيجي بحل إلى تيعلمو كيفاش ينقز حتا قفز خوه معاه و هربو,ذهبوا يركضون و يركضون في الغابة حتى وجدوا أمهم تعرفوا عليها من أذنها ألم يطلق عليها الملك رصاصة
مشاو تيجريو و تيجريو ف الغابة حتا لقاو مهم تعرفو عليها من ودنيها علاش مطلقش عليها الملك الرصاص,ظلوا مع أمهم يلعبون معها  ، فيما بعد لم أكمل
بقاو مع مهم تيلعبو معها من بعد مكملتش,فيما مضى فعلت بي نفس المقلب كانت تقص عليا فيلما ثم قالت لي لم أكمله
شحال هادي دارتي لي نفس القالب كانت كتعاود عليا فيلم هي تقول لي مكملتوش,قلت لها إذا لماذا تقصينه عليا
قلت ليها إوا علاش كتعاوديه لي,قلت لها إذا لماذا تقصينه عليا
تنقنط بوحدي,قالت لي أغتاظ لوحدي
ماما متتخلينيش إلى كان فيلم كتخليني حتال اللقطة لخرا و تقول لي سيري و ديري داك الشي سيري و شري و إلى كان مسلسل كتخليني حتال الحلقة لخرا,أمي لا تدعني،  إذا كان فيلما في اللقطة الأخيرة  تقول لي إذهبي و افعلي ذلك الشيء إذهبي و اشتري و إذا كان مسلسلا ففي للحلقة الأخيرة
ماما متتخلينيش إلى كان فيلم كتخليني حتال اللقطة لخرا و تقول لي سيري و ديري داك الشي سيري و شري و إلى كان مسلسل كتخليني حتال الحلقة لخرا,لقد قصصته  على نهى و قالت لي المرة القادمة عندما تروي لك سوسن شيئا لا تأتي و ترويه لي
راه عاودتيه ل نها و قالت لي المرة جاية فاش تعاود ليك سوسن شي حاجة متجيش تعاوديه لي,المرة القادمة عندما أقول لك فيلم أو مسلسل قولي لي أكملته أم لا
المرة جاية فاش نقول ليك فيلم ولا مسلسل قولي لي تسناي كملتيه ولا لا,على فكرة هل نبدأ الفرنسية قالوا لي في تلك الجامعة ما اسمها  ؟الخاصة بالنظام القديم   يدرسون
أجي بعدة واش نبداو لفرنسي قالو لي ف هديك الجامعة شنو سمها هديك لي تتطبق سيستيم لقديم تيقريو,لا الفرنسية لا تدرس و لا هم يحزنون، تنزعين من رأسك العربية فهمتني؟ و ستتكلمين بشكل عادي لأن اللغة ليست هكذا
لا لفرنسي متيتقراش و لا هم يحزنون حيدي من راسك العربية فهمتي و غادي تهدري ب شكل عادي حيت اللغة ماشي بحال هكدا,الآن الجميع  يستطيع الحفظ لكن أين المشكلة؟ إنه اللسان فحسب ، هل أتكلم بشكل صحيح أم لا
دابة كلشي الناس تيقدو يحفضو ولكن فين المشكل هو اللسان صافي واش تنهدر مزيان ولا لا,بالضبط التمرين واجب
معلوم التمرين واجب,بالضبط التمرين واجب
عجباتني چ چ ً حتى هوما تيديرو مسابقة و لي تينجح تيعطيوه فيزا ل فرانسا,أعجبتني السي سي اف أيضا يجرون مسابقات و من ينجح يمنحونه تأشيرة إلى فرنسا
لا ماشي قضية ديل مسابقات ماشي دكشي,لا   ليس هذا   ليست قضية مسابقة
لا ماشي قضية ديل مسابقات ماشي دكشي,صحيح  ما معنى السي سي اف  ؟
شنو معنا چ چ ً,المركز الخاص بالفرنسية
المركز الخاص ب الفرنسية,إذا هذا لا يعني أن كل من يفوز يرسلونه إلى فرنسا
إدا هدشي تيعني بلي ماشي كلشي لي تيربح تيصيفطوه ل فرنسا,لا أنا أيضا لم أقل ذلك قلت لك مسابقة
لا حتى أنا مقلتش دكشي قلت ليك مسابقة,أنت تريدين الاستمرار أم لا و إلا فإنهم سيجرون لك إختبارا
بطي بغيتي تكملي ولا لا و إلى غدي تديرو ليك متيحان,نعم لم لا
اه ولا لا,نعم لم لا
علاش متكمليش هنا شنو هو الفرق بين هنا و تماك و واش نتي مستعدة بش تكملي تماك,لماذا لا تكملين هنا ما الفرق بين هنا و هناك و هل أنت مستعدة لتكملي هناك
شوفي عرفتي كاين تماك متيحان ف قسنطينة و كاين متحان ف الجزائر حتا هو,أنظري أتعلمين أن هناك إختبارا في قسنطينة و هناك إختبار في الجزائر أيضا
شوفي عرفتي كاين تماك متيحان ف قسنطينة و كاين متحان ف الجزائر حتا هو,أول ما سيسألونك سيقولون لك لماذا جئت إلى هنا
أول حاجة غدي يسولوك غدي يقولو ليك علاش جيتي ل هنا,هيا على فرض أنني أنا من سيسألك
يلاه نفرضو أنا لي غادي نسولك,هيا لماذا تريدين أن تكملي دراستك هنا
يلاه علاش بغيتي تكملي قرايتك هنا,أنت الآن في الماستر الثاني و ستكملين الدوكتوراه لماذا تريدين أن تحضري الدوكتوراه هناك قبل أن تحضريها هنا
نتي دابة ف الماصرت التاني و غادي تكملي الدكتورا علاش بغيتي توجدي الدكتروا تماك قبل ما توجديها هنا,لن أقبل هنا ترتيبي غير جيد
مغاديش نتقبل هنا الترتيب ديالي ماشي مزيان,صحيح هذا صحيح هذا يعني أنك ستقبلين هناك
بصح هدشي بصح هدشي تيعني بلي غادي تقبلي تماك,صحيح هذا صحيح هذا يعني أنك ستقبلين هناك
يمكن ميدروش متيحان,إحتمال ألا يجرون إختبارا  ؟
و علاش ميديروش المتيحان هنا,لما؟  ألا يجرون إختبارا هنا ؟
و علاش ميديروش المتيحان هنا,أين؟  هنا؟  يعتمدون الترتيب
فين هنا تيعتامدو على الترتيب,إذا توجد طريقة واحدة خاطئة
طريقة وحدة خاطئة إدا,يعتمدون شيئان أو ثلاثة أشياء الترتيب المسابقة و الكفاءات
تيعتامدو علا جوج حوايج ولا تلاة ترتيب المسابقة و الكفاءت,لا علينا على فرض أنك حصلت على فرصة الذهاب إلى هناك
ما عليناش نفرضو حصلتي علا فرصة باش تمشي ل تماك,أكيد أنك ستكلمين أستاذا
باين غادي يعيطو ليك أستادة,الآن سألعب دور الأستاذ و أسألك لماذا جئت لتكملي الدوكتوراه
دابا غادي نلعب الدور ديال الاستادة و غادي نسولك علاش جيتي تكملي الدكتورا,الآن سألعب دور الأستاذ و أسألك لماذا جئت لتكملي الدوكتوراه
باش نهز المستوا,حتى أرفع المستوى
صافي غير هدا نقولو رفعتي المستوى و من بعد,فقط هذا ؟ لنقل أنك رفعت المستوى ثم ماذا ؟
صافي غير هدا نقولو رفعتي المستوى و من بعد,فيما بعد أصبح أستاذة
من بعد نولي أستادة,هل أنت قادرة على التدريس
واش نتي قادة تقري,نعم أنا قادرة
اه أنا قادة,أكيد
معلوم,أكيد
معلوم,ماذا يمكنك أن تدرسي
شنو تقدي تقراي,ماذا يمكنك أن تدرسي
متلا شنو هي لموديلات لي نقد فيها نقر لالغوريتم,مثلا ما هي المقاييس التي يمكنني أن أدرسها استطيع ان ادرس الخوارزميات
مزيان و إلى خديتي الدكتورة تخدمي ف فرانسا ولا ترجعي ل بلادك,جيد و هل إذا حصلت على الدوكتوراه تستمرين في العمل في فرنسا أم تعودين إلى بلادك
مزيان و إلى خديتي الدكتورة تخدمي ف فرانسا ولا ترجعي ل بلادك,على فرض أنه جاءتك فرصة لتدرسي في فرنسا و فرصة لتدرسي في الجزائر ماذا تختارين و لماذا
نفرضو جاتك فرصة باش تقراي ف فرنسا و فرصة باش تقراي ف الجزائر شنو غدي تختاري و علاش,أختار الجزائر
كنختار الجزائر,لماذا
علاش,صحيح أن هناك يدفعون جيدا و المعيشة أحسن من هنا لكن الغربة تبقى غربة
بصح كاين لي تيدفعو مزيان و المعيشة حسن من هنا ولكن الغربة كتبقا الغربة,ما هكذا يجب أن تجيبي لكن لا علينا لو كنت  أنا مكانك  سأقول العمل في بلدي أحسن لأني أحب بلدي آتي بالعلم من هناك و أقدمه في بلدي
ماشي هكدا خاصك تجاوبيني ولكن غدي نقول الخدمة ف بلادي حسن حيت أنا تنبغي بلادي نجيب العلم من هنا و نقدمو ف بلادي,إحتمال لكل طريقة تفكيره
حتمال لكل طريقة تفكير,إحتمال لكل طريقة تفكيره
مزيان واش عندك موضوع ل الدكرورة,حسنا هل عندك موضوع للدوكتوراه
باقي,ليس بعد
باقي,إذا ، على فرض أنه يأتي غدا و يسألك هل عندك موضوع،  تقولين له أنا جئت إلى فرنسا احضر دوكتوراه و ليس عندي موضوع
إلى إلى جا غدا و سولك واش عندك شي موضوع تقولي ليه أنا جيت لفرنسا نوجد دكتورا و معنديش موضوع,لا أنا أتكلم عن الآن
لا أنا تنهدر على دبا,لنقل أنك في تلك اللحظة، هل عندك موضوع  ؟
نقولو نت في داك الوقت عندك موضوع,أنا الآن في الماستر الثاني و لم أكمله بعد لا أستطيع أن أقول لك
أنا دبا في المستر التاني و باقي مكملتوش منقدش نقول ليك,لا لا يجب أن يكون لديك موضوع هذا ضروري
لا لا خاص يكون عندك موضوع مكين والو,أنا الآن بدأت في مجال وبديهي أن أواصل فيه
أنا دابة بديت ف واحد المجال و باين بلي غادي نكمل فيه,أنا الآن بدأت في مجال وبديهي أن أواصل فيه
ولكن الموضوع ديالي في المستر كيتكلم على هاد المجال,لكن موضوعي في الماستر يندرج في هذا المجال
موضوعك في الماستر متيتكلمش على هاد المجال تيتكلم على وحد أخر,موضوعك في الماستر لا يندرج في هذا المجال بل يندرج في آخر
موضوعك في الماستر متيتكلمش على هاد المجال تيتكلم على وحد أخر,و ما هو الفرق
شنو هو الفرق,و ما هو الفرق
شنو هو الفرق,بالضبط أسألك ما هو الفرق لو لم يكن هناك فرق لم يكونوا ليضعوهم في اختصاصين فهمت
معلوم نسولك شنو هو الفرق كون مكانش كن مداروهمش ف جوج إختيصاصات فهمت,ماذا إذا
إوا شنو,أكيد
معلوم,نعم أكيد
أه معلوم,نعم أكيد
إحتمل إدا بلي أنا معارفش ولكن غدي نتأكد منو ولا لا,إحتمال إذا أنا لا أعلم هذا لكن سأتأكد منها أولا
و تقدمتي في موضوعك شويت,و تقدمت في موضوعك قليلا
و تقدمتي في موضوعك شويت,قليلا ، أعطاني المؤطر عملا لأنجزه جمعت الوثائق و مازلت لم أبدأ بعد
شويت عطاني المؤطر خدمة نصاوبها جمعت الوتائق و باقي مبديتش,ستستعملينه
غدي تستعمليه,و هل تجيدين استعماله قليلا
وش تتعرفي تستعمليه شوية,استعملته من قبل في الليسانس يعني أن لدي فكرة عنه
ستعملتو من قبل يعني عندي فرط عليه,و من المؤطر
و شكون المؤطر,لماذا اخترته هو؟  رأيته أم أجبرت؟  أم ماذا   ؟
علاش خترتيه هو شفتيه ولا تبزز عليك ولا شنو,لماذا اخترته هو؟  رأيته أم أجبرت؟  أم ماذا   ؟
لا هدرت معاه و هدرت مع لخرين حتا هما و هو لي رد عليا,لا لا كلمته و كلمت آخرين أيضا و هو الذي رد علي
واش نتا لي ختاريتي هندسة المعلومات ولا هوما لي سيفتوك ليها,و هندسة المعارف، أنت التي اخترتها أم وجهوك إليها  ؟
واش نتا لي ختاريتي هندسة المعلومات ولا هوما لي سيفتوك ليها,الإختصاص وضعته عشوائيا، ليس لدي أية فكرة عن أي تخصص، حتى أني لم أكن حاضرة ذلك اليوم أين تكلم كل مسؤول عن إختصاصه لكي تكون لدى الطلبة فكرة قبل أن يختاروا ، و بما أني ليست لدي أي فكرة عن أي تخصص وضعت عشوائيا
الإختصاص حطيتو هكذا صافي معندي حتا فكرة على أي تخصص و حتا أنا مكنتش حاضر داك النهار فاش هدر كل مسؤول على الإختصاص ديالو باش تكون عند الطلبة فكرة قبل ما يختارو و بيما أنا معندي حتا فكرة على إنا تخصص حطيت هداك صافي,أنا اخترت هذا التخصص لأني أول شيء كنت أريدها
أنا لي ختاريت هاد التخصص حيت هو أول حاجة كنت بغيتها,لكن هذا العام وجدت شيئا لم أكن أنتظره و هو أني لم أجد مؤطرا يؤطرني في هذا الموضوع
ولكن هاد العام لقيت واحد الحاجة مكنتش كنتوقعها وهي بلي ملقيتش مؤطر باش يعاوني فهاد الموضوع,تفاجأت حقا المؤطر الذي أذهب إليه و أكلمه عن هذا الموضوع يردني
تفاجأت بزاف المؤطر لي تنمشي عندو و تنهضر معاه فهاد الموضع تيردني,فيهم من قال لي طالب في الماستر هو من  يحدد موضوعه  غير ممكن، هل توافقين كلامي هذا دون أن يبحث
فيهم اللي قالي طالب في الماستر الثاني يجيب موضوعه من عنده ماشي ممكن واش كتفهمي هضرتي بلا ما تشوف,كل له رأيه
كولا واحد و الرأي ديالو,كل له رأيه
راسي تيقول لي بلي هدا ماشي أستاد,رأيي أنا أن هذا ليس بأستاذ
واقيلا يسحابليه ان طالب في الماستر الثاني مازال ماوصلش لمستوى باش يختار موضوع مزيان,إحتمال أن في اعتقاده أن طالبا  في الماستر الثاني مازال لم يصل بعد إلى مستوى يستطيع أن يختار موضوعا جيدا
واقيلا يسحابليه ان طالب في الماستر الثاني مازال ماوصلش لمستوى باش يختار موضوع مزيان,هذا صحيح في الليسانس،  لكنك في الماستر الثاني كأنك في الماجيستار من المفروض عندما تتخرجين يمكنك أن تدرسي و تؤطري و تستطيعين حتى أن تقترحي مواضيعا
هذ الشيء بالصح في الليسانس ولكن الماستر الثاني بحال الا في الماجيستر من المفروض فاش تتخرجي غدا تقدري تقري و تؤطري وتقدري حتى تقترحي مواضيع,كيف تقولين لي إحتمال؟ لا  وجود لأي احتمال هذا الكلام يصدر من شخص لم ير شيئا في حياته
كيفاش كتقولي لي احتمال لا ما كاينش احتمال هذ الهضرة خرجات من شي واحد ما شاف والو,قال لي نحن لدينا مواضيع بحث خاصة بنا و الطلبة يعملون و يأتوننا بالنتائج إذا هو يفكر في مصلحته هو و ليست مصلحة الطالب
قال لي احنا عندنا مواضيع خاصة بنا والطلبة تيخدموا وتيجيبوا لنا النتائج اذا كان تيفكر في مصلحته وماشي مصلحته,شخص مثل هذا يفكر في مصلحته الخاصة قبل مصلحة الطالب
شي واحد بحال هدا تيفكر في الفائدة ديالو قبل من ديال الطالب,يكسب المال و يطمع أن أقوم بشيء و أحضره له
تيجيب الفلوس وتيطمع ندير له شيء حاجة ونقادها له,هذا الأول، أما الثاني أستاذة، أتعلم ماذا قالت لي  ،
هذا الاول اما التاني آأستاذة عرفت اشنو قالي,هذا الأول، أما الثاني أستاذة، أتعلم ماذا قالت لي  ،
قالت لي الموضوع تقاد من قبل ايوا شنو بان لك فهاذ الهضرة,قالت لي هذا الموضوع عولج من قبل فما رأيك في هذا الكلام
هذا امر طبيعي واحتمال دير شيء حوايج اخرين,هذا أمر طبيعي إحتمال أن تقوم أنت بأشياء إضافية
هذا امر طبيعي واحتمال دير شيء حوايج اخرين,بارك الله فيك، قلت لها يا سيدتي كل شيء عولج في الإعلام الآلي لكن تبقى دائما هناك أمور إضافية عندما أنجز عملي سأخصص فصلا يحوي مقارنة بين عملي و اعمال من سبقني و نرى من الأحسن ،إذا هذه أيضا دعنا منها
بارك اله فيك قلت لها يالالة كل شيء تقاد في الاعلام الالي ولكن تيبقى ديما شيء امور اخرى ملي كندير خدمتي غنخصص فصل فيه مقارنة بين خدمتي وخدمة اللي سبقوني وغنشوفو شكون احسن اذا حتى هذه خلينا منها,هذه الثانية، أما الثالث ماذا قال لي، قال لي موضوعك ليس مهما
هذه التانية اما التالتة اش قالي قالي موضوعك ماشي مهم,قال لي عندما تعرضها على طبيب يعجب بها و لكن شخص في المجال يعتبرها عادية
قال لي ملي تعرضها علي يتعجب بها ولكن شي واحد عادي غيعتبرها عادية,قلت له سأسألك سؤالا
قلت له غنسولك شيء حاجة,قلت له هذا الذي أقوم به جيد أم لا
قلت له هذ الشيء اللي كندير مزيان او لا,هذا الثالث، الرابع دخلت إلى مكتبه
هذا الثالث الرابع دخلت للمكتب الخاص متاعه,هذا الثالث، الرابع دخلت إلى مكتبه
قال لي غدي نؤطرك قالي شنو الخدمة اللي باغي دير,قال لي سأؤطرك ، قال لي كلمني عن العمل الذي ستقوم به
