Original_Dialect,MSA_conversion
ام الطشات هاي مستحيل تجيبي سيره كافيه قدامها و تطلع بتعرفهوش حافظه عمان كلها و بتعرف ارخص مكان ممكن تقعدو و تأرجلو فيه,أم الطشات هذه، مستحيل أن تأتي بسيرة كافيه أمامها، وتخرج لا تعرفه، هي تحفظ عمان كلها، وتعرف أرخص مكان يمكن أن تقعدوا وتأرجلو فيه.
هناك اشخاص انا بسميهم الشخص المقلب,هناك أشخاص أسميهم الشخص المقلب.
بعرف اقتل بإيد وحده,أعرف أقتل بإيد واحدة.
قول لإم رمزي تشحن الخط الجديد بدينار مشان يشتغل,قول لأم رمزي تشحن الخط الجديد بدينار مشان يشتغل.
انا بناشد يا اخوان اي حدا عندو احساس,أنا أناشد يا إخوان، أي حدا عنده إحساس.
يما داكل داكل صارلي من الصبح مش ماكله ومحاضرات وامتحانات و مواصلات شو اعمل,يا ما داكل داكل، من الصبح مش ماكلة، ومحاضرات وامتحانات ومواصلات، شو أعمل؟
و انا فاتحه تمي و بطلع عليه,وأنا فاتحة تمي وطلع عليه.
بس انا صراحه ما تطلعت ولا عبرتهم,لكن أنا صراحة ما تطلعت ولا عبرتهم.
وهكذا,وهكذا
و اطلع من البيت عالحياه مشان انتقم مشان اخد حقي مشان افش كل غلي مشان اخد تاري,وهكذا، أخرج من البيت إلى الحياة لأنتقم، لأخذ حقي، لأفش كل غلي، لأخذ تاري.
بعد ما خلصت مخططاتي قمت بعمليه تهريب لدفتري السري و خبيتو بين صفته شلحاتي بالخزانه و امنت عليه تأمين تام بعدين رحت ع باب الحمام انتظر دوري في عمليه الدعك و فعلا اجا دوري و امي جلتني جلي طلعت من الحمام جلدي بتوهج بلون احمر ازا بلمسو بنشعط,بعد ما خلصت مخططاتي، قمت بعملية تهريب لدفتري السري، وخبيتو بين صفحات شلحاتي في الخزانة، وأمنت عليه تأمين تام. بعدين رحت على باب الحمام أنتظر دوري في عملية الدعك، وفعلاً جاء دوري، وأمي جلتني جلدي، طلعت من الحمام جلدي بتوهج بلون أحمر إذا بلمسو بينشعط.
صفاء هالقد بتحب مرتك,صفاء، بهذا القدر تحب مرتك.
و اه صحيح اخوي كيف عليه ابوي لأمانتو و اشترالو ايفون و اعطاه ترقيه و صار امين و شريف العيله,"وهل هذا صحيح يا أخي؟ كيف هو حال والدك الآن؟ لقد كان أمينًا، فاشترى له هاتفًا جديدًا و رقّاه في العمل، وأصبح أمينًا وعميد الأسرة.

"
الا هي مرت عمي بتزغرت و بتقول الفرحه فرحتين الفرحه فرحتين,إلا أن عمّتي كانت تغني وترقص، وتقول: الفرحة فرحتان.
الحب بعطيك قوه و جرئه و شجاعه لتحدي اي ظروف فدى هالبني ادم الي انتا مو قادر تلاقي اي سبب يفسرلك اشمعنا هالحيوان من بين كل الناس لطش قلبك حتى بعيوبه و اغلاطه و سقاعه وجهو و انانيته,الحب يمنحك القوة والشجاعة لمواجهة أي ظروف. أنا فداء لهذا الإنسان الذي لا تستطيع أن تجد سببًا لوقوعك في حبه، حتى مع كل عيوبه وأخطائه وملامح وجهه القبيحة وأنانيته.
و بعد ميت حلفان و ميت صلح و فحوصات عملتها مشان يسدق,بعد مائة حلفان ومائة صلح وفحص، فعلت كل ذلك لكي يصدقني.
لا بنعرفش نقعد احنا كيف نقعد شو هالحكي تف من تمك,نحن لا نعرف كيف نجلس. كيف يمكننا ذلك؟ اخرس!
و بعدين يرميها عالتخت و من كتر ما تختهم ريش و ناعم هي تغطس جواتو و تختفي بين المخدات,ثم يرميها على السرير، ومن شدة ما يحتوي سريرهم من ريش ونعومة، تغوص هي داخله وتختفي بين الوسائد.
وشوفي بعدها اصول الهروب التكتيكي للشاب المكسيكي ابو الحب الحكيكي اللي مارح يسأل فيكي,شاهدي بعدها أساليب الهروب التكتيكي للشاب المكسيكي، الذي لن يسأل عنك أبدًا.
انا تم اختطافي من تكسي اصفر كان صافف عن دوار المدينه,لقد تم اختطافي من قبل سيارة أجرة صفراء كانت تقف عند دوار المدينة.
رحت جبت الطابه زي الارنب,ذهبت لأحضر الكرة كالأرنب.
و اللي تحت بطير فوق,ومن هو تحت، سأجعله يطير فوق.
انا صفنت فكرتها بتحكي عن حبه الدره الي بإيدي قمت عدلت قعدتي و كتبتلها عفوا مالك طواله ردت و حكتلي تعمليش حالك مو فاهمه اوك احمد الي غصب عنك و هي وجهي ازا ما تركتو,"كنت شاردة الذهن، اعتقدت أنها تتحدث عن ح. الذرة التي في يدي، فقمت بتصحيح جلستي وكتبت لها: ""عفوا، مالك طوالة"". فردت وقالت: ""لا تتظاهري بأنك لا تفهمين، أوكي أحمد غصب عنك، وإذا لم تتركيه، فهذا وجهي""."
ولك ريتو ابوك حماي منيح,لعنة الله عليه، ليت أبوك كان حميًا جيدًا.
هاي الأيام مش لاقيين زلمه قد حاله وبخاف الله مشان نتنازل والمشكله اذا تنازلت البنت وطلبت مهر قليل بصير ابن الحلال يعايرها ويحكيلها اهلك باعوكي برخيص لما حضرتك تتشرط بدك وحده حلوه ومتعلمه وموظفه وصغيره و و كمان البنت بحقلها تتشرط,"في هذه الأيام، لا نجد رجلاً سويًا يخاف الله حتى نتنازل له عن بعض مطالبنا. والمشكلة أنه إذا تنازلت الفتاة وطلبت مهرًا قليلاً، فإن ذلك الرجل الصالح سيبدأ في معايرتها قائلاً: ""لقد باعك أهلك برخيص"". بينما أنت أيها الرجل تضع شروطًا، وتريد فتاة جميلة ومتعلمة وموظفة وصغيرة، إلخ. ومن حق الفتاة أيضًا أن تضع شروطها."
قال انا مغروره و شايفه حالي و ما حدا معبي عيني هفت بعدين معكو,قال إني مغرورة ومتكبرة ولا أحد يرضيني. سئمت منكم.
وجهها ابيض من تلاجتنا و دنيها كموني,وجهها أبيض كالثلج وخديها كالكمون.
و اللي خطبتها مزه و بتلبس بلاطين للصره و خدودها بوش اب,ومن خطبها كانت جميلة وترتدي بنطلونات ضيقة، وخديها كالفراولة.
مشان احوشلكو اياهم,لقد كنت أوفرهم لكم.
و كالعاده كل ما اختم مسلسل تركي,وكالعادة، كلما انتهيت من مشاهدة مسلسل تركي،
تنميش عالعالم وليه كلبه,لا تتجسسي على الناس، لماذا أنتِ كلبة؟
فعلا فتت شوي شوي و سكرتو وراي فتت و صرت انادي عليه لحد ما وصلت غرفه النوم لقيتو قاعد ع كرسي و مربطين ايديه و رجليه و تمو مسكر بلزقه و شكلو يوحي بإنو ماكل قتله,دخلت بالفعل ببطء وأغلقت الباب خلفي. دخلت وبدأت أناديه حتى وصلت إلى غرفة النوم، فوجدته جالسًا على كرسي ويداه وقدماه مقيدتان وفمه مغلق بشريط لاصق، وكان يبدو أنه تعرض للضرب المبرح.
لو تزعل بحبو زعلك تتنكد بعشقو نكدك تعصب بموتو ع تعصيبك,إذا غضب، أحب غضبه. إذا كان حزينًا، أعشق حزنه. إذا غضب، أموت في غضبه.
بتمسك الطنجره بالمساكات الكفوف النافخه اللي بأصبعين وبتقوم عالمطبخ,تمسك القدر بملاقط خاصة، وتذهب إلى المطبخ.
المهم ركبت بباصات الجامعه و حبيبي حكالي انو بستناني عالبوابه الرئيسيه للجامعه,على أي حال، ركبت حافلة الجامعة، وحبيبي قال إنه ينتظرني عند البوابة الرئيسية للجامعة.
يقولي بليرتين,"يقول لي: ""بليرتين""."
منشن للمساطيل الي بدك ياهم يضلو معك ب و قلهم بدنا نصهللها,"ضع إشارة إلى الأشخاص الذين تريد منهم البقاء معك، وقُل لهم: ""نريد أن نجعلها حفلة صاخبة""."
انتو عارفين كل حدا وهو صغير كان عندو مشاكل بالصور واللبس والشعر والمكان والصوره اللي عالمرجيحه والصوره اللي بدون اواعي والصوره اللي ماسك فيها سماعه تلفون ارضي,أنتم تعلمون أن كل شخص عندما كان صغيرًا، كان يواجه مشاكل في الصور والملابس والشعر والمكان، والصورة على الأرجوحة، والصورة بدون ملابس، والصورة التي يمسك فيها سماعة الهاتف الأرضي.
ابو رمزي لا مهي انقلعت,أبو رمزي: لا، لقد ذهبت.
هبه تستحي شوي حتى وهي بتسلم على روان مباوسه تكون تتفرج على مجدي وتقولها اشتقتلك كأنها بترمي الحكي ل مجدي,"هبة تستحي حتى عندما تسلم على روان وتقبلها، فهي تنظر إلى مجدي وتقول: ""اشتقت لك""، كما لو كانت ترمي الإشارة إلى مجدي."
بصف عاشر تعرفت ع صاحبه اسمها عفاف,في الصف العاشر، تعرفت على صديقة اسمها عفاف.
المهم قمت ونا بعرج و بعيط ع غرفتي و حبست حالي و هيهم افطرو و انا لهسا ما افطرت و حردانه,على أي حال، قمت وأنا أعرج وأبكي إلى غرفتي، وأغلقت على نفسي. لقد تناولوا الإفطار، لكنني لم أفعل حتى الآن، وأنا غاضبة.
انتا بتقول بلكي دار عمو عندهم ومعجوق بترنلو بردش مره مرتين تسعه عالفاضي,أنت تقول ربما هو عند عمي، وهم مشغولون. اتصلت به عدة مرات، لكنه لم يجب.
مشان هيك لما كنت اسب عليه مسبه قويه عالسريع هو يتفرج ع اصبعي يلاقيني بأشر عالارض يتطمن ويوخد نفس انو ارتاح انها مش عليه المسبه,لهذا السبب، عندما كنت أشتمه بشتيمة قوية وسريعة، كان ينظر إلى أصبعي، فيرى أنني أشير إلى الأرض، فيطمئن ويأخذ نفسًا عميقًا لأنه يعرف أن الشتيمة ليست موجهة إليه.
شله البنات عشان نعتبرها شله مثاليه,مجموعة الفتيات، حتى نعتبرها مجموعة مثالية.
كل عام و احنا قويات و كاسرات و ما بطلع معنا ابو كرش براس,كل عام ونحن أقوياء ومنتصرون، ولا نتزوج من رجل سمين.
و انا بلشت افقد نفسي تدريجيا لحد ما التمو الجيران ع صريخنا و كسرو الباب و فكوني من بين ايديه,وبدأت أفقد نفسي تدريجيًا حتى تجمع الجيران على صراخنا، وكسروا الباب وأنقذوني من بين يديه.
ما في حماه تاكل راسي,لا يوجد حمى تؤذيني.
انا خلص صار مخي لازمو اطلعو و اعصرو و انشرو عالحبل بطل لا يستقبل ولا يرسل,لقد انتهى عقلي، أحتاج إلى إخراجه وعصره ونشره على الحبل، لم يعد قادرًا على الاستقبال أو الإرسال.
لحد اللحظه الي سمعت فيها صوت باب الدار فتح و دخل اخوي الصغير بركض و في صوت كيس بخشخش معو عرفت انو جاي من الدكان,حتى اللحظة التي سمعت فيها صوت باب المنزل يفتح، ودخل أخي الصغير راكضًا، وكان يحمل كيسًا يصدر صوتًا، فعرفت أنه قادم من المتجر.
ولا انف لهنادي,لا أنف لها.
طالعه هي و اختها يكزدرو قالتلي تعال امشي معنا نشم الهوى,"خرجت هي وأختها للنزهة، وقالت لي: ""تعال، امشي معنا لنستنشق الهواء""."
سنه مليئه بالشعشبونات المضيئه علينا و عليكم,عام مليء بالشعشبونات المضيئة علينا وعليكم.
وفجأه مرق بائع الورد,وفجأة، مر بائع الورد.
من امياتنا تعذبو من سلافهم و بنات حماهم زمان,منذ زمن، عانى أجدادنا من زوجات أبنائهم وأبناء زوجاتهم.
دير بالك من المصدي لما تلمعو الايام,انتبه من الصدأ عندما تلمعه الأيام.
يشوفني بحش يشوفني بتعاطى يشوفني حالقه شعري من الجنب و صابغه الباقي ازرق و خصل برتقاليه,يراني أحشش، يراني أتعاطى المخدرات، يراني وقد حلقت جانبا من شعري وصبغت الباقي بالأزرق مع خصل برتقالية.
هينا هون ملتزم,نحن هنا ملتزمون.
ف ليش تحط حالك بهيك موقف,فلماذا تضع نفسك في مثل هذا الموقف؟
الشاطر عباره عن كائن مكروه و الكل بتجنبو,الشاطر هو كائن مكروه، والجميع يتجنبه.
حكالي لا يا اختي فهمتيني غلط انا بس شفقت عليكي لإنك بنت حلوه و حواجبك مرتبين و مبين عليكي اخلاقك عاليه,"قال لي: ""لا يا أختي، لقد أسأت فهمي. أنا فقط شعرت بالشفقة عليك لأنك فتاة جميلة، وحواجبك مرتبة، ويبدو أن أخلاقك عالية""."
صرت ادحش ايدي او اجري بينهم ع امل الزلام يزيحولي لإني بنت,بدأت أضع يدي أو قدمي بينهم على أمل أن يفسح لي الرجال المجال لأنني فتاة.
يعطيك العافيه,شكرًا لك، جزاك الله خيرًا.
يعني الواحد بغلط غلطه بالجامعه بدون ما ياثر عحدا غير حاله بروحوا بمنعوه يدخل كل جامعات الاردن,هذا يعني أن الشخص قد يرتكب خطأً في الجامعة دون التأثير على أي شخص آخر، لكنهم يمنعونه من دخول جميع الجامعات في الأردن.
يعني بكل وضوح بدكوا تذلوا الشعب الاردني تخلوه كل شهور يصف طابور عشان يوخدلوا اكمن ليره,هذا يعني بوضوح أنك تريدون إذلال الشعب الأردني، وجعله يقف في الطابور كل شهر من أجل الحصول على بضعة دنانير.
يعني دوله اللي  من وين جاي كيف وصل عشان تشوفه لجنه التحكيم مبين عليه مجنون مش شايف اشي قدامه,هذا يعني أن الدولة ستنظر إلى الشخص وتتساءل عن أصله وكيف وصل إلى هنا، وستفترض لجنة التحكيم أنه مجنون لأنه لا يرى شيئًا أمام عينيه.
يعني كل جامعات الاردن عندهم نظام، و احنا عنا خرا,هذا يعني أن جميع الجامعات في الأردن لديها نظام، بينما نحن لا شيء.
يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع,هذا يعني أنه إذا كنتم تريدون بيعه، فأخبروني عن هذا القرف. يا له من مقزز!
يعني ما اختار الا الاغنيــه اللي اغلب احرفها الحرف اللي يقرط فيه,هذا يعني أنه لا يختار سوى الأغنية التي تحتوي على معظم الحروف التي يلفظها بطريقة معينة.
يعني هيك برامج بتبين للناس وين صرنا كم صارت نسبه التخلف بين شباب امتنا,هذا يعني أن مثل هذه البرامج تظهر للناس أين وصلنا، وما هي نسبة التخلف بين شباب أمتنا.
يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج,هذا يعني أنهم يجلبون بعض الأشخاص ويعطونهم المال ليأتوا ويتصرفوا بغباء من أجل إحياء البرنامج.
يشبه رغد مجنونه هيافاء,إنه يشبه رغد، وهي مجنونة هيفاء.
يشم الطيب ويتعطر يا دكتور,إنه يشم العطر ويتعطر، أيها الدكتور.
يضحكون م شاففوا انفسهم لو قلنا غنوا جابوا الععيد فالحين بس في الظرافهه الشيبان,إنهم يضحكون لأنهم لا يرون أنفسهم. إذا طلبنا منهم الغناء، فإنهم يجلبون الكارثة. إنهم جيدون فقط في المزاح. هؤلاء الرجال الكبار جيدون فقط في المزاح.
يع بتقرف انت وسخ يع شوهاي الوساخه,يا له من مقرف! أنت قذر، ما هذا القذارة؟
يع حاسه حالي بدي استفرغ,أشعر أنني أريد أن أتقيأ.
وجهك مش الك,وجهك ليس لك.
ودي اكسر الابتوب على راسه,أريد أن أكسر هذا اللابتوب على رأسه.
وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم,حتى يتذوق الإيرانيون والسوريون والشيعة وولاة أمرهم العواقب.
وربي عاهات مستعصيه,أقسم بالله أنهم حالات ميؤوس منها.
وربي كلبتي جات جلست عندي اول ما فتحت هالفيديو ويوم خلص التفت لها الا والاقيها نايمه,يا رب، حتى كلبتي جاءت وجلست بجانبي بمجرد أن بدأت هذا الفيديو، وعندما انتهى، التفت إليها لأجدها نائمة.
وزير التعليم العالي: لا زياده للدعم المالي للجامعات خلال السنوات الثلاث المقبله,وزير التعليم العالي: لن تكون هناك أي زيادة في الدعم المالي للجامعات خلال السنوات الثلاث المقبلة.
وسبب برفعه ضغطك,هذا هو السبب في ارتفاع ضغط دمك.
وسدئيني انكووو كلاب,صدقيني، أنتم جميعًا كلاب.
وش التخلف هذا,ما هذا التخلف؟
وش جابني هنا ثقيلين دم,ما الذي أحضرني إلى هنا؟ إنهم ثقيلو الظل.
وش فيك معصب خلاص بعطيك اللايك الي جاني خخخ,ما خطبك؟ أنت غاضب. حسناً، سأعطيك الإعجاب الذي حصلت عليه.
وش هالتحف والله مساكين ماكلين مقلب بقوه,انظروا إلى هؤلاء المساكين، إنهم يأكلون طعمًا قويًا حقًا.
وش يحسون فيه يع,ما الذي يشعرون به؟
وش يحسووون فيه ناس مهبل,ما الذي يشعرون به؟ إنهم مجانين.
وعجلت اليك ربي لترضي : كن كالمطر، اذا اقبل استبشر الناس به واذا حط نفعهم ، واذا رحل ترك اثرا نافعا فيهم واذا غاب اشتاقوا اليه .,وعجلت إليك ربي لترضى: كن مثل المطر، عندما يأتي يستبشر الناس به، وعندما يسقط ينفعهم، وعندما يرحل يترك أثرًا نافعًا لهم، وعندما يغيب يشتاقون إليه.
وعرض اختي انك لاسع يادمن عساس لو بدها تضرب من هسه خايفه منك,وعرض أختي أنك لدغة يا أدمن، حتى لو أرادت أن تضربك، فهي خائفة منك.
وعلي الله قصد السبيل,وعلى الله قصد السبيل.
وقّـف قلبو لحسن الشافعي,أوقف قلبك لحسن الشافعي.
وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه,وقعنا أم لم نوقع، فإنهم سيفعلون ما يريدون فعله.
ولا انا صورتي كذا اجي اهبال هوو,أو أن صورتي هكذا، ثم آتي وأتصرف بغباء.
ولا بقلو بيضه,"أو أن أقول له ""بيضة""."
ولا تنسو تبسمك في وجه اخيك صدقه,ولا تنسوا أن الابتسامة في وجه أخيك صدقة.
ولا جورج في الزمنات بس حرام يفضحوهم,ولا جورج في الأيام الخوالي، لكن من الخطأ فضحهم.
ولا خير في امرٍ كرهت ان يطّلع عليه الناس,ولا خير في أمر يكره المرء أن يطلع عليه الناس.
ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبه اه يا بطني بس,لا شكل ولا صوت، من أين أتوا بهذه الكائنات الغريبة؟ آه يا بطني!
ولا مستحيل يطلع واحد يفشل نفسه كذا,ومن المستحيل أن يظهر شخص ما ويفشل نفسه بهذه الطريقة.
ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم,وأولياء أموركم، الوهابيون، يشربون الخمر، والسديريون يشربون سراً وعلانية دون تطبيق الحدود عليهم.
ولك تفيييه عليك,تبا لك!
ولك واحد كندره,أنت مجرد حذاء.
ولكن كيف ان المفاعل النووي غير مضر بالبيئه فهمني ؟؟,لكن كيف يمكن أن يكون المفاعل النووي غير ضار بالبيئة؟ اشرح لي ذلك؟
ولكوم ما نحن ميتين من دون هالوسطه,لكننا لا نستطيع العيش بدون هذه الواسطة.
هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد,هههه، بالنسبة لي، هذا الشخص الذي يجلس في المنتصف هو الأكثر مقتاً.
هو بن وسخه ادمان وبالذات لو متابع اخبار وحاجات يوميه,إنه ابن قذر، مدمن، خاصة إذا كان يتابع الأخبار والأحداث اليومية.
هو رحيم بكل شىء في الكون هو الخالق فلابد ان يرزق مخلوقاته,إنه رحيم بكل شيء في الكون، إنه الخالق، لذلك يجب عليه أن يرزق مخلوقاته.
هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف,هل هناك من يتابع هذه الفتاة حقًا؟ إنها حقًا مقززة.
هو نحن خلينا نخلص ام هالبرجين الللي صرلهم 16 سنه بعدين بنفكر نعمل نووي سلمي من الديسي,دعونا ننهي أولاً البرجين اللذين استغرقا 16 عامًا، ثم فكروا في بناء مفاعل نووي سلمي من الديسي.
هو هذا اسلامك يا زاني,هذا هو إسلامك أيها الزاني!
هؤلاء معوقين,هؤلاء معاقون.
هي عندها صوت قوي بس للاسف الحين مثل غيرها,لديها صوت قوي، لكن للأسف، هي الآن مثل البقية.
هي فلسطين راحت من قليل يا ولاد المخنثه لعنه الله عليكم فظحتونا,فلسطين ضاعت للتو، يا أبناء المخنثين! لعنة الله عليكم، لقد فضحتمونا.
هيك بدهم الخونه اتباع ايران الاخوان المفسدون,هكذا يريد الخونة، أتباع إيران، الإخوان المفسدون.
و اذا فادنا بشي رح يكون في خساره كبيره بالاخر,وإذا كان الأمر مفيدًا لنا، فستكون هناك خسارة كبيرة في النهاية.
و الناس يدرون شو بقول عنهم في نفسي وهم يتكلمون ما يكلمني حدا نهائي,والناس يعلمون ما أقوله عنهم في نفسي، ولا أحد يتحدث معي على الإطلاق.
و الى اسماء الاسد كـــس اخـــت زوجـــك :,وإلى أسماء الأسد، لعنة الله على زوجك.
و بحب الناس الرايقه الي بتضحك على طول,أنا أحب الأشخاص الهادئين الذين يبتسمون دائمًا.
و تربت على كتوفنا تشحننا بالتفاؤل ايضا صباحك اسعد,لقد تربت على أكتافنا، وشحنتنا بالتفاؤل. صباحك أسعد.
و ما من دابه في الارض لا طائر يطير بجناحيه الا على الله رزقه,وما من دابة في الأرض ولا طائر يطير بجناحيه إلا أمم أمثالكم ما فرطنا في الكتاب من شيء ثم إلى ربهم يحشرون.
و مفيش احلى من قضاء ربنا,ولا يوجد شيء أجمل من قضاء الله.
و نرجو لك دوام الخير المحبه من الله من الناس,ونرجو لك دوام الخير والمحبة من الله والناس.
و هكذا جنت على نفسها براقش,وهكذا جنت على نفسها براقش.
و يرزقكم من حيث لا تعلمون,ويرزقكم من حيث لا تحتسبون.
واثق من نفسه الحبيب,إنه واثق من نفسه.
واحد هامل,إنه شخص مهمل.
واحد واطي,إنه شخص واطئ.
وادم علينا يارب نعمه الامن والامان وسائر بلاد المسلمين,اللهم ادم علينا نعمة الأمن والأمان وسائر بلاد المسلمين.
واذكر ربك اذا نسيت وقل عسى ان يهدينى ربى لاقرب من هذا رشدا,واذكر ربك إذا نسيت وقل عسى أن يهديني ربي لأقرب من هذا رشدا.
واسال الله من اثواب رحمته سترا جميلا على الزلات مشتملا وان ييسر لي سعيا اكون به مستبشرا جذلا لا باسرا وجلا *,وأسأل الله من أثياب رحمته سترا جميلا على الزلات مشتملا وأن ييسر لي سعيا أكون به مستبشرا جذلا لا باسرا وجلا.
واضح جدا ان اغلب الناس هاي عندها مشاكل نفسيه,من الواضح جدًا أن معظم هؤلاء الناس لديهم مشاكل نفسية.
واطي وماجور وسافل ومنحط وكريه وغبي وسطحي وحقو قرش مصدي وبيسوى صرمايه,إنه واطئ ومأجور وسافل ومنحط وكريه وغبي وسطحي، وهو لا يساوي شيئًا.
واعظمها امه سيدنا محمد,وأعظمها أمة سيدنا محمد.
والحاجه الي انت بتحبها دي هي مش اكتر من حاجه زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين,والحاجة التي تحبها ليست أكثر من شيء زينه الشيطان وأقنعك بحلاوته، لكنك ستندم لاحقًا.
والشرهه على الاغبياء اللي معطينك لايك,واللوم على الأغبياء الذين أعطوك إعجابًا.
والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي,والحمد لله والشكر على هذه النعمة التي أنعم الله بها علينا، وجعلنا من الماء كل شيء حي.
والغناء تجد لك ??? مليون وكلهم زباله,ويوجد حوالي 100 مليون مغني، وكلهم زبالة.
والله احلا شيء انه الواحد يهاجر او يشتغل حرامي عشان يقدر يعيش الله لا يوفق الي كان السبب الله حرام,والله، أفضل شيء هو أن يهاجر المرء أو يصبح لصًا حتى يتمكن من العيش. اللهم لا توفق من كان السبب، هذا حرام.
والله الحياه كلها بتخزي بدونكم,والله، الحياة كلها مخزية بدونكم.
والله الرساله دي جاتلي في وقتها قولت اكيد ربنا بعتهالي الحمد لله وخات القرار,والله، لقد جاءتني هذه الرسالة في الوقت المناسب. لقد قلت بالتأكيد أن الله أرسلها لي، الحمد لله، واتخذت القرار.
والله الناس دي ما شايله هم ابدا علشان كده مسخرو نفسهم او كرامتهم راحت,والله، هؤلاء الناس لا يهتمون على الإطلاق، لذلك سخروا من أنفسهم أو فقدوا كرامتهم.
والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم,والله، الشخص يدعو دائمًا أن يجعله الله على الطريق المستقيم.
والله انا خايف انو طخوا بعد هاي الصوره,والله، أنا خائف أنهم أطلقوا النار عليهم بعد هذه الصورة.
والله انك فشلت العرب,والله، لقد خذلت العرب.
والله انك ما زليه يا شيخ اكيد مدفوعله من تحت تحت,والله، أنت عار يا شيخ! بالتأكيد تم الدفع لك من تحت الطاولة.
والله انك مسخره يا عجوز,والله، أنت مسخرة أيها العجوز!
والله انك مهزله,والله، أنت مهزلة!
والله انكو ما بتخافوالله,والله، أنتم لا تخافون الله!
والله انو مكب نفايات نوويه انا اشتغلت بالمفاعل موقعه بعلان بالسلط,والله، إنه مكب نفايات نووية. لقد عملت في المفاعل الموجود في علان بالسلط.
والله انو نذل,والله، إنه حقير.
والله اول واحد سمعته منهم احسب سماعتي خربا يا بطني من الضحك والله زاحفين,والله، كان أول شخص استمعت إليه منهم هو سماعتي المعطلة. يا بطني من الضحك، إنهم يزحفون.
والله ايلى اختشه ماتوا,والله، من كان لديه كرامة مات.
والله بذل نفسي مره اثنين خمسين عشان الغرام الحلال احلى لكن مين يحس يفهم يقدر,والله، أذللت نفسي مرة ومرتين وخمسين مرة من أجل الغرام الحلال، لكن من سيفهم ويقدر؟
والله تحشيش من الاخر,والله، هذا تحشيش من الآخر.
والله ثقف نفسك ده بيقول كلام زى الفل,والله، ثقف نفسك، إنه يقول كلامًا رائعًا.
والله حرام الناس مش لاقيه توكل حتى ترفعو البنزين,والله، من العار زيادة أسعار البنزين بينما الناس لا تجد ما تأكله.
والله حرام تكاليف زواج ومهر واخرتها طلاق بسبب شي تافهه,والله، من العار أن تكون هناك تكاليف زواج ومهر، وفي النهاية يحدث الطلاق بسبب شيء تافه.
والله حرام والله موتوه لشعب الاردني من وين بدنا نجيب الكو من وين يا الله ارحمو من في الارض يرحمكم من في السماء الله حرام,والله، من العار أن يموت الشعب الأردني من الجوع. من أين سنحصل على المال؟ يا الله، ارحمنا في الأرض يرحمك من في السماء. هذا حرام!
والله حرام يعني ما يدرون انهم مصخره,والله، من العار أنهم لا يدركون أنهم مسخرة!
والله حرق لاخوات الكلب,والله، إنه شيء محرق لأخوات الكلب.
والله رفعتوا راسنا يا شباب الله يقويكم,والله، لقد رفعتم رؤوسنا أيها الشباب، الله يقويكم.
والله شككني في البرنامج انه سوبر ستار او برنامج كوميدي,والله، لقد جعلتموني أشك في البرنامج، هل هو سوبر ستار أم برنامج كوميدي؟
والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره,والله، كدت أصاب بجلطة عندما لم تفز في المرة الأولى.
والله شويه عبط الي بيغنو والحكام كمان,والله، إن أولئك الذين يغنون والحكام أيضًا مجرد حمقى.
والله ظلموه لجنه الطراطير,والله، لقد ظلمته لجنة الحكام.
والله عاهات,والله، إنهم معاقون.
والله على بالي مجنون,والله، لقد ظننت أنه مجنون.
والله عيب بهدلتو حالكم,والله، إنه عار! لقد أهنت نفسك.
والله قررات من دلواتى يا مصطفى بس انا عاز رايك فى حاجات كتير,والله، من الآن فصاعدًا، يا مصطفى، أنا أحترم رأيك في الكثير من الأمور.
والله كذب من سوبر ستار القذر هذا,والله، إنه كذب من سوبر ستار القذر هذا.
والله لو انه فايز بعرب ايدول او من هل برامج الفارطه غير تلاقي اضعاف هذا العدد ياعمي شعب بحب السح اندح,والله، لو فاز في عرب أيدول أو أي من هذه البرامج التافهة، لوجدت أضعاف هذا العدد. يا عمي، الشعب يحب السخافة.
والله لو طلبوا مين اللي عندو قلب قوي ??? متر للجري مايتقدم ولا حمار عربي,والله، لو طلبوا من لديه قلب قوي، فلن يتقدم أحد، ولا حتى حمار عربي.
والله لو يجمعونهم على شاطئ البحر الميت ويخلونهم يصرخون على اليهود ولمده 30 ثانيه ليهربون لقبرص عن طريق البحر سباحه,والله، لو جمعوهم على شاطئ البحر الميت وجعلوهم يصرخون على اليهود لمدة 30 ثانية، لهربوا إلى قبرص سباحة.
والله ما في اشي مزعلني الا انه اسمه محمد,والله، الشيء الوحيد الذي يزعجني هو أن اسمه محمد.
والله ما يحرر عزبت بنقاليه,والله، إنه لن يحرر حتى عزبة البنغاليين.
