Original_Dialect,MSA_conversion
يعني تصده بكل الطرق,يعني تصده بكل الطرق.
ما بخوف فيه نوع من الجن اسنه عماره البيوت وهم غير مؤذيين بس افتحي سوره البقره مره كل ايام واقرأي الأذكار والقرآن ما بيصير شئ لانهم مخلوقات تضعف بالقران,لا تخافي، هناك نوع من الجن اسمه عمار البيوت، وهم غير مؤذيين، فقط افتحي سورة البقرة مرة كل عدة أيام، واقرئي الأذكار والقرآن، لن يحدث شيء لأنهم مخلوقات تضعف بالقرآن.
يالطيف الطف ايش مالنا من الصدمه مش قادره اعطيك حل,يا لطيف، الطف بنا، ماذا لدينا من الصدمة، لا أستطيع أن أعطيك حلاً.
بحبش الف والدوران شغله بتتغيظ,أنا لا أحب الف والدوران، إنه أمر مزعج.
وزوجى مش مهتم كتير للامر هاد,وزوجي غير مهتم كثيراً بهذا الأمر.
حبيبتي تفقدي مالكم اهم شي يكون حلال الاذكار صباح مساء الصدقات النوافل,حبيبتي، تأكدي من مالكم، من المهم أن يكون حلالاً، الأذكار صباحاً ومساءً، الصدقات، النوافل.
بيجروا ورا الفرح وين ما كان والفرح بيشرد منه هالشعب غلبان,إنهم يجرون وراء الفرح أينما كان، والفرح يهرب منهم، هذا الشعب مسكين.
انا كنت بعاني من الصراصير,كنت أعاني من الصراصير.
عادي بيمزح شكله ابنكم مجننكم وبده مصاريف كتير,عادي، يمزح، يبدو أن ابنكم مجننكم ويريد مصاريف كثيرة.
والله انا بحب النظافه اليوم عزلت البيت كلو ولمعتو وغسلت غسيل وسجاد وشبيابيك والسراميك واخدت شاور بس شو اقولك راحه نفسيه وطاقه ايجابيه تحفه,والله أنا أحب النظافة، اليوم نظفت المنزل بالكامل، وغسلت الملابس والسجاد والنوافذ والبلاط، ثم استحميت، لكن ما أقوله لك هو أنني أشعر بالراحة النفسية والطاقة الإيجابية، إنه أمر رائع.
هه شوفيلك مسلسل صومالي,هه، شاهدي مسلسلاً صومالياً.
ابدأي بنفسك عمليه زي ما بتحبي يعاملك لحاله راح يعاملك نفس المعامله التكرار بيعلم الشطار,ابدئي بنفسك، عامليه كما تحبي أن يعاملك، سيعاملك بنفس المعاملة، التكرار يعلم الشطار.
ارضي ربك وكفى وتعاملي بالحسنى فالله يحب المحسنين,أرضي ربك وكفى، وتعاملي بالحسنى، فالله يحب المحسنين.
انا متأكده انه ربنا رح يعوضك بالأحسن لانك بتستاهلي,أنا متأكدة أن الله سيرزقك بالأحسن لأنك تستحقين ذلك.
يا شماته ابله ظاظا فيهم,يا شماتة أبلة ظاظا فيهم.
اه منيحه بتسع من الحبايب ميه,نعم، جيدة، تتسع لمئة من الأحباب.
ثانيا رح يعيط ورح تعاني وعنو ما اكل ما تتنازلي وتكوني ضعيفه السلطه عليها هادا راكبك من اولها,ثانياً، سيصرخ وسوف تعانين، لا تتنازلي وتكوني ضعيفة، السلطة عليها، هذا ما يريده من البداية.
و الساسه الفلسطينيين في روجوا سلسله من الاكاذيب ضد المصريين و مصر و ادي النتيجه علاقات متوتره,والسياسيون الفلسطينيون روجوا لسلسلة من الأكاذيب ضد المصريين ومصر وها هي النتيجة، علاقات متوترة.
جيبي بخاخ معروف ومشهور ومتواصل المفعول بدوم شهور انا جبتو ورشيت انخنقو وطلعو ميتين وبعدها ما شفت شي وسكري الخزوق والفتحات والفتحات الي بين الشبك والشباك والبلاعات ما هتشوفي اشي,أحضري بخاخاً معروفاً وشائعاً وطويل المفعول، استمر شهوراً، لقد أحضرته ورششته، اختنقوا وخرجوا أمواتاً، وبعدها لم أر شيئاً، اغلقي الثقوب والفتحات بين الشبك والنوافذ، والبلاعات، لن ترين شيئاً.
اتوكلي ع الله وربنا مافي احن منه لما يجي ربنا من عنده بيسر الامور,توكلي على الله، ربنا ما في أحن منه، عندما يأتي الفرج من الله، تسهل الأمور.
لعلو خير ربنا ابعد اذاها عنك,ربما كان هذا أفضل، لعلها خيرة، الله أبعد أذاها عنك.
شو الخطوه اللي وراها,ما هي الخطوة التالية؟
منا بالاول قرفت مخي منهم بالاخر لما اعملت هيك ولا اثر,منذ البداية، قرفت مخي منهم، في النهاية، عندما فعلت ذلك، لم يؤثر.
لاحظي اذا مطبخك في اي نوع من الكرتون الي بيكون فيهم اجهزه كهربائيه ضروري تتخلصي منهم لان الكرتون والخشب اكيد بيجيب الصراصير,لاحظي إذا كان مطبخك يحتوي على أي نوع من الكرتون الذي توجد فيه الأجهزة الكهربائية، من الضروري التخلص منه لأن الكرتون والخشب بالتأكيد يجلب الصراصير.
كنت حمنشن مشان الدورس,كنت أتمشى لأن الدرس كان قد انتهى.
بعرفش اخد حقي والله بضل ساكته وبعيط بس,أنا لا أعرف كيف آخذ حقي، والله، أبقى صامتة وأبكي فقط.
شكرا كتير الك بجد الي ست سنين تعبانه منه بس حجرب وان شاء الله,شكراً لك كثيراً، بالفعل، لقد عانيت من ذلك لمدة ست سنوات، لكنني سأجرب، إن شاء الله.
هو انتي اصلا بتنامي,هل تنامين أصلاً؟
وربنا يبعتلك اللي فيه الخير,وربنا يرسل لك من فيه الخير.
صحيح انلسمعت عن هديك منطقه انو حالات صار اختتاق ولمس اعوذ بالله,نعم، لقد سمعت عن تلك المنطقة أن هناك حالات اختناق ولمس، أعوذ بالله.
جيبس عصايه مكنسه وضلك اضربي اضربي لما تفشي غلك او لو كنتي بشقه لحالك ههو بطلع عندك ضلك اضربي حتى تضلي لباب الدار وعالباب زعقس واحكي الحقونيي الحقونيي ساعتها حيعرفو انه مع حق لانه هو الي عندك,خذِ جبسًا وعصا مكنسة، واستمري في الضرب حتى تشفي غلك، أو إذا كنت في شقة وحدك، استمري في الضرب حتى تصلين إلى باب الشقة، وعند الباب، اصرخي واطلبي المساعدة، عندها سيعرفون أنه على حق، لأنه هو الوحيد الذي لديك.
هه قبل شهرين سبت شغل وانا محتجاه جدا وبراتب دولار لأنه ما ارتحت بالمكان حاولت اضغط ع نفسي شهر شهرين ما قدرت سيبك من هالموضوع ممكن لأنه ما اعطته وش اعجب فيها بزياده وصدقيني الرجال لو بده يخون وما في حدا بوشه بيحب جنيه هنا الصدمه ازواجكم مش ملائكه,هه قبل شهرين سبت شغل وانا محتجاه جدا وبراتب دولار لأنه ما ارتحت بالمكان حاولت اضغط ع نفسي شهر شهرين ما قدرت سيبك من هالموضوع ممكن لأنه ما اعطته وش اعجب فيها بزياده وصدقيني الرجال لو بده يخون وما في حدا بوشه بيحب جنيه هنا الصدمه ازواجكم مش ملائكه
لا عقوبه الا علي المواطن المغلوب علي امره,لا توجد عقوبة إلا على المواطن المغلوب على أمره.
يا لهوي لو اعمل عملتها لأطلق قبل صلاه العيد,يا إلهي، لو فعلت ذلك، لأطلقني قبل صلاة العيد.
عادى هى كل يوم بتيجى عندك كلها زياره وكل فتره لما تتكرر والله انا بحب يجو الصغار عندى ويعملو شو ما بدهم وكلو بعد ما يروحو بترتب,عادي، هي تأتي كل يوم، إنها زيارة، وكل فترة عندما تتكرر، والله أنا أحب أن يأتي الصغار إلي ويعملوا ما يريدون، وبعد أن يرحلوا، أرتب كل شيء.
هه مافي حل للحرامي,هه، لا يوجد حل للحرامي.
بقولك ربنا يعوضك خير ويرزقك بشغل وبالزوج الصالح يارب,أقول لك، ربنا يعوضك خيراً ويرزقك بوظيفة وبالزوج الصالح، يا رب.
هه شايفه اي والله ما في حمايه كويسه,نعم، أرى ذلك، لا توجد حماية جيدة.
حطى ليمون واقسميها نصفين وحطيهم بغلايه مع شوى ميه ع غاز,ضعي ليمونة وقسميها نصفين وضعيها في غلاية مع القليل من الماء على الغاز.
حطي برايمر قبل الميك اب وغسلي وجهك بماء ورد قبلهم كلهم,ضعي برايمر قبل الميك أب، اغسلي وجهك بماء الورد قبلهم جميعاً.
ربي يكثر من امثالك,ربي يكثر من أمثالك.
لا يالولو مش شرط عشان صحفيه بتعرف ترد,لا يا لولو، ليس من الضروري أن تكون صحفية تعرف كيف ترد.
الله يبعد عنك الشر,الله يبعد عنك الشر.
دخلت محل تركي لقيت عنده ماتور قلت اكيد الي باعهم ياه غزاوي,دخلت متجراً تركياً ووجدت لديه ماتوراً، قلت بالتأكيد أن من باعه له هو غزاوي.
بس في شغلات بتقهر بتخلي الواحد غصب عنو يحكي,لكن هناك أشياء محبطة تجعل المرء يتحدث رغماً عنه.
في طريقهعندي سهلهعايزاهاولاكتفيت بطرق,هناك طريقة سهلة لدي، إذا أردتها، سأكتفي بالطرق.
طيب انا بالسعوديه و برضو بدي شاورما الأردن,حسناً، أنا في السعودية وأريد شاورما الأردن أيضاً.
هدول استنينا لنخلص امتحانات توجيهي بالاردن امانه,هؤلاء، انتظرنا حتى ننهي امتحانات التوجيهي في الأردن، أمانة.
فعلا يمكن لما حد قريب منهم ينحط بهيك موقف لا سمح الله ينقهرو ويحسو بالبنت المظلومه,نعم، ربما إذا وضع شخص قريب منهم في مثل هذا الموقف، لا سمح الله، سينقهرون ويشعرون بالبنت المظلومة.
ما في ولا طريقه انك تخليهم يعترفوا خدي بنصيحتي وارجعي لبيتك واعصري ع حالك ليمونه واتناسي واعملي حالك مصدقه زوجك مشان ترجعي بكرامتك,لا توجد طريقة لجعلهم يعترفون، خذي بنصيحتي وارجعي إلى بيتك، اعصري على نفسك ليمونة، وتناسي، وتظاهري بأنك تصدقين زوجك حتى تعودي بكرامتك، لا توجد عقوبة إلا على المواطن المغلوب على أمره.
اوك لا ينفي حبيبتي وهيا عارفه مسؤولياتها وحتتحاسب لو قصرت بس الفكره انو كل انسان مسؤول عن نفسه وكل الاعمال اللي برتكبها بترجع لوعيه الديني واخلاقه اما م حدا تاني اله دخل الانسان عنده عقل بده يصبر هكل المحن و ميخلي الشيطان يتحكم في وبالاخر حيقف قدام ربنا يتحاسب لحاله وحماس حتتحاسب لحالها وفتح لحالها وهكذا ومحدش حينفع حد والاعذار اللي بنقدمها لنلجأ للحرام مش حتنفعنا ولا حتشفعلنا يوم القيامه,حسنًا، لا ينفي ذلك حبها، وهي تعرف مسؤولياتها، وستحاسب إذا قصرت. لكن الفكرة أن كل إنسان مسؤول عن نفسه، وكل الأعمال التي يرتكبها تعود إلى وعيه الديني وأخلاقه، أما الآخرون، ليس لهم دخل، الإنسان لديه عقل، يجب أن يصبر على هذه المحن، ولا يجعل الشيطان يتحكم فيه، وفي النهاية، سيقف أمام الله وحده، ويحاسب وحده، وحماس ستُحاسب وحدها، وفتحت على نفسها وحدها، وهكذا، لا أحد سينفع أحدًا، والأعذار التي نقدمها عندما نلجأ للحرام لن تنفعنا ولن تشفع لنا يوم القيامة.
استفزتوني وانتو بتلوموا فيها,لقد استفززتموني وأنتم تلومونها.
يبقى لا انا ولا انت حنرجع اختصر وسيبك منهم ان شاء الله عمرهم ما تصالحوا,إذاً، لا أنا ولا أنت، دعينا نختصر ونتركهم، إن شاء الله لن يتصالحوا أبداً.
رأيي انو عقلك الباطن خلاكي تحلمي هيك لانو تفكيرك هيا الي واقفه بطريقك,رأيي أن عقلك الباطن جعلك تحلمين بذلك لأن تفكيرك هو ما يقف في طريقك.
ما بيفسد الحليب طبعا بس خلص صار ايام اصعب ايام كملي بتتقبل بس نوعيلها اكلات وشوفي شو حتحب وطعميها ياه,بالطبع لا يفسد الحليب، لكن الآن، لقد مرت أصعب الأيام، أكملي، ستتقبل الأمر، فقط غيري لها الأكلات وشاهدي ما تحب وطعميها إياه.
يا سلام عهيك موضوع عادي وين المشكله كل شي بتصلح وبترتب المهم اللمه الحلوه وانو الاولاد ينبسطو برضو شايفه كل الامهات بحبوش الضيوف هه اذا كل وحده كتبت ولادها مش مشاغبين لكان مين المشاغب هه مثاليات,يا سلام على هذا الموضوع العادي، أين المشكلة، كل شيء يمكن إصلاحه وترتيبه، المهم هو التجمع الجميل وأن يستمتع الأولاد أيضاً، أرى أن كل الأمهات لا يحبون الضيوف، هه، إذا كتبت كل واحدة أن أبناءها ليسوا مشاغبين، إذاً من هو المشاغب، هه، مثاليات.
امانه تنزلي هالمنشور بس بدون اسم بس بدي استفسر شو الفرق بين مطلقه ومعها اولاد وارمله معها اولاد تربيهم من وجهه نظركم,أمانة، أنزلي هذا المنشور بدون اسم، لكن أريد أن أستفسر، ما الفرق بين مطلقة ولديها أطفال وأرملة ولديها أطفال من وجهة نظركم؟
يسلمو هالادبن بس ممكن طريقه العممبر اذا بتعرفيه,يسلمو هالادبن، لكن ممكن طريقة عمل العمبر إذا كنت تعرفيها؟
اذا تحت الابط بيكون ثدي ثالث راجعي طبيب جراحه وشوفي,إذا كان تحت الإبط، قد يكون ثدياً ثالثاً، راجعي طبيب جراحة وشوفي.
وناس كتيير اتهجروا من بيتوهم بنت حماتي كانت قريبه من منطقه والحمدلله طلعت منها,وناس كثيرون هجروا منازلهم، كانت ابنة حماتي قريبة من المنطقة، والحمد لله خرجت منها.
السؤال من اين جاءت المخدرات من الإنفاق مثلا طيب من المسؤل عن الأنفاق,السؤال، من أين جاءت المخدرات، من الأنفاق مثلاً؟ طيب، من المسؤول عن الأنفاق؟
شو بيعطي علاج ولا ابر وبعد قديش النتيجه,ماذا يعطي، علاج أم إبر، وبعد كم من الوقت تظهر النتيجة؟
فنجان قهوه ساده او تركيه مع تمر وفكت فكينا,فنجان قهوة سادة أو تركي مع تمر، وفكينا.
ابنتي استحملت غياب زوجھا وكانت نعم وحاضر والكل بيعرف اشي كسبت زوجھا باحترامھا لا تحكي عن السحر,ابنتي تحملت غياب زوجها، وكانت نعم وحاضر، والكل يعرف، لقد كسبت احترامه، لا تتحدثي عن السحر.
انت حره بس من تلات شهور بدري كتيير على البيع لأنك لسه مابتعرفيه منيح والزمن غدار وإذا بعتي شويه الان مع الوقت راح تبيعيه شويه شويه,أنت حرة، لكن من ثلاثة أشهر مبكر جداً على البيع لأنك ما زلت لا تعرفينه جيداً، والزمن غدار، وإذا بعتي الآن، مع الوقت، ستبيعيه شيئاً فشيئاً.
مشكله الزواج عن حب للاسف معظم المشاكل تبدا من هان لانو فتره الحب قبل ضيعت كل المشاعر في الزواج فصارت تحصيل حاصل ومعظم حالات المحاكم عن حب الله بعينك وعليكي بالدعاء وتسيبيش بيتك,مشكلة الزواج عن حب، للأسف، معظم المشاكل تبدأ من هنا لأن فترة الحب قبل الزواج تستهلك كل المشاعر، فيصبح الزواج تحصيل حاصل، ومعظم حالات المحاكم عن حب، الله بعينك، عليك بالدعاء ولا تتركي بيتك.
وانا عن نفسي مستعده اقلل من نضافه بيتي والمهم اشوف ولادي احسن الناس باخلاقهم وتربايتهم ودراستهم وكل وقتي يكون الهم,وأنا مستعدة أن أتنازل عن نظافة بيتي، والمهم أن أرى أبنائي أفضل الناس بأخلاقهم وتربيتهم ودراستهم، وكل وقتي يكون لهم.
الكلام هادا مش مزبوط,هذا الكلام غير صحيح.
يعنى كل وحده بتقلها قاطعيه وما ترضى بسرعه وبتكبروا برسها بلكى المره الجايه بتكبر وبيحردها يا جماعه كونو محضر خير واللى بيرضى بكيس حجات احسن من اللى بيراضى بدونه او حتى ما بيراضى خالص وبترضى لحالها وحستونى كل وحده بتزعل من جوزها بيراضيها بخاتم ذهب الله يصلح حالنا وحاله واحوال المسلمين,ما معنى ذلك؟ كل واحدة تقول لها اقطعيه ولا ترضى بسرعة، وتكبر برأسها، ربما المرة القادمة ستكبر وتمنعه. يا جماعة، كونوا محضر خير، ومن يرضى بكيس حاجات أفضل من الذي يرضى بدون أو حتى لا يرضى أبدًا، وترضى لنفسها، أشعر أن كل واحدة تغضب من زوجها يراضيها بخاتم ذهب، اللهم أصلح حالنا وحالها وحال المسلمين.
رأيك مزبوط يختى احيانا الواحد بختصر شغل علشان الاولاد ودراستهم مش انو مش نظيف بس تأجيل بس مش اكتر والنظيف لنفسو والوسخ لنفسو مالنا دخل صحيح هه,رأيك صحيح، يا أختي، أحياناً يختصر المرء العمل من أجل الأولاد ودراستهم، ليس لأنك غير نظيفة، بل هو تأجيل فقط، وليس أكثر، النظيف لنفسه والوسخ لنفسه، ليس لنا دخل، صحيح، هه.
ربنا يسعد قلبك الطيب قريب يارب,ربنا يسعد قلبك الطيب، قريباً يا رب.
يعني مسلا مسلا انا ورلا صحبيتي لما تصرف ما يعجبنا من حدن شو ماكان بعز علينا بنروح وبنحكلو حتى لو حدن عمرناش حكينا معاه اه بنعبر وبنشعبر عن معابرنا,يعني، على سبيل المثال، أنا أو صديقتي، عندما يفعل أحد ما لا يعجبنا، بغض النظر عمن يكون، نذهب ونتحدث معه، حتى لو لم نكن نتحدث معه من قبل، نعبر ونعبر عن مشاعرنا.
ما بتقدر تحكي شي حاطه بلحه بتمها وساكته متلها متل غيرها خوفا ع راتب ابوها يطير عالأخير لو حكت شي,لا تستطيع أن تقول شيئاً، إنها تضع بلحة في فمها وتسكت، مثلها مثل غيرها، خوفاً على راتب أبيها أن يطير، في النهاية، إذا قالت شيئاً، سيُطرد.
بتحكو المبره مليانه وانا روحت اتبني حكولي ما عنا اطفال,تقولون أن المبرة مليئة، عندما ذهبت، قالوا لي ليس لدينا أطفال.
ازا احرجك احرجي انت كمان يعني كل كلمه يقولها ردي عليها وحاولي الرد يكون بأسلوب راقي,إذا كان الأمر محرجاً لك، احرجي أنت أيضاً، يعني كل كلمة يقولها، ردي عليها، وحاولي أن يكون الرد بأسلوب راقي.
وبالنسبه لكلام الناس هيضلهم يدايقوكي بكلامهم ويحكولك ربنا يعوض عليكي باخو للولد,وبالنسبة لكلام الناس، سيستمرون في إزعاجك بكلامهم ويقولون لك ربنا يعوض عليكي بأخ للولد.
وبتكونى مقشره بندوره ومقطعاها صغير وبس يشد الجمبرى بتحطيها وبتحطى بهار زبادى وفلفل اسمر وملح وشويه كمون,ستقشرين البندورة وتقطعينها صغيراً، وعندما يصبح الجمبري جاهزاً، ضعيه مع البندورة، وأضيفي الزبادي والفلفل الأسود والملح وقليل من الكمون.
اعملى اللى يرضى ربنك وطنشي الكلام بتعيشى كويس وعملتى كويس ورميتى فى البحر عند الله مابضيع وكله مردودلك بس تكبرى,افعلي ما يرضي ربك، وتجاهلي الكلام، ستعيشين جيداً، لقد فعلت ما عليك، وألقيت الأمر في البحر، عند الله لا يضيع شيء، كل شيء سيعود إليك.
مين جربت الليزر لازاله الشعر فيه اجهزه بتنباع بالسوق وفيه مراكز بتعمل وفيه دكاتره جلديه فمين عندها تجربه بهالموضوع و وين وكيف النتيجه وهل برجع الشعر تاني وبعد كم جلسه بختفي نهائي وما برجع يطلع واذا فيه صبايا دكتورز هنا فهل على حد علمهم اله اي سايد افكت عالمدى القصير او الطويل لو عملناه وهل ينصح به للمناطق الحساسه,من جربت إزالة الشعر بالليزر؟ هناك أجهزة تباع في السوق، وهناك مراكز متخصصة، وهناك أطباء جلدية. من لديها تجربة في هذا الموضوع، وأين، وما هي النتيجة؟ وهل يعود الشعر مرة أخرى، وبعد كم جلسة يختفي نهائيًا ولا يعود؟ وإذا كان هناك صبايا دكتورات هنا، فهل على حد علمهم له أي آثار جانبية على المدى القصير أو الطويل لو فعلناه؟ وهل ينصح به للمناطق الحساسة؟
جربي زيت الطحينه اللي بيظهر ع وجهها,جربي زيت الطحينة الذي يظهر على وجهها.
عادي انا كنت ادرس بجامعه فيها مدرسات ومدرسين واحكي انا مع الجميع وكان في فئه منهم احس اول ما اتكلم يتلبك ويتلخبط بالحكي وأحيانا ينسي شو كان بدو يقول بس لما يطلع في عيوني وأكبر مني بكتير ومتجوزين وكان يسير هيك عادي ممكن الراجل يخجل وقلبه يدق للمرا الجميله,من الطبيعي أنني كنت أدرس في جامعة بها معلمات ومعلمون، وكنت أتحدث مع الجميع. كانت هناك فئة منهم أشعر أنه عندما أتحدث، يتلعثم ويتخبط في حديثه، وأحيانًا ينسى ما كان يريد قوله، لكن عندما ينظر في عيني، على الرغم من أنه أكبر مني بكثير، ومتزوج، كان يتصرف بهذه الطريقة. من الممكن أن الرجل يخجل، وقلبه يدق للمرأة الجميلة.
مين حكالك هيك المطلوب طول عمرها حماس كانت تحكي عن ياسر عرفات هيك غلط طبعا وسلاح المقاومه زي ما هو حتى بالضفه اصلا ماحد برضي اي فصيل يسلم سلاح المقاومه القصه ابو مازن بد تسلم زمام الامور للسلطه لانه غزه في الهاويه هي كل الموضوع ومنه احنا بنخلص من الحصار اللي اله سنين عشان نعيش زي العالم والناس والله انا عباس بكره اشوف منظره بس البدايه نستجيب وبعدها ندخل انتخابات ونخلص منه لانه قرفناهله,من قال لك ذلك؟ المطلوب أن حماس كانت تتحدث عن ياسر عرفات بهذه الطريقة طوال عمرها، وهذا خطأ بالطبع. سلاح المقاومة كما هو، حتى في الضفة، لا أحد يرضى أن يسلم أي فصيل سلاح المقاومة، القصة أن أبو مازن يريد تسليم زمام الأمور للسلطة لأن غزة في الهاوية، هذا كل الموضوع، ومنه نتخلص من الحصار الذي دام سنوات حتى نعيش مثل بقية العالم. والله، أنا أكره عباس، آمل أن أرى نهايته، لكن في البداية، يجب أن نستجيب، وبعد ذلك ندخل في انتخابات ونخلص منه لأنه سئمناه.
بالنسبه للاكل طنشي وبس تعملي ابعتيلها صحن منه ههخ,بالنسبة للطعام، تجاهلي الأمر، فقط أرسلي لها طبقاً منه، هه.
كل واحد باعمل باصله وخليكى انتى الكويسه اصلو اللى بلاحق بتعب,كل واحد يعمل بأصله، دعيك أنت الطيبة، أصلاً الذي يلاحق يتعب.
هه الله مريحني من السلفات من يومي لحالي لبالي بس انصحيها بالكلمه الطيبه استجابت كان بها ماردت تتحمل سيئاتها حره التهي ببيتك وطلعيها من راسك,هه، الله يريحني من السلفات منذ اليوم الأول، أنا بمفردي، دعيك أنت الطيبة، نصحتها بالكلمة الطيبة، إذا استجابت، كان بها، وإذا لم تستجب، فلتتحمل سيئاتها، دعيك منها وانسها.
لو حساه مش حيقدر يبعد عن الاب او النت,إذا شعرت أنه لن يقدر على الابتعاد عن أبيه أو الإنترنت.
انتي بتفكري الكل و واعي ومتعلم وفهمان زيك,أنت تفكر أن الجميع واعون ومتعلمون ومثقفون مثلك.
وخلي الايام تكشفلك النوايا ولا تحاولي تبعبشي كتير وتسالي كتير,دعي الأيام تكشف النوايا، ولا تحاولي أن تبحثي كثيراً وتسألي كثيراً.
انل معي ولد وهلا نفسي احمل وجيب بنوته سمعتي بحكي وحكتلي الطريقه,معي ولد، والآن أريد أن أحمل وأنجب بنتاً، سمعت عن طريقة، وحكت لي الطريقة.
كل كم يوم بتعزلي,كل كم يوم تعزلي.
او تشوفي حد من قرايبك هاي بعيده لانه الوضع مو مضمون,أو شاهدي أحد أقاربك، هذه بعيدة لأن الوضع غير مضمون.
اه يا حوب بتناقش,نعم، يا حبيبي، تناقش.
يا لهوي عليكي رح تخربي بيت البنيه,يا إلهي، عليك، ستخربين بيت الفتاة.
ترديش علي بقلك بعد اول نفر بنفعش تاخدي مانع انا بعد النفر الاول اخدت حبوب سنه ونص ومجرد مابطلت اخده شهر شهرين وصار حمل بفضل ربنا لانه بهالبلد لازم تنظمي الولادات يختي الدنيا اتغيرت,لا تردي عليه، قولي له بعد أول طفل، لا ينفع أخذ مانع، أنا بعد الطفل الأول، أخذت حبوباً لمدة سنة ونصف، وبمجرد أن توقفت، بعد شهر أو شهرين، حدث حمل بفضل الله، لأنه في هذا البلد، يجب تنظيم الولادات، يا أختي، الدنيا تغيرت.
ويسعدك سعاده الدنيا والآخره,ويسعدك سعادة الدنيا والآخرة.
وهيها بتقولك لانها ببيت عيله كانت دايما محجبه و مجلببه,هي تقول ذلك لأنها في بيت عائلة، كانت دائماً محجبة وملثمة.
يا ملك انتا هه هه,يا ملك أنت، هه.
للكل بتحرق هالسعرات لانو في ناس بتزيد بالرضاعه,بالنسبة للجميع، هذه السعرات تحرق لأن هناك أشخاصاً يزيد وزنهم أثناء الرضاعة.
هذه افكار جيده تطرح فلا داعي الاستهتار بها ولو كانت صعبه دمت بعز صديقي عبدالله ابو شرخ,هذه أفكار جيدة، لا داعي للاستخفاف بها، حتى لو كانت صعبة، دمت بعز، صديقي عبد الله أبو شرخ.
كويس هه فش لا حلق و لا اى شى هيك و الا هيك عشان ما يتعب بالتفتيش ياخد حاجته على السريع,جيد، هه، لا يوجد حلاقة أو أي شيء، هكذا أو هكذا، حتى لا يتعب في التفتيش، يأخذ حاجته بسرعة.
هه اول ما دخلت على الفيس الجمله المشهوره بما تفكر هه كتبت زوجى هه ونزل بوست اسمو زوجى هه,هه، أول ما دخلت الفيسبوك، الجملة الشهيرة بما تفكر، كتبت زوجي، ونزلت منشوراً بعنوان زوجي.
وين تصريحاتك يا اخت نهي لو حماس عملت هيك كان لعنتي شرفهم وين منشوراتك ضد عباس,أين تصريحاتك يا أخت نهى، لو فعلت حماس ذلك، لقلت إن شرفهم ملعون، أين منشوراتك ضد عباس؟
ولا ع بالك مش لازم تحبك بكره بتتعودى عليها,ولا على بالك، ليس من الضروري أن تحبيه، غدا ستعتادين عليه.
يمكن اختي بيكون حدا موصله انك مزعوجه منه فهو تجنب الاختلاط بالنهايه انتم زملاء عمل وفش شي لو تناقشتي معه عن سبب التغيير لانه تربطكم روح العمل وفي نفس المكان ما تكبري الموضوع كتير واجهيه وريحي راسك واسلمي من التعليقات اللاذعه,ربما اختك، قد يكون شخص ما أخبرها أنك منزعجة منه، لذا فهو يتجنب الاختلاط، في النهاية، أنتم زملاء عمل، ولا يوجد شيء، إذا ناقشتيه عن سبب التغيير، لأنكما ترتبطان بروح العمل وفي نفس المكان، لا تكبري الموضوع كثيراً، واجهيه وريحي رأسك، وتجنبي التعليقات اللاذعة.
اي والله انا بعشق الاغاني القديمه والطبله وبزغرد وبهاهي وبنبسط وبغني وربي الفرحه حلوه بجد,نعم، والله، أنا أعشق الأغاني القديمة والطبلة، وأزغرد، وأتباهى، وأبتهج، وأغني، والله الفرحة جميلة حقاً.
انا حضرت يوميات زوجه مفروسه وطلع اله احزاءهه ومبسوطين ومتابعين,لقد شاهدت يوميات زوجة مفروسة، وتبين أنه جيد، الناس سعداء ومتابعون.
بلا هبل ولو اتزوجك راح يحب تالت ورابع,بلا هبل، إذا تزوجك، سيحب ثالثاً ورابعاً.
هو في حدا قلك انه في حكومه بغزه,هل هناك من قال لك إن هناك حكومة في غزة؟
هه كتير شغلات بس عند زوجي واهله الحياه مالها معني,هه، هناك الكثير من الأشياء، لكن مع زوجي وأهله، الحياة ليس لها معنى.
اولا عظم الله اجركم ثانيا فى العزا بيقدمو تمر وقهوه ساده,أولاً، عظم الله أجركم، ثانياً، في العزاء، يقدمون التمر والقهوة السادة.
ولا لما يتكيف بنسى حالو,وعندما يتكيف، ينسى نفسه.
ونتمنى ان يعود الزمن بنا,ونتمنى أن يعود الزمن بنا.
