Original_Dialect,MSA_conversion
انهي وحده علشان منظلمش حد,أي واحدة منهم حتى لا نظلم أحدًا.
ماتقولولى اختارتو انهى وحدة ليه,لماذا اخترتموها؟
انهي وحده فيهم,أي واحدة منهم.
ولا عارف ايه,لا أعرف ماذا أيضًا.
لو عندكم مشكل,إذا كان لديكم مشكلة.
ملكش حجة,لا حجة لك.
إنتَ ملكش الحق إنك تتكلم ولا حتى تعاتب  أصل همّا صح  وكُل واحد حُر ف تصرفاته  إمشي ع الأساس ده هترتاح ,أنت لا تملك الحق في أن تتحدث أو حتى تعاتب، في الواقع، هم على حق، وكل شخص حر في تصرفاته، امشِ على هذا الأساس، سترتاح.
نام و بلاش غلاسة دى مواضيع صعبة و حساسة و أنت ملكش عازة آخرك دمعة و جنازة,نم ولا تتصرف بغطرسة، هذه المواضيع صعبة وحساسة، وأنت لا تملك شيئًا، في النهاية، دمعة وجنازة.
تصرفاتى ملكش انك تعدل عليا فيها بس عليك بالنصيحه وانا حر يا اما استجيب يا اما لا غير كدا رأيك ده تخليه لنفسك هيبقا شيك عليك,تصرفاتي لا يحق لك أن تعدلها، لكن عليك بالنصيحة، وأنا حر، إما أن أستجيب أو لا، غير ذلك، احتفظ برأيك لنفسك، سيكون أنيقًا منك.
انا ممكن اقنعك انك ملكش لازمه في حياتي بس انا كداب و انت أكتر حد بحبه في الدنيا,أنا يمكنني أن أقنعك أنك لا تهم في حياتي، لكنني كاذب، وأنت أكثر شخص أحبه في الدنيا.
لسة,لا تزال.
لسه مسمعتش البوم  و عايش عادي زي الفل,لم أسمع الألبوم بعد، وأعيش حياة طبيعية.
ولو هقابل غيرها لو هحب جديد  بردوا لسه فاكرها وفاكر حبها,وإذا قابلت شخصًا آخر، أو وقعت في حب جديد، لا أزال أتذكرها وأتذكر حبها.
لسة ما قرأت الأخبار عشان اعرف مصايب النهاردة أيه,لم أقرأ الأخبار بعد لأعرف مصائب اليوم.
زي عادتك شايفه نفسك حد عادي  وزي عادتي لسه شايفك احلي حد,"كما هي عادتك، ترى نفسك شخصًا عاديًا.

كما هي عادتي، لا أزال أراك أنك أجمل شخص."
انضف من مايه حنفيه الحمام  لسه ثابته فى خيالي,أفكر أن مياه الصنبور في المطبخ أنظف من مياه الحمام، لا تزال هذه الفكرة ثابتة في خيالي.
طالما الحكايه لسه بتحكيها تبقى لسه مخلصتش جواك,طالما أن القصة لا تزال تُحكى، فهذا يعني أنك لم تنتهِ بعد.
يابني ده انت لسة مالعبتش,يا بني، لم تلعب بعد.
يابني ما لازم يقول كده يحلل فلوسه بردو,يا بني، يجب أن ينفق أمواله بطريقة ما.
لما اقابل واحده قدي متجوزه ومخلفه وتقولي ايه دا انتي لسه متخطبتيش,"عندما أقابل امرأة في مثل عمري، متزوجة ولديها أطفال، وتقول لي: ""ماذا؟ أنت لم تخطب بعد؟"""
يمكن صحابي و أهلي كلهم لسه حواليا بس أنا من جوايا حاسة اني بعيدة عنهم كلهم و ان علاقتي اتقطعت بيهم و مبقتش عارفة اتعامل معاهم,يمكن لأصدقائي وعائلتي أن يكونوا حولي، لكنني من الداخل أشعر أنني بعيدة عنهم جميعًا، وأن علاقتي بهم انقطعت، ولا أعرف كيف أتعامل معهم.
انا مبعرفش اسأل على حد ومش لازم اسأل عليك كل شويه عشان افهمك انى بحبك وباقى عليك لسه وممكن اقعد فترة كبيره مكلمكش بس انت عندى غالى جدا والله,لا أعرف كيف أسأل عن شخص ما، ولا يجب أن أسأل عنك كل بضع دقائق لأجعلك تفهم أنني أحبك ولا أزال، ويمكنني أن أبقى فترة طويلة دون أن أتحدث معك، لكنك لا تزال عزيزًا جدًا بالنسبة لي.
وبتدور,وأبحث.
بتدور,أبحث.
لما تلاقي حد بتحبه مُهتم ب حاجه بيحبها  بتدور عليها و تشوفها و تحبها زيه  تحبها عشانه,أبحث عن شخص ما يهتم بشيء ما يحبه، أبحث عنه وأراه وأحبه من أجله.
الناس اللي بتدور ع حد يحبها بجد  لازم تفكرو كويس ,الناس الذين يبحثون عن شخص يحبونهم حقًا، يجب أن يفكروا جيدًا.
لان في حاجات اهم م الحب دا ,لأن هناك أشياء أهم من الحب.
اولها و اهمها من وجهة نظري انك متهونش ع اللي بتحبه,أولها وأهمها، من وجهة نظري، أنك لا تهون على من تحبه.
لما تكون زعلان وبتدور ع الحاجه الي مزعلاك,عندما تكون حزينًا وتبحث عن الشيء الذي يزعجك.
بتزعل تاني  انك زعلان من غير سبب,تشعر بالضيق مرة أخرى دون سبب.
مانت شاغل روحك بيا وبتدور ورايا,يا بني، أنت تشغل بالي، وتدور ورائي.
معرفش مين حبيبتك اللى بتكلمها دى وبتدور ع عروسه,لا أعرف من هي حبيبتك التي تتحدث معها، وتبحث عن عروسة.
اغلب الناس بتبقى حابه اهتمام اللى حواليها وبتدور عليه انا ليه مش عايزه اى اهتمام من اى نوع وهرب منه عايزه أبقى لوحدى وبس,معظم الناس يحبون اهتمام من حولهم، ويبحثون عنه، أنا لا أريد أي اهتمام من أي نوع، وأهرب منه، أريد أن أكون وحدي فقط.
وفنفس الوقت بحس جوايا بنداء استغاثه ان مينفعش ابقى لوحدى انى مش هبقى كويسه لوحدى انى مينفعش اتساب انا ونفسى ودماغى مع بعض عشان هنأذى بعض,وفي الوقت نفسه، أشعر بداخلي بنداء استغاثة أنني لا ينبغي أن أكون وحدي، لا ينبغي أن أكون وحدي، أنا وضميري، سيؤذيان بعضنا.
لينا,لنا.
الشغلة دي ادتني فكرة زابطة انا هاكون لي مجموعة من سبعة تمنية انفار كدا هنخش القاعة نختار لينا كم نفر نلطشهم بي حجة انهم قاعدين في ارثنا,هذه الوظيفة أعطتني فكرة جيدة، سأكون مجموعة من سبعة أو ثمانية أشخاص، سندخل القاعة ونختار لأنفسنا عددًا قليلًا، نلتقطهم بحجة أنهم يجلسون في إرثنا.
هنعمم التجربة دي ونتطور,سأعمم هذه التجربة ونطورها.
بعد كم وعشرين سنه جاين تقولو لينا الكلام دا,بعد عشرين عامًا، تأتون وتقولون لنا هذا الكلام.
حياتنا ماتنفعش من غير ما يكون لينا رأي من غير ما يكون لينا عقل خاص بينا نفكر بيه نبطل نمشي ورا اي حد يقولنا كم كلمه يضحك بيهم على عقولنا,حياتنا لا تنفع بدون أن يكون لنا رأي، بدون أن يكون لنا عقل خاص بنا نفكر به، لا نسير وراء أي شخص يقول لنا بضع كلمات، ويضحك بها على عقولنا.
النهاردة,اليوم.
المرة دي,هذه المرة.
ماتخافش يابني الأهلي قبل كدة قابلهم ف نهاائي الكاس  مرات وعمرهم ماكسبوناا عشان كدة هما بيكرهونا و دي المرة السبعة,لا تخف يا بني، الأهلي واجههم في نهائي الكأس عدة مرات، ولم يفوزوا أبدًا، لهذا هم يكرهوننا، وهذه المرة السابعة.
اللي معاه قرش ومحيره يجيب حمام ويطيره ف مصر بس المره دي,الذي معه قرش ويحيره، يشتري حمام ويطيره في مصر، لكن هذه المرة.
يابيه ياباشا يافندم  والنبي خد بالك ان الشعب ده فيه حبه اجرام مش بطال ولو قدر المره دي مش هيعفي,يا سيدي، يا باشا، يا رب خذ باللك، الشعب المصري لديه بعض الإجرام، وإذا نجح هذه المرة، لن يعفو.
محتاج اقعد مع نفسي شوية الملم في كراكيبي ولزقها تاني مع بعض بس يا رب احط كل حاجة في المكان الصح المرة دي يا رب,أحتاج إلى الجلوس مع نفسي لبعض الوقت، وألصق أجزائي المكسورة معًا مرة أخرى، لكن يا رب هذه المرة، أضع كل شيء في مكانه الصحيح.
ليه الواحد بقى عنده قابلية عالية جدًا إن أي حاجة صُغيرة تضايقه و تعكنن مزاجه مع إنها كان مُمكن تعدي عادي جدًا  بس معدتش المرة دي,لماذا أصبح لدى الشخص قابلية عالية جدًا لأن أي شيء صغير يزعجه ويؤثر على مزاجه، على الرغم من أنه كان من الممكن أن يمر بسهولة؟
تقريبًا مفيش فُرصة ان حاجة زي دي تتصلح  حاجة شبه  كدة بالظبط,تقريبًا، لا توجد فرصة لأن هذا الشيء يتحسن، شيء يشبه ذلك بالضبط.
يا واحشني بشكل مهوش عادي,يا وحشتني بشكل غير عادي.
لو سمحت سامحني المرادي  ع الطلاق المرادي لازم المرة دي,إذا سمحت، سامحني هذه المرة، هذه المرة يجب أن ننفصل.
ساعات لما افتكر نفسي السنة اللي فاتت ف الدير اقول ايه التفاهة دي ازاي كنت بعمل كدة لكن المرة دي واخدة قرارمن جوايا اني مش قابلة ده ومش هكرره,في بعض الأحيان، عندما أتذكر نفسي في العام الماضي في الدير، أقول ما هذا التفاهة التي كنت أفعلها، لكن هذه المرة، قررت من داخلي أنني لا أقبل ذلك، ولا أستطيع تكراره.
اتنين,اثنان.
هعمل,سأفعل.
مهو خلاص شكلى هعمل كده بس محتاره اروح اتفرج فين,أبحث عن مكان ما أذهب إليه.
اي حتة هتبقي جايبه,أي مكان ستأتي إليه.
لا انا في اول الطريق وقادر احدد هعمل ايه ولا انا في الاخر علشان اقول خلاص ده اللي وصلتله انا في النص وتايه الحقيقه,"لا، أنا في بداية الطريق، ويمكنني أن أحدد ما سأفعله، أو أنني في النهاية لأقول: ""هذا ما وصلت إليه، أنا في المنتصف وضائع""."
كُل مره بتقول انا هعمل فيهم زي ما بيعملوا فيا وفـى الاخر مبتعرفش لأنك مش زيهم,"في كل مرة تقول: ""سأفعل بهم ما يفعلونه""، وفي النهاية، لا أعرف لأنك لست مثلهم."
ولو مقلتيهاش انهارده هعمل اللي في دماغي,وإذا لم تقوليها اليوم، سأفعل ما في رأسي.
وهبعتك لحد يتكلم عنك بدل الملل ده ,سأرسلك لشخص ما يتحدث عنك بدلاً من هذا الملل.
هعمل لكلو ,أفعل ذلك للجميع.
هشتغل,سأعمل.
هشتغل ع نفسى واحاول بقا,سأعمل على نفسي وأحاول.
دا كلام عميق ملناش دعوى بيه,هذا كلام عميق، لا علاقة لنا به.
منا عايز ابقى شبح وعميق واكتب الحاجات دى اعمل ايه,أريد أن أصبح شبحًا وعميقًا وأكتب هذه الأشياء، ماذا أفعل؟
اومال هشتغل ببلاش,إذا لم تعطني أموالًا، لن أعمل.
مقالتش هات فلوس كانت صريحة  مش هشتغل,"لم أقل: ""أعطني أموالًا""، كنت صريحًا، لن أعمل."
طب هتدوني فلوس ولا هشتغل كده,إذن، هل ستعطوني أموالًا أم سأعمل هكذا؟
ماما مقوماني من النوم عشان عايزة تعمل ديكورات في البيت و تغير كل حاجة على أساس إني مهندسة ديكور و كده,أمي أيقظتني من النوم لأنها تريد أن تجري بعض الديكورات في المنزل، وتغير كل شيء على أساس أنني مهندسة ديكور.
متعملتش,لم يحدث ذلك من قبل.
متعملتش معاك قبل كدا بس,لم يحدث ذلك من قبل، لكن لم يحدث معك من قبل.
شكرا جدا على الكلام دا انت وصفتنى حلو جدا متاكد انك متعملتش معايا مش زعلان من حد ولو زعلان اكيد هو حد غالى عندى لان مش بزعل على اى حد,شكرًا جزيلًا على هذه الكلمات، أنت تصفني بشكل جميل، أنت متأكد أنك لم تفعل ذلك معي، لست غاضبًا من أحد، وإذا كنت غاضبًا، فهو بالتأكيد شخص عزيز عليّ، لأنني لا أغضب من أي شخص.
الإجازة هتخلص والحاجات اللي كنت  عايزة اعملها بعد رمضان لسة متعملتش,ستنتهي الإجازة، والأشياء التي أردت فعلها بعد رمضان لم تُفعل بعد.
بييجي,يأتي.
نفس اللي بييجي في دماغي,نفس ما يخطر ببالي.
تانيب الضمير بييجى من المثاليه ف كونى مستحقهاش يعنى ,تأنيب الضمير يأتي من المثالية، كونك لا تستحقينه.
بس عمتا اللى وصلت له انى احقهها وبكده اثبت لنفسى انى كنت استحقها بس مش واخد بالى,لكن في النهاية، وصلت إلى أنني أستحقه، لكنني لم أنتبه.
هو طبيعى ان يكون نفسى ف حاجه بس شايف انى علشان مستحقهاش مبحاولش احقق الحاجه دى ,هل من الطبيعي أن أرغب في شيء ما، لكنني لا أحاول تحقيقه؟
هل ده بالفطرة وفيه ناس زيى ,هل هذا طبيعي، أم أن هناك أشخاص مثلي؟
ولا انا متخلف,أم أنني متخلف؟
ده احساس طبيعى بييجى لأى  مصرى متابع اخبار بلده وخاصة السلبي منها   مليان فضايح لام الدنيا وده كافى يجيب خوف و احباط لاى حد عنده ضمير,هذا الشعور طبيعي لأي مصري يتابع أخبار بلده، خاصة السلبية منها، مليئة بالفضائح، وهذا يكفي لجلب الخوف والإحباط لأي شخص لديه ضمير.
لو حد بحبه مكلمنيش طول اليوم لـ أي سبب  على طول بييجي فـي بالي إنه خلاص كرهني و حد غيري خد مكاني,إذا لم يتحدث معي شخص ما أحبه طوال اليوم لأي سبب، دائمًا ما يخطر ببالي أنه يكرهني الآن، ووجد شخصًا آخر يحل محلي.
ع فكره مش لازم كل حاجه بنعملها يبقي وراها سبب ممكن نكون بنعمل اللي بييجي في دماغنا وخلاص مش لازم الخبث  في التعامل ارحمونا,ليس من الضروري أن يكون لكل شيء نفعله سبب، ربما نفعل ما يخطر ببالنا، ليس من الضروري أن نكون ماكرين في التعامل، ارحموا أنفسكم.
اتعمل,حدث ذلك.
تقريبا دة اقوى مشهد اتعمل,هذا هو أقوى مشهد حدث.
مستاهلش اللي اتعمل فيا منك,لا أستحقه على الإطلاق.
خالص والله,خالص والله.
مبحبش الناس اللى عايزه تبقى اول حاجه وشايفين إنهم يستحاقوا اول مكان مبحبش أتعمل معهم عمتا,لا أحب الناس الذين يريدون أن يكونوا أول شيء، ويرون أنهم يستحقون أن يكونوا أول شيء، لا أحب أن أتعامل معهم.
العتاب ده إتعمل للناس المحترمه اللي بتزعل إنها زعلتك مش للناس اللي مش فارق معاها زعلك اصلا  فلما تعاتب عاتب اللي يستاهل,العتاب موجه للأشخاص المحترمين الذين يشعرون بالضيق لأنهم ضايقوك، وليس للأشخاص الذين لا يهتمون، في النهاية، العتاب لا يفيد.
ربنا يبعدنا عن الناس اللي مبتقدرش والناس اللي بتقرب ومبتفضلش,ربنا يبعدنا عن الناس الذين لا يقدرون، والناس الذين يقتربون ولا يفضلون.
أنا اللي معشم نفسي بحاجات مش هتحصل,أنا الذي أوهم نفسي بأشياء لن تحدث.
اللي,الذي.
بقينا نشتكي من الناس اللي بنحبهم اكتر من اللي بنكرهم والله,لقد أصبحنا نشكو من الأشخاص الذين نحبهم أكثر من الذين نكرههم.
مكنتش عايزة اطلع,لم أرد أن أخرج.
لإيه,لماذا؟
لا انتى قولتى هتعملى بس نسيت اسألك وصلتى لايه,لا، لم تسأليني بعد ما وصلت إليه.
يارب أنت عارف انا وصلت لإيه الفتره دي   وحاسس قد إيه كل يوم حالي بيسوء  يارب أي حاجه حلوه تصبرني تديني أمل أكمل بس,يا رب، أنت تعرف أنني وصلت إلى هذه المرحلة، وأشعر أن حالي يسوء كل يوم، يا رب، أي شيء جميل يصبرني، يعطيني أملًا، أكمل فقط.
عاوزه الفتره دى تجرى و اعرف انا هوصل لايه او الدنيا هتبقى ماشيه ازاى بعد كده,أريد أن تمر هذه الفترة، وأعرف إلى أين سأصل، أو كيف ستسير الدنيا بعد ذلك.
الغربة بجد انك لما تحاول تفكر أنت بتنتمي لايه و لمين تفكر كتير و في الآخر ما توصلش لحاجة  أنت ولا حاجة  ماحدش بيحبك  و ماحدش هيزعل عليك,الغربة أنك عندما تحاول أن تفكر فيما تنتمي إليه، ولمن، تفكر كثيرًا، وفي النهاية، لا تصل إلى شيء، أنت لا شيء، لا أحد يحبك، ولا أحد سيحزن عليك.
بصي يا بنتي هو قرار وهيتاخد هيتاخد ,انظري، يا ابنتي، إنه قرار وسيُتخذ، فكري واستشيري، وحددي ما تميلين إليه، واجلسي مع نفسك، وقرري.
فـ انتي اسألي واستشيري وشوفي انتي مايلة لإيه واقعدي مع دماغك كده وقرري,لم أكن أريد أن ينتهي الكلام، ولم يكن ينبغي أن يستمر.
مكنتش,لم أكن
مكنتش عايزة كلام ينتهي و مكنش ينفع يكمل,لم أكن أريد أن ينتهي الكلام، ولم يكن ينبغي أن يستمر.
الفرق بيني وبينك اني مكنتش بشوف غيرك رغم الزحمه  اما انت مكنتش بتشوفني غير لما ميكونش حد جنبك,الفرق بيني وبينك أنني لم أكن أرى سواك على الرغم من الزحام، أما أنت، لم تكن تراني إلا عندما لا يكون هناك أحد بجانبك.
انت لو فارق معاهم مكنتش هتهون عليهم يزعلوك  ولا كانوا هيوصلوك مرحلة إنك مش عارف تعاتبهم على اي اساس فبتسكت لما تشوف اخرتها,إذا كنت تهتم بهم، لما تركوك يزعجوك، ولما وصلوا إلى مرحلة أنك لا تعرف كيف تعاتبهم على أي أساس فتسكت عندما ترى نهايتهم.
لما تكون عايز تبعد ابعد قول عايز ابعد لكن متفضلش تكدب وتقول ف مبررات و حجج اللي قدامك مش عبيط فاهم التحوير اللي بتعمله دا عايز توصل بيه لإيه,عندما تريد الابتعاد، ابتعد، قل إنك تريد الابتعاد، لكن لا تستمر في الكذب وإعطاء المبررات والحجج، الشخص أمامك ليس أحمق، يفهم التحويل الذي تفعله.
و لما يكبر تشوف صح بتقول صح فلقى يلبس طبعا طبعا مش دقيق زى كشفة كبارة يعنى الراجل طالعين,ولما يكبر، ترى الصح وتقول صح. بالطبع، هو يلبس طبعا. بالطبع، ليس دقيقا مثل كشفه الكبير، يعني الرجل يظهر أنه...
لا أصل بقت الكمبيوتر يعنى بيعرف,لا، أصبح الكمبيوتر الآن يعرف.
لا ما هم عندهم عندهم ما كده معينة يبصوا على عايزها و يا بت حاولت الراديو تحاولى تركزى شوف يعنى لإن بتعمل ايه,لا، هم لديهم طرق معينة ينظرون بها إلى ما يحتاجونه، وأنت تحاولين الراديو وتحاولين التركيز، انظري، ماذا يفعل؟
و يعرف بقى ما يعنى هو استخدم عجز مش كنت يا مش عارفة ايه كنتى بتقضى حل بابا سبعين و هى بتحاول تبصى قدامنا,يعرف، يعني هو يستخدم معرفته. لم تكوني تعرفين، ماذا كنت تفعلين؟
لا بص يا الحيطة و بتاع و يقعد هو بقى يفحص انا بتعمل ايه يعنى ظرب شوف لما لإن بت البت بطلت تفوه كسح ولا حاجة,كنتِ تقضين الوقت مع والدك في السبعينيات، وهي تحاول أن تنظر أمامنا.
إيه,لا، انظر إلى الحائط وما إلى ذلك، ويجلس هو ليفحص ماذا تفعل؟ يعني ضرب، انظر، لماذا؟
و بس سكرة لكن شوربة بتشوف يعنى إن انا برضه قلت_له قلت كداهو ده إنت يعنى كلام,الفتاة توقفت عن الكلام ولم يحدث شيء.
بس هو قال معندهاش ده فى مدام عندها استجماتزم,ماذا؟
فعمل_لها مدرسة المزز مش ده عارفة نهضان,فقط سكرة، لكن الشوربة، يعني أنني أيضا قلت له، قلت له ذلك، يعني، هو قال إنها لا تملك استجماتيزم.
هى زى انا برضه عندى دلوقتى استجماتزم جامد يعنى,فأعطاها نظارات، ليس هذا، تعرفين، استجماتيزم.
ف فيعنى حتطلع_لى الظاهر عليها,هي، مثلما لدي الآن استجماتيزم قوي، يعني...
مطاطى كده,لذلك، قد يظهر عليها.
برضه استجماتزم من,مطاطي مثل هذا.
فعمل_لها النضارة و كده بس بقى ايه لما كنت حا مثلا ما تقدر أكتر من المكتب و مش شايفة او بتاع بيسلم نفسك قلت انا باروح اجيب النضارة,أيضا استجماتيزم.
حاجة,فأعطاها النظارات، وعندما كنت مثلا لا أستطيع الرؤية جيدا من المكتب، قلت أنني سأذهب لأحضر النظارات.
فأنا عارف انها بتاع رحت يعنى عاملة مع فرق,شيء.
من نفسها كداهو مصلحة ال ال,فأنا أعرف أن هذا الأمر... ذهبت وفعلت ما يلزم.
لا عارفة عايز استفرد بيها طب مراد ايه,لكنها تريد البقاء بمفردها، مراد، ما هو؟
والله صورتها و بتاع مش عارفة احمد قدم فى البيت حمول لا,والله صورتها وما إلى ذلك، أحمد قدم في البيت، لا...
بس شكلها سكر بالنضارة يعنى كل الشغل قلتها ماجد يا نضارة أبقى مشخلعة كده بمبة بتاع,لكن شكلها جميل بالنظارات، يعني كل الشغل، قلت لها، ماجد، نظارات، هي مشخلعة قليلا، وردي وما إلى ذلك.
إيه و أشرف//اشرف عامل ايه,ماذا عن أشرف؟
لا كويس الحمد_لله,لا، كويس، الحمد لله.
المدرسة دلوقتى,المدرسة الآن.
لا دلوقتى المدرسة أبتدى فقلت عشرة قلت فدلوقتى بيروحها من بيروح فى الصيف كده مدرسة فيه يعنى ما ده بيروح مدرسته عاملهم برنامج كده ساعتين تلاتة كل يوم,الآن بدأت المدرسة، قلت عشرة، الآن يذهب إليها في الصيف، يعني لديه برنامج ساعتين أو ثلاث كل يوم.
أيوه يا بابا,نعم، يا بابا.
فاشتركنا_له فيهم يروح يتعلم مع بإسم كله يتعلم ما أباركة دول و مش عارفة كاراتيه و,فاشتركنا له فيهم، يذهب ليتعلم، مع باسمه، يتعلم ما يباركه هؤلاء، كاراتيه…
ماشى,ماشي.
فمشغول يعنى,فهو مشغول.
احنا أصل انا,نحن، أنا...
افتتاح,افتتاح.
السباحة ما بطلت أصل اللى باروح اقوم عن المسلمة دول,السباحة، ما بطلت أصل، أذهب لأقوم عن المسلمة هؤلاء.
فباخدهم يعنى,فأخذهم، يعني.
فقلت مفيش داعى نشترك فى الدروس يعنى فى الشتا بقى ولا حاجة,فقلت لا داعي للاشتراك في الدروس في الشتاء، مرة أخرى.
مرة التانية يعنى,مرة ثانية، يعني.
ف صفوت,صفوت.
ايه على كان,نعم، كان...
أيوه,نعم.
لا باقول_لك ايه يعنى فاضل تجيبوا عشان كده يعنى,لا بقول لك، يعني، ما الذي تبقى لجلبه لهذا الغرض؟
إنتو عاملين ايه واضح إن الامور اتحسن شوية,أنتم ماذا تفعلون؟ يبدو أن الأمور تحسنت قليلاً.
الحمد_لله إيه,الحمد لله، ماذا؟
أيوه يا منى و إنت ايه فى الدراسة,نعم يا منى، وأنت كيف في الدراسة؟
الحمد_لله تقريبا خلص,الحمد لله، تقريبا انتهيت.
أيوه يبقى ازيك يا بابا,وأنت كيف حالك يا بابا؟
ازيك يا منى,كيف حالك يا منى؟
الحمد_لله زهدان,الحمد لله، زهقانة.
و صحتك,وصحتك؟
الحمد_لله بخير و ازى حد,الحمد لله بخير، كيف حال الجميع؟
ازى الولاد اذا احمد,كيف حال الأولاد؟ كيف حال أحمد؟
كويسين والله بيسلم عليك,كويسين والله، بيسلم عليك.
كلكو بخير الحمد_لله,كلكم بخير الحمد لله.
الحمد_لله يا هربتوا منحر فى القاهرة,الحمد لله، هل هربتم من الحر في القاهرة؟
حا ده مش معقول البنت والله دى مفيش تلاتة اربعة يا عم كويسين على بعض,هذا غير معقول، الفتاة، والله، لا يوجد ثلاثة أو أربعة، يا عم، كويسين مع بعض.
يا خبر أبيض,يا خبر أبيض!
طيب و مين الجو الفلاحين منير اللى هو,طيب، ومن الجو؟ الفلاحين؟ منير؟ هل هو؟
لسه الموجة يعنى شغالة هناك,ما زالت الموجة تعمل هناك؟
يعنى بتروح و تيجى,يعني، تروح وتجيء.
ده ده زى عندنا على فكرة فى فى هنا,هذا مثل عندنا، على فكرة، هنا.
لا ده فى العالم كله,لا، هذا في العالم كله.
باقول_لك فإستنى عشرة الحرارة خمسين برادة,بقول لك، فاستنى، عشرة، الحرارة خمسين، برودة.
و ناس ماتوا,وناس ماتوا.
طبعا عندنا برضه نفس ماتوا هنا,طبعاً عندنا، أيضا، ناس ماتوا هنا.
مش عارف ما,لا أعرف ماذا؟
مش الواحد مادة اسبانيا,لا، الواحد ذهب إلى إسبانيا.
لا خبر أبيض,يا خبر أبيض!
لا لا إنتو إنت فاهم عندنا,لا، لا، أنت فاهم، عندنا...
لا حد حا يعنى الحاج فيه حد غريبة بتحصل,لا، هناك شيء، يعني، هناك شيء غريب يحدث.
لا فيه حاجة طبعا مش صح يعنى لا الحمد_لله إن إنتو يعنى دردرة تيجوا على الكنج,لا، هناك شيء، طبعاً، ليس صحيحاً، يعني، لا، الحمد لله أنكم، يعني، دردشة، تأتون إلى الكونج.
الحمد_لله الحمد_لله و إنتو ازيكم,الحمد لله، الحمد لله، وأنتم كيف حالكم؟
لا كده الجو انا كذا الحمد_لله بخير الحمد,لا، الجو، أنا كذا، الحمد لله، بخير، الحمد.
و احمد ازاى,وأحمد كيف حاله؟
الحمد_لله لسانها على حد,الحمد لله، لسانه على حاله.
إنت عاملة ايه فى الدراسة بتاعة,وأنت، كيف حالك في الدراسة؟
والله الحمد_لله قربت اخلصها كتابة الرسالة,والله، الحمد لله، اقتربت من إنهائها، كتابة الرسالة.
ربنا يسهل بقى ان_شاء_الله اناقش قريب يعنى,ربنا يسهل إن شاء الله، أناقش قريباً.
طيب ما_هو ان_شاء_الله مبروك,طيب، ما هو، إن شاء الله، مبروك.
يا رب إدعى_لى يا بابا والله,يا رب، ادعِ لي، يا بابا، والله.
ربنا معاك ان_شاء_الله,ربنا معاك إن شاء الله.
أيوه يوفق اللى هى رياضة ولا جينا كده,نعم، وفقًا للياقة البدنية أو إذا جئنا هكذا.
ماما,ماما.
ربنا معاك ان_شاء_الله,ربنا معاك إن شاء الله.
يا رب يا رب,يا رب يا رب.
ولود بإذن_الله الشيك دى,بإذن الله، سيتم إصدار الشيك.
ما انا إنت ازيك يا بابا,أنا، كيف حالك يا أبي؟
لا أيوه الو,نعم، ألو.
فلسطين على,فلسطين على الخط.
انا إجرى البرنتر ده و ال الخطوة مشيت ف و تانى خطوة اللى هى مفروض بقى ييجى اللى هى المهمة يعنى,لقد تعطلت الطابعة، والخطوة التالية هي، والخطوة التالية هي ما يفترض أن يحدث، المهمة.
يعنى اول خطوة لى وافقوا_له و هو يعنى وافقوا إن هو طيب هو شغلانته مهمة و مفيش زى و بتاع,يعني أنهم وافقوا عليه، وهو يعني أنهم وافقوا على أنه وظيفته مهمة ولا يوجد مثيل لها.
إنه مطلوب هنا يعنى,إنه مطلوب هنا، يعني.
يعنى خطوة بقى بيكى كل بدران بتاعنا بقى لو عملنا اى حاجة غلط الحاجات ما,يعني أن هذه الخطوة هي أن كل بدران خاصتنا سيصبح في ورطة إذا فعلنا أي شيء خاطئ.
لو مش عارفة ايه يعنى,إذا لم تكن تعرفين ماذا يعني ذلك.
عشان عصرة,لأنها ضغطت.
و احنا ماشيين اصوت المستقيم الحمد_لله,ونحن نسير، أصوات المستقيم جيدة، الحمد لله.
طب خلفنا الا الضرايب فى اى حتة انا مش عارفة ايه ف,حسنًا، ما تبقى هو الضرائب، في أي مكان، أنا لا أعرف ماذا.
ياخد وقت كده,سيستغرق ذلك بعض الوقت.
فدى أقعدى بقى مفروض يرد و انا بس ان_شاء_الله يعنى برضه فى خلال شهر او اتنين,دعينا نجلس، من المفترض أن يرد، وأنا أيضًا، إن شاء الله، يعني خلال شهر أو شهرين.
و بعدين بقت خلاص يدونا بقى ال ال ال عن الترم نيشان يعنى إن احنا,ثم أصبح الأمر كما هو، دعونا نعطيكم، يعني خلال الفصل الدراسي، الهدف هو.
لا مش جديد نتر مش إن احنا نشتغل يعنى اللى بوشرت فى الجيش إن اسمه هى دى مهمة بالنسبة_لى,لا، ليس جديدًا، نحن لا نريد أن نعمل، يعني أنا بدأت العمل في الجيش، اسمه، هذه مهمة مهمة بالنسبة لي.
أيوه,نعم.
بتقول_لى يعنى سمح إن انا باشتغل يعنى انا عادى يعنى أشتغل فى اى حتة بقى و انا حرة يعنى و بعدين بيدونا البرنتر دى دى بعديها مش عارفة بدرى مفيش بس دى بقى اوتوماتيك يعنى,تقولين إن من المسموح لي أن أعمل، أنا عادي، يمكنني العمل في أي مكان، وأنا حرة، ثم يعطوننا الطابعة، هذه بعدها، لا أعرف، مبكرًا، لا يوجد شيء، لكن هذه هي الطابعة الآلية.
